”NŒŽ“ú,DA-24(\/kWh),DA-DT(\/kWh),DA-PT(\/kWh),TTV(kWh)
2020/08/28,13.98,20.02,23.56,1051182250
2020/08/29,6.75,7.93,6.62,976569100
2020/08/30,5.98,6.95,5.26,941085400
2020/08/31,12.02,17.10,19.64,1033426500
2020/09/01,9.88,13.58,17.06,982363550
2020/09/02,9.17,12.20,14.35,970507150
2020/09/03,13.04,18.71,24.13,999101000
2020/09/04,12.54,17.56,30.40,993432400
2020/09/05,5.97,6.79,6.20,926717700
2020/09/06,4.66,5.08,5.22,880171600
2020/09/07,9.16,12.64,14.01,962161000
2020/09/08,8.82,11.49,9.56,1007282100
2020/09/09,10.32,14.03,24.82,966501850
2020/09/10,7.46,8.98,9.70,973956950
2020/09/11,7.76,10.02,14.02,978577600
2020/09/12,5.15,5.64,5.83,876160300
2020/09/13,4.59,4.87,4.66,867640050
2020/09/14,5.10,5.82,5.95,924870750
2020/09/15,4.88,5.55,5.84,936788750
2020/09/16,4.91,5.55,5.78,937439250
2020/09/17,6.58,8.25,11.55,905851850
2020/09/18,7.88,10.22,13.69,942578150
2020/09/19,4.62,5.06,5.03,874713150
2020/09/20,3.97,4.14,3.77,825223450
2020/09/21,3.95,4.08,3.59,840985600
2020/09/22,4.14,4.39,4.09,830967600
2020/09/23,5.04,5.86,6.93,866102350
2020/09/24,4.78,5.44,5.76,898504000
2020/09/25,4.63,5.22,5.57,885950550
2020/09/26,4.20,4.45,4.27,844795200
2020/09/27,3.47,3.32,2.71,738526100
2020/09/28,4.13,4.43,4.05,850735000
2020/09/29,4.32,4.64,4.59,887701050
2020/09/30,4.26,4.57,4.37,888684300
2020/10/01,4.49,4.92,4.88,829053450
2020/10/02,4.41,4.70,4.31,845399400
2020/10/03,4.71,4.78,4.63,776794850
2020/10/04,4.10,4.17,3.72,782924350
2020/10/05,4.72,5.40,4.76,861654850
2020/10/06,4.51,4.77,4.31,845165600
2020/10/07,4.77,5.14,5.02,839229550
2020/10/08,5.96,7.06,8.01,834373500
2020/10/09,5.79,6.83,6.52,837549500
2020/10/10,4.61,4.99,4.73,787653400
2020/10/11,4.09,4.22,3.60,761231600
2020/10/12,5.59,6.52,6.34,828180750
2020/10/13,5.11,5.45,5.36,862955150
2020/10/14,5.15,5.66,5.11,850701600
2020/10/15,5.31,5.89,5.21,858484550
2020/10/16,5.33,5.67,5.84,847469100
2020/10/17,5.43,6.01,5.90,778278400
2020/10/18,4.42,4.52,3.77,731050100
2020/10/19,5.33,6.07,6.77,820903650
2020/10/20,5.01,5.35,4.41,849484150
2020/10/21,5.18,5.74,5.25,844138250
2020/10/22,6.46,7.73,8.31,821601600
2020/10/23,5.79,6.54,5.75,811984850
2020/10/24,4.48,4.55,3.94,782054300
2020/10/25,3.46,3.01,2.17,694934900
2020/10/26,4.93,5.27,5.15,813409400
2020/10/27,5.32,5.73,4.98,814708150
2020/10/28,5.82,6.21,5.71,835021750
2020/10/29,5.38,5.84,5.19,849304450
2020/10/30,6.08,7.20,5.30,850411600
2020/10/31,4.74,4.79,3.83,733759400
2020/11/01,4.70,4.59,3.88,752719300
2020/11/02,7.17,8.70,9.17,799187900
2020/11/03,4.82,4.97,4.51,756820650
2020/11/04,5.33,5.71,5.16,829976900
2020/11/05,5.68,5.94,5.38,866447600
2020/11/06,6.34,7.10,6.40,850458750
2020/11/07,5.42,5.49,5.66,777849450
2020/11/08,4.53,4.57,3.88,759377600
2020/11/09,5.43,5.80,5.53,879414350
2020/11/10,5.79,6.02,5.61,883766900
2020/11/11,6.37,6.78,5.68,866031950
2020/11/12,6.51,6.69,6.07,888564400
2020/11/13,6.19,6.22,5.92,867670350
2020/11/14,5.25,5.11,4.34,738894650
2020/11/15,4.73,4.59,3.81,704540550
2020/11/16,5.76,6.28,6.18,836298400
2020/11/17,5.73,5.93,5.71,859382150
2020/11/18,5.68,5.93,6.03,839418950
2020/11/19,5.51,5.98,6.20,840822250
2020/11/20,5.59,6.16,6.20,845811800
2020/11/21,4.70,4.87,4.17,747586600
2020/11/22,4.81,4.91,4.23,744252450
2020/11/23,4.81,5.07,4.50,752052050
2020/11/24,5.63,6.06,6.06,857924400
2020/11/25,6.03,6.66,6.25,862874300
2020/11/26,5.60,5.88,6.16,864914850
2020/11/27,6.22,6.72,6.47,872672150
2020/11/28,5.11,5.22,4.36,797997300
2020/11/29,5.30,5.21,4.32,786462950
2020/11/30,6.05,6.31,5.76,889016550
2020/12/01,5.81,6.04,5.36,916060800
2020/12/02,6.32,6.61,5.94,952909600
2020/12/03,6.07,6.27,5.72,948962500
2020/12/04,6.11,6.11,5.67,957433450
2020/12/05,6.13,6.00,5.32,875449900
2020/12/06,5.14,5.27,4.40,829077750
2020/12/07,5.70,6.02,5.55,949592450
2020/12/08,6.04,6.28,6.07,954248000
2020/12/09,6.92,7.31,6.67,976504300
2020/12/10,7.05,7.49,7.05,971496300
2020/12/11,6.63,6.72,6.48,971504650
2020/12/12,6.55,6.60,6.52,873749350
2020/12/13,5.89,5.87,5.40,863198750
2020/12/14,7.54,8.57,7.48,968650800
2020/12/15,9.73,10.35,9.27,1016009350
2020/12/16,20.35,24.33,16.73,952863100
2020/12/17,24.30,30.06,14.16,954340850
2020/12/18,24.66,29.81,21.95,961235050
2020/12/19,13.75,15.14,7.76,971163300
2020/12/20,8.82,9.41,6.54,948071250
2020/12/21,14.72,17.40,8.58,1069575850
