2016/6/4 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3880,11:00～12:00,6/4,8:30,25,80

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3110,11:00～12:00,6/4,8:30

DATE,TIME,当日実績(万kW),予測値（万kW),使用率(%)
2016/6/4,0:00,2438,0,63
2016/6/4,1:00,2301,0,59
2016/6/4,2:00,2262,0,58
2016/6/4,3:00,2279,0,59
2016/6/4,4:00,2282,0,59
2016/6/4,5:00,2251,0,58
2016/6/4,6:00,2307,0,59
2016/6/4,7:00,2449,0,63
2016/6/4,8:00,2697,0,70
2016/6/4,9:00,2882,0,74
2016/6/4,10:00,3017,0,78
2016/6/4,11:00,3097,0,80
2016/6/4,12:00,3088,0,80
2016/6/4,13:00,3081,0,79
2016/6/4,14:00,3017,0,78
2016/6/4,15:00,2975,0,77
2016/6/4,16:00,2975,0,77
2016/6/4,17:00,2955,0,76
2016/6/4,18:00,2993,0,77
2016/6/4,19:00,3023,0,78
2016/6/4,20:00,2903,0,75
2016/6/4,21:00,2741,0,71
2016/6/4,22:00,2591,0,67
2016/6/4,23:00,0,0,

最大使用率(%),時間帯
80,12:00～13:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3546,19:00～20:00,6/4,17:30,20,84

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2964,19:00～20:00,6/4,17:30

DATE,TIME,当日実績（５分間隔値）(万kW)
2016/6/4,0:00,2522
2016/6/4,0:05,2512
2016/6/4,0:10,2503
2016/6/4,0:15,2485
2016/6/4,0:20,2462
2016/6/4,0:25,2446
2016/6/4,0:30,2440
2016/6/4,0:35,2428
2016/6/4,0:40,2395
2016/6/4,0:45,2372
2016/6/4,0:50,2354
2016/6/4,0:55,2340
2016/6/4,1:00,2339
2016/6/4,1:05,2322
2016/6/4,1:10,2316
2016/6/4,1:15,2322
2016/6/4,1:20,2313
2016/6/4,1:25,2303
2016/6/4,1:30,2309
2016/6/4,1:35,2290
2016/6/4,1:40,2297
2016/6/4,1:45,2276
2016/6/4,1:50,2255
2016/6/4,1:55,2273
2016/6/4,2:00,2264
2016/6/4,2:05,2262
2016/6/4,2:10,2250
2016/6/4,2:15,2258
2016/6/4,2:20,2269
2016/6/4,2:25,2267
2016/6/4,2:30,2263
2016/6/4,2:35,2260
2016/6/4,2:40,2258
2016/6/4,2:45,2257
2016/6/4,2:50,2259
2016/6/4,2:55,2272
2016/6/4,3:00,2257
2016/6/4,3:05,2272
2016/6/4,3:10,2266
2016/6/4,3:15,2262
2016/6/4,3:20,2281
2016/6/4,3:25,2297
2016/6/4,3:30,2297
2016/6/4,3:35,2271
2016/6/4,3:40,2283
2016/6/4,3:45,2290
2016/6/4,3:50,2287
2016/6/4,3:55,2290
2016/6/4,4:00,2291
2016/6/4,4:05,2312
2016/6/4,4:10,2295
2016/6/4,4:15,2304
2016/6/4,4:20,2312
2016/6/4,4:25,2302
2016/6/4,4:30,2290
2016/6/4,4:35,2266
2016/6/4,4:40,2263
2016/6/4,4:45,2256
2016/6/4,4:50,2248
2016/6/4,4:55,2248
2016/6/4,5:00,2237
2016/6/4,5:05,2254
2016/6/4,5:10,2252
2016/6/4,5:15,2257
2016/6/4,5:20,2251
2016/6/4,5:25,2246
2016/6/4,5:30,2246
2016/6/4,5:35,2243
2016/6/4,5:40,2257
2016/6/4,5:45,2252
2016/6/4,5:50,2258
2016/6/4,5:55,2263
2016/6/4,6:00,2253
2016/6/4,6:05,2263
2016/6/4,6:10,2291
2016/6/4,6:15,2303
2016/6/4,6:20,2288
2016/6/4,6:25,2286
2016/6/4,6:30,2299
2016/6/4,6:35,2320
2016/6/4,6:40,2336
2016/6/4,6:45,2339
2016/6/4,6:50,2349
2016/6/4,6:55,2354
2016/6/4,7:00,2362
2016/6/4,7:05,2396
2016/6/4,7:10,2384
2016/6/4,7:15,2410
2016/6/4,7:20,2421
2016/6/4,7:25,2436
2016/6/4,7:30,2456
2016/6/4,7:35,2482
2016/6/4,7:40,2484
2016/6/4,7:45,2503
2016/6/4,7:50,2514
2016/6/4,7:55,2544
2016/6/4,8:00,2600
2016/6/4,8:05,2619
2016/6/4,8:10,2609
2016/6/4,8:15,2646
2016/6/4,8:20,2647
2016/6/4,8:25,2702
2016/6/4,8:30,2710
2016/6/4,8:35,2731
2016/6/4,8:40,2752
2016/6/4,8:45,2748
2016/6/4,8:50,2784
2016/6/4,8:55,2817
2016/6/4,9:00,2825
2016/6/4,9:05,2835
2016/6/4,9:10,2845
2016/6/4,9:15,2848
2016/6/4,9:20,2855
2016/6/4,9:25,2865
2016/6/4,9:30,2888
2016/6/4,9:35,2899
2016/6/4,9:40,2927
2016/6/4,9:45,2917
2016/6/4,9:50,2921
2016/6/4,9:55,2954
2016/6/4,10:00,2978
2016/6/4,10:05,2984
2016/6/4,10:10,2986
2016/6/4,10:15,3024
2016/6/4,10:20,3002
2016/6/4,10:25,3004
2016/6/4,10:30,2997
2016/6/4,10:35,3039
2016/6/4,10:40,3029
2016/6/4,10:45,3039
2016/6/4,10:50,3058
2016/6/4,10:55,3062
2016/6/4,11:00,3036
2016/6/4,11:05,3087
2016/6/4,11:10,3087
2016/6/4,11:15,3104
2016/6/4,11:20,3078
2016/6/4,11:25,3102
2016/6/4,11:30,3097
2016/6/4,11:35,3100
2016/6/4,11:40,3113
2016/6/4,11:45,3132
2016/6/4,11:50,3118
2016/6/4,11:55,3104
2016/6/4,12:00,3096
2016/6/4,12:05,3095
2016/6/4,12:10,3110
2016/6/4,12:15,3116
2016/6/4,12:20,3097
2016/6/4,12:25,3106
2016/6/4,12:30,3067
2016/6/4,12:35,3065
2016/6/4,12:40,3069
2016/6/4,12:45,3093
2016/6/4,12:50,3077
2016/6/4,12:55,3071
2016/6/4,13:00,3070
2016/6/4,13:05,3095
2016/6/4,13:10,3077
2016/6/4,13:15,3087
2016/6/4,13:20,3084
2016/6/4,13:25,3119
2016/6/4,13:30,3092
2016/6/4,13:35,3090
2016/6/4,13:40,3079
2016/6/4,13:45,3066
2016/6/4,13:50,3060
2016/6/4,13:55,3048
2016/6/4,14:00,3054
2016/6/4,14:05,3045
2016/6/4,14:10,3019
2016/6/4,14:15,3023
2016/6/4,14:20,3012
2016/6/4,14:25,3021
2016/6/4,14:30,3040
2016/6/4,14:35,3017
2016/6/4,14:40,2997
2016/6/4,14:45,2997
2016/6/4,14:50,2985
2016/6/4,14:55,2996
2016/6/4,15:00,2974
2016/6/4,15:05,2975
2016/6/4,15:10,2956
2016/6/4,15:15,2963
2016/6/4,15:20,2964
2016/6/4,15:25,2982
2016/6/4,15:30,2976
2016/6/4,15:35,2977
2016/6/4,15:40,2979
2016/6/4,15:45,2981
2016/6/4,15:50,2973
2016/6/4,15:55,2995
