2020/9/2 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5437,14:00～15:00,9/2,8:40,21,82

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4508,14:00～15:00,9/2,8:40

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
5237,16:00～17:00,9/2,8:40,17,85

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
4469,16:00～17:00,9/2,8:40

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/9/2,0:00,2861,2825,63,4474
2020/9/2,1:00,2667,2662,61,4336
2020/9/2,2:00,2588,2587,61,4226
2020/9/2,3:00,2577,2582,60,4227
2020/9/2,4:00,2609,2611,61,4227
2020/9/2,5:00,2675,2671,63,4231
2020/9/2,6:00,2883,2912,66,4327
2020/9/2,7:00,3283,3264,70,4645
2020/9/2,8:00,3791,3797,72,5219
2020/9/2,9:00,4233,4173,76,5534
2020/9/2,10:00,4495,4332,80,5617
2020/9/2,11:00,4673,4463,81,5708
2020/9/2,12:00,4723,4392,82,5703
2020/9/2,13:00,4860,4495,85,5657
2020/9/2,14:00,4806,4508,88,5437
2020/9/2,15:00,4717,4470,88,5321
2020/9/2,16:00,4661,4469,89,5237
2020/9/2,17:00,4478,4298,86,5203
2020/9/2,18:00,4453,4248,86,5177
2020/9/2,19:00,4286,4083,82,5164
2020/9/2,20:00,4050,3846,78,5143
2020/9/2,21:00,3800,3620,74,5099
2020/9/2,22:00,3600,3465,73,4913
2020/9/2,23:00,3381,3235,69,4844

最大使用率(%),時間帯
89,16:00～17:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
6081,11:00～12:00,9/2,17:40,18,84

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
5196,13:00～14:00,9/2,17:40

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
5464,16:00～17:00,9/2,17:40,9,91

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
4997,16:00～17:00,9/2,17:40

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2020/9/2,0:00,2982,0
2020/9/2,0:05,2955,0
2020/9/2,0:10,2948,0
2020/9/2,0:15,2913,0
2020/9/2,0:20,2887,0
2020/9/2,0:25,2858,0
2020/9/2,0:30,2863,0
2020/9/2,0:35,2843,0
2020/9/2,0:40,2821,0
2020/9/2,0:45,2776,0
2020/9/2,0:50,2757,0
2020/9/2,0:55,2725,0
2020/9/2,1:00,2731,0
2020/9/2,1:05,2729,0
2020/9/2,1:10,2730,0
2020/9/2,1:15,2699,0
2020/9/2,1:20,2672,0
2020/9/2,1:25,2652,0
2020/9/2,1:30,2660,0
2020/9/2,1:35,2636,0
2020/9/2,1:40,2639,0
2020/9/2,1:45,2623,0
2020/9/2,1:50,2623,0
2020/9/2,1:55,2611,0
