2016/7/26 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4736,11:00～12:00,7/26,8:30,18,85

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4007,11:00～12:00,7/26,8:30

DATE,TIME,当日実績(万kW),予測値（万kW),使用率(%)
2016/7/26,0:00,2652,0,56
2016/7/26,1:00,2461,0,52
2016/7/26,2:00,2378,0,50
2016/7/26,3:00,2365,0,50
2016/7/26,4:00,2391,0,50
2016/7/26,5:00,2401,0,51
2016/7/26,6:00,2576,0,54
2016/7/26,7:00,2934,0,62
2016/7/26,8:00,3366,0,71
2016/7/26,9:00,3756,0,79
2016/7/26,10:00,3885,0,82
2016/7/26,11:00,3981,0,84
2016/7/26,12:00,3828,0,81
2016/7/26,13:00,3936,0,83
2016/7/26,14:00,3884,0,82
2016/7/26,15:00,3837,0,81
2016/7/26,16:00,3832,0,81
2016/7/26,17:00,3749,0,79
2016/7/26,18:00,3722,0,79
2016/7/26,19:00,3581,0,76
2016/7/26,20:00,3358,0,71
2016/7/26,21:00,3166,0,67
2016/7/26,22:00,3024,0,64
2016/7/26,23:00,0,0,

最大使用率(%),時間帯
84,11:00～12:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4740,16:00～17:00,7/26,17:30,16,86

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4085,16:00～17:00,7/26,17:30

DATE,TIME,当日実績（５分間隔値）(万kW)
2016/7/26,0:00,2763
2016/7/26,0:05,2748
2016/7/26,0:10,2745
2016/7/26,0:15,2703
2016/7/26,0:20,2679
2016/7/26,0:25,2665
2016/7/26,0:30,2635
2016/7/26,0:35,2617
2016/7/26,0:40,2593
2016/7/26,0:45,2584
2016/7/26,0:50,2554
2016/7/26,0:55,2536
2016/7/26,1:00,2538
2016/7/26,1:05,2526
2016/7/26,1:10,2500
2016/7/26,1:15,2492
2016/7/26,1:20,2468
2016/7/26,1:25,2456
2016/7/26,1:30,2445
2016/7/26,1:35,2449
2016/7/26,1:40,2432
2016/7/26,1:45,2416
2016/7/26,1:50,2405
2016/7/26,1:55,2403
2016/7/26,2:00,2390
2016/7/26,2:05,2392
2016/7/26,2:10,2384
2016/7/26,2:15,2374
2016/7/26,2:20,2381
2016/7/26,2:25,2383
2016/7/26,2:30,2376
2016/7/26,2:35,2379
2016/7/26,2:40,2365
2016/7/26,2:45,2378
2016/7/26,2:50,2362
2016/7/26,2:55,2369
2016/7/26,3:00,2362
2016/7/26,3:05,2365
2016/7/26,3:10,2363
2016/7/26,3:15,2360
2016/7/26,3:20,2364
2016/7/26,3:25,2364
2016/7/26,3:30,2364
2016/7/26,3:35,2368
2016/7/26,3:40,2370
2016/7/26,3:45,2361
2016/7/26,3:50,2371
2016/7/26,3:55,2366
2016/7/26,4:00,2386
2016/7/26,4:05,2388
2016/7/26,4:10,2387
2016/7/26,4:15,2389
2016/7/26,4:20,2379
2016/7/26,4:25,2387
2016/7/26,4:30,2400
2016/7/26,4:35,2397
2016/7/26,4:40,2401
2016/7/26,4:45,2393
2016/7/26,4:50,2396
2016/7/26,4:55,2385
2016/7/26,5:00,2394
2016/7/26,5:05,2388
2016/7/26,5:10,2392
2016/7/26,5:15,2396
2016/7/26,5:20,2383
2016/7/26,5:25,2392
2016/7/26,5:30,2389
2016/7/26,5:35,2399
2016/7/26,5:40,2409
2016/7/26,5:45,2417
2016/7/26,5:50,2417
2016/7/26,5:55,2431
2016/7/26,6:00,2448
2016/7/26,6:05,2487
2016/7/26,6:10,2495
2016/7/26,6:15,2513
2016/7/26,6:20,2523
2016/7/26,6:25,2555
2016/7/26,6:30,2579
2016/7/26,6:35,2596
2016/7/26,6:40,2633
2016/7/26,6:45,2665
2016/7/26,6:50,2691
2016/7/26,6:55,2732
2016/7/26,7:00,2744
2016/7/26,7:05,2793
