2018/8/14 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5165,13:00～14:00,8/14,8:30,20,83

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4312,13:00～14:00,8/14,8:30

DATE,TIME,当日実績(万kW),予測値（万kW),使用率(%)
2018/8/14,0:00,2775,2800,53
2018/8/14,1:00,2584,2589,50
2018/8/14,2:00,2486,2496,48
2018/8/14,3:00,2460,2453,47
2018/8/14,4:00,2466,2465,47
2018/8/14,5:00,2486,2492,48
2018/8/14,6:00,2660,2663,51
2018/8/14,7:00,3026,3035,58
2018/8/14,8:00,3485,3507,67
2018/8/14,9:00,3855,3867,74
2018/8/14,10:00,4074,4062,78
2018/8/14,11:00,4197,4204,81
2018/8/14,12:00,4278,4274,82
2018/8/14,13:00,4287,4312,83
2018/8/14,14:00,4271,4213,82
2018/8/14,15:00,4246,4186,82
2018/8/14,16:00,4195,4206,81
2018/8/14,17:00,4118,4120,79
2018/8/14,18:00,4105,4175,79
2018/8/14,19:00,4055,4140,78
2018/8/14,20:00,3874,3944,75
2018/8/14,21:00,3660,3732,70
2018/8/14,22:00,3457,3513,66
2018/8/14,23:00,3212,3233,62

最大使用率(%),時間帯
83,13:00～14:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5376,13:00～14:00,8/14,17:30,25,79

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4390,13:00～14:00,8/14,17:30

DATE,TIME,当日実績（５分間隔値）(万kW)
2018/8/14,0:00,2883
2018/8/14,0:05,2874
2018/8/14,0:10,2847
2018/8/14,0:15,2820
2018/8/14,0:20,2796
2018/8/14,0:25,2779
2018/8/14,0:30,2773
2018/8/14,0:35,2750
2018/8/14,0:40,2723
2018/8/14,0:45,2709
2018/8/14,0:50,2683
2018/8/14,0:55,2657
2018/8/14,1:00,2649
2018/8/14,1:05,2643
2018/8/14,1:10,2638
2018/8/14,1:15,2623
2018/8/14,1:20,2584
2018/8/14,1:25,2572
2018/8/14,1:30,2556
2018/8/14,1:35,2554
2018/8/14,1:40,2551
2018/8/14,1:45,2557
2018/8/14,1:50,2537
2018/8/14,1:55,2540
2018/8/14,2:00,2523
2018/8/14,2:05,2529
2018/8/14,2:10,2508
2018/8/14,2:15,2494
2018/8/14,2:20,2486
2018/8/14,2:25,2482
2018/8/14,2:30,2478
2018/8/14,2:35,2468
2018/8/14,2:40,2459
2018/8/14,2:45,2472
2018/8/14,2:50,2471
2018/8/14,2:55,2463
2018/8/14,3:00,2468
2018/8/14,3:05,2471
2018/8/14,3:10,2455
2018/8/14,3:15,2468
2018/8/14,3:20,2474
2018/8/14,3:25,2461
2018/8/14,3:30,2456
2018/8/14,3:35,2447
2018/8/14,3:40,2444
2018/8/14,3:45,2452
2018/8/14,3:50,2463
2018/8/14,3:55,2467
2018/8/14,4:00,2464
2018/8/14,4:05,2470
2018/8/14,4:10,2449
2018/8/14,4:15,2457
2018/8/14,4:20,2458
2018/8/14,4:25,2472
2018/8/14,4:30,2464
2018/8/14,4:35,2448
2018/8/14,4:40,2474
2018/8/14,4:45,2473
2018/8/14,4:50,2479
2018/8/14,4:55,2481
2018/8/14,5:00,2496
2018/8/14,5:05,2494
2018/8/14,5:10,2502
2018/8/14,5:15,2483
2018/8/14,5:20,2484
2018/8/14,5:25,2472
2018/8/14,5:30,2477
2018/8/14,5:35,2471
2018/8/14,5:40,2473
2018/8/14,5:45,2483
2018/8/14,5:50,2501
2018/8/14,5:55,2495
2018/8/14,6:00,2520
2018/8/14,6:05,2565
2018/8/14,6:10,2606
2018/8/14,6:15,2602
2018/8/14,6:20,2616
2018/8/14,6:25,2639
2018/8/14,6:30,2661
2018/8/14,6:35,2694
2018/8/14,6:40,2716
2018/8/14,6:45,2722
2018/8/14,6:50,2770
2018/8/14,6:55,2806
2018/8/14,7:00,2814
2018/8/14,7:05,2881
2018/8/14,7:10,2933
2018/8/14,7:15,2938
2018/8/14,7:20,2962
2018/8/14,7:25,3029
2018/8/14,7:30,3018
2018/8/14,7:35,3092
2018/8/14,7:40,3121
2018/8/14,7:45,3151
2018/8/14,7:50,3170
2018/8/14,7:55,3202
2018/8/14,8:00,3250
2018/8/14,8:05,3315
2018/8/14,8:10,3357
2018/8/14,8:15,3402
2018/8/14,8:20,3430
2018/8/14,8:25,3455
2018/8/14,8:30,3509
2018/8/14,8:35,3542
2018/8/14,8:40,3583
2018/8/14,8:45,3634
2018/8/14,8:50,3646
2018/8/14,8:55,3693
2018/8/14,9:00,3716
2018/8/14,9:05,3751
2018/8/14,9:10,3791
2018/8/14,9:15,3802
2018/8/14,9:20,3812
2018/8/14,9:25,3851
2018/8/14,9:30,3861
2018/8/14,9:35,3873
2018/8/14,9:40,3899
2018/8/14,9:45,3958
2018/8/14,9:50,3963
2018/8/14,9:55,3991
2018/8/14,10:00,4013
2018/8/14,10:05,4031
2018/8/14,10:10,4028
2018/8/14,10:15,4056
2018/8/14,10:20,4070
2018/8/14,10:25,4086
2018/8/14,10:30,4063
2018/8/14,10:35,4102
2018/8/14,10:40,4080
2018/8/14,10:45,4121
2018/8/14,10:50,4108
2018/8/14,10:55,4136
2018/8/14,11:00,4141
2018/8/14,11:05,4154
2018/8/14,11:10,4156
2018/8/14,11:15,4183
2018/8/14,11:20,4167
2018/8/14,11:25,4205
2018/8/14,11:30,4195
2018/8/14,11:35,4216
2018/8/14,11:40,4214
2018/8/14,11:45,4233
2018/8/14,11:50,4241
2018/8/14,11:55,4260
2018/8/14,12:00,4265
2018/8/14,12:05,4270
2018/8/14,12:10,4280
