2016/6/12 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3644,19:00～20:00,6/12,8:30,16,86

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3140,19:00～20:00,6/12,8:30

DATE,TIME,当日実績(万kW),予測値（万kW),使用率(%)
2016/6/12,0:00,2409,0,66
2016/6/12,1:00,2261,0,62
2016/6/12,2:00,2216,0,61
2016/6/12,3:00,2251,0,62
2016/6/12,4:00,2252,0,62
2016/6/12,5:00,2226,0,61
2016/6/12,6:00,2265,0,62
2016/6/12,7:00,2399,0,66
2016/6/12,8:00,2621,0,72
2016/6/12,9:00,2808,0,77
2016/6/12,10:00,2884,0,79
2016/6/12,11:00,2954,0,81
2016/6/12,12:00,2960,0,81
2016/6/12,13:00,2983,0,82
2016/6/12,14:00,2970,0,82
2016/6/12,15:00,2925,0,80
2016/6/12,16:00,2933,0,80
2016/6/12,17:00,3003,0,82
2016/6/12,18:00,3100,0,85
2016/6/12,19:00,3132,0,86
2016/6/12,20:00,2997,0,82
2016/6/12,21:00,2866,0,79
2016/6/12,22:00,2695,0,74
2016/6/12,23:00,0,0,

最大使用率(%),時間帯
86,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4033,11:00～12:00,6/12,17:30,13,88

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3569,11:00～12:00,6/12,17:30

DATE,TIME,当日実績（５分間隔値）(万kW)
2016/6/12,0:00,2489
2016/6/12,0:05,2494
2016/6/12,0:10,2468
2016/6/12,0:15,2469
2016/6/12,0:20,2447
2016/6/12,0:25,2416
2016/6/12,0:30,2417
2016/6/12,0:35,2380
2016/6/12,0:40,2361
2016/6/12,0:45,2333
2016/6/12,0:50,2327
2016/6/12,0:55,2307
2016/6/12,1:00,2308
2016/6/12,1:05,2295
2016/6/12,1:10,2291
2016/6/12,1:15,2270
2016/6/12,1:20,2245
2016/6/12,1:25,2262
2016/6/12,1:30,2262
2016/6/12,1:35,2255
2016/6/12,1:40,2243
2016/6/12,1:45,2243
2016/6/12,1:50,2236
2016/6/12,1:55,2223
2016/6/12,2:00,2222
2016/6/12,2:05,2218
2016/6/12,2:10,2217
2016/6/12,2:15,2215
2016/6/12,2:20,2211
2016/6/12,2:25,2209
2016/6/12,2:30,2212
2016/6/12,2:35,2206
2016/6/12,2:40,2215
2016/6/12,2:45,2218
2016/6/12,2:50,2232
2016/6/12,2:55,2222
2016/6/12,3:00,2221
2016/6/12,3:05,2240
2016/6/12,3:10,2242
2016/6/12,3:15,2255
2016/6/12,3:20,2243
2016/6/12,3:25,2260
2016/6/12,3:30,2258
2016/6/12,3:35,2252
2016/6/12,3:40,2265
2016/6/12,3:45,2257
2016/6/12,3:50,2270
2016/6/12,3:55,2252
2016/6/12,4:00,2257
2016/6/12,4:05,2268
2016/6/12,4:10,2263
2016/6/12,4:15,2269
2016/6/12,4:20,2267
2016/6/12,4:25,2258
2016/6/12,4:30,2266
2016/6/12,4:35,2261
2016/6/12,4:40,2239
2016/6/12,4:45,2233
