2020/7/19 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1054,17:00～18:00,7月17日,22:58,24,81

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
850,17:00～18:00,7月17日,18:03

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1020,18:00～19:00,7月17日,18:03,22,82

使用率ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
838,18:00～19:00,7月17日,18:03

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/7/18,0:00,672,696,66,1023
2020/7/18,1:00,657,681,65,1009
2020/7/18,2:00,674,691,68,993
2020/7/18,3:00,698,709,71,987
2020/7/18,4:00,703,718,71,989
2020/7/18,5:00,689,710,70,985
2020/7/18,6:00,669,698,62,1083
2020/7/18,7:00,676,716,62,1082
2020/7/18,8:00,729,765,65,1115
2020/7/18,9:00,780,826,70,1112
2020/7/18,10:00,820,839,71,1151
2020/7/18,11:00,795,845,69,1149
2020/7/18,12:00,788,845,66,1194
2020/7/18,13:00,824,841,69,1195
2020/7/18,14:00,819,832,72,1143
2020/7/18,15:00,811,833,73,1108
2020/7/18,16:00,825,842,78,1057
2020/7/18,17:00,827,850,78,1054
2020/7/18,18:00,821,838,80,1020
2020/7/18,19:00,807,827,80,1010
2020/7/18,20:00,769,796,79,976
2020/7/18,21:00,725,751,76,951
2020/7/18,22:00,701,723,72,968
2020/7/18,23:00,676,695,70,963

最大使用率(%),時間帯
80,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
977,18:00～19:00,7月18日,21:43,19,84

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
860,18:00～19:00,7月18日,18:03

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
977,18:00～19:00,7月18日,21:43,19,84

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
820,18:00～19:00,7月18日,18:03

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間隔値)(万kW),風力発電実績(5分間隔値)(万kW)
2020/7/18,0:00,681,0,22
2020/7/18,0:05,687,0,22
2020/7/18,0:10,678,0,22
2020/7/18,0:15,675,0,22
2020/7/18,0:20,683,0,23
2020/7/18,0:25,679,0,22
2020/7/18,0:30,676,0,22
2020/7/18,0:35,670,0,22
2020/7/18,0:40,664,0,22
2020/7/18,0:45,662,0,23
2020/7/18,0:50,661,0,22
2020/7/18,0:55,657,0,23
2020/7/18,1:00,653,0,22
2020/7/18,1:05,665,0,21
2020/7/18,1:10,663,0,21
2020/7/18,1:15,658,0,20
2020/7/18,1:20,650,0,20
2020/7/18,1:25,651,0,20
2020/7/18,1:30,655,0,20
2020/7/18,1:35,659,0,20
2020/7/18,1:40,655,0,20
2020/7/18,1:45,658,0,20
2020/7/18,1:50,655,0,21
2020/7/18,1:55,659,0,20
2020/7/18,2:00,663,0,20
2020/7/18,2:05,663,0,20
2020/7/18,2:10,669,0,19
2020/7/18,2:15,669,0,19
2020/7/18,2:20,668,0,19
2020/7/18,2:25,664,0,19
2020/7/18,2:30,671,0,19
2020/7/18,2:35,678,0,19
2020/7/18,2:40,676,0,19
2020/7/18,2:45,679,0,19
2020/7/18,2:50,685,0,20
2020/7/18,2:55,690,0,20
2020/7/18,3:00,693,0,20
2020/7/18,3:05,694,0,20
2020/7/18,3:10,696,0,20
2020/7/18,3:15,698,0,20
2020/7/18,3:20,699,0,20
2020/7/18,3:25,699,0,20
2020/7/18,3:30,697,0,20
2020/7/18,3:35,695,0,20
2020/7/18,3:40,688,0,20
2020/7/18,3:45,695,0,19
2020/7/18,3:50,702,0,19
2020/7/18,3:55,707,0,19
2020/7/18,4:00,710,0,19
2020/7/18,4:05,704,0,20
2020/7/18,4:10,711,0,20
2020/7/18,4:15,709,0,20
2020/7/18,4:20,706,0,20
2020/7/18,4:25,711,0,21
2020/7/18,4:30,700,0,21
2020/7/18,4:35,697,0,22
2020/7/18,4:40,695,0,22
2020/7/18,4:45,698,0,22
2020/7/18,4:50,702,1,22
2020/7/18,4:55,697,4,22
2020/7/18,5:00,698,6,23
2020/7/18,5:05,701,9,23
2020/7/18,5:10,698,11,23
2020/7/18,5:15,696,15,24
2020/7/18,5:20,697,18,24
2020/7/18,5:25,695,20,24
2020/7/18,5:30,696,22,24
2020/7/18,5:35,692,25,23
2020/7/18,5:40,680,28,23
2020/7/18,5:45,671,31,23
2020/7/18,5:50,679,34,23
2020/7/18,5:55,676,37,23
2020/7/18,6:00,683,39,23
2020/7/18,6:05,680,41,22
2020/7/18,6:10,672,43,22
2020/7/18,6:15,667,45,23
2020/7/18,6:20,671,48,22
2020/7/18,6:25,668,51,22
2020/7/18,6:30,667,53,21
2020/7/18,6:35,669,56,21
2020/7/18,6:40,667,59,20
2020/7/18,6:45,659,63,20
2020/7/18,6:50,667,66,20
2020/7/18,6:55,666,69,21
2020/7/18,7:00,670,72,21
2020/7/18,7:05,681,76,20
2020/7/18,7:10,675,80,20
2020/7/18,7:15,672,84,18
