2020/7/27 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1002,17:00～18:00,7月25日,18:03,18,85

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
850,17:00～18:00,7月25日,18:03

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1002,17:00～18:00,7月25日,18:03,18,85

使用率ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
850,17:00～18:00,7月25日,18:03

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/7/26,0:00,652,675,65,1001
2020/7/26,1:00,633,661,62,1018
2020/7/26,2:00,643,671,62,1043
2020/7/26,3:00,667,691,64,1042
2020/7/26,4:00,674,689,65,1044
2020/7/26,5:00,669,682,64,1047
2020/7/26,6:00,664,677,59,1127
2020/7/26,7:00,679,686,58,1163
2020/7/26,8:00,725,714,61,1191
2020/7/26,9:00,774,766,66,1169
2020/7/26,10:00,819,812,71,1155
2020/7/26,11:00,796,825,69,1158
2020/7/26,12:00,828,832,71,1164
2020/7/26,13:00,848,828,75,1136
2020/7/26,14:00,837,835,76,1103
2020/7/26,15:00,824,827,76,1082
2020/7/26,16:00,843,839,80,1052
2020/7/26,17:00,865,850,86,1002
2020/7/26,18:00,866,835,87,998
2020/7/26,19:00,848,836,85,993
2020/7/26,20:00,809,805,84,967
2020/7/26,21:00,763,762,78,976
2020/7/26,22:00,716,717,71,1003
2020/7/26,23:00,685,691,68,1003

最大使用率(%),時間帯
87,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1259,13:00～14:00,7月26日,18:03,17,86

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1080,13:00～14:00,7月26日,20:18

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1224,11:00～12:00,7月26日,18:03,14,88

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1072,11:00～12:00,7月26日,20:18

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間隔値)(万kW),風力発電実績(5分間隔値)(万kW)
2020/7/26,0:00,666,0,24
2020/7/26,0:05,670,0,24
2020/7/26,0:10,666,0,24
2020/7/26,0:15,663,0,24
2020/7/26,0:20,655,0,23
2020/7/26,0:25,660,0,23
2020/7/26,0:30,661,0,24
2020/7/26,0:35,642,0,23
2020/7/26,0:40,635,0,24
2020/7/26,0:45,638,0,24
2020/7/26,0:50,640,0,23
2020/7/26,0:55,637,0,23
2020/7/26,1:00,638,0,23
2020/7/26,1:05,643,0,23
2020/7/26,1:10,643,0,23
2020/7/26,1:15,639,0,23
2020/7/26,1:20,636,0,23
2020/7/26,1:25,630,0,24
2020/7/26,1:30,631,0,23
2020/7/26,1:35,626,0,23
2020/7/26,1:40,622,0,24
2020/7/26,1:45,631,0,24
2020/7/26,1:50,626,0,24
2020/7/26,1:55,630,0,24
2020/7/26,2:00,632,0,25
2020/7/26,2:05,636,0,25
2020/7/26,2:10,641,0,24
2020/7/26,2:15,643,0,25
2020/7/26,2:20,639,0,25
2020/7/26,2:25,641,0,24
2020/7/26,2:30,637,0,24
2020/7/26,2:35,642,0,24
2020/7/26,2:40,643,0,23
2020/7/26,2:45,647,0,23
2020/7/26,2:50,651,0,23
2020/7/26,2:55,652,0,23
2020/7/26,3:00,651,0,23
2020/7/26,3:05,663,0,23
2020/7/26,3:10,664,0,23
2020/7/26,3:15,665,0,23
2020/7/26,3:20,666,0,22
2020/7/26,3:25,669,0,21
2020/7/26,3:30,670,0,21
2020/7/26,3:35,672,0,22
2020/7/26,3:40,666,0,22
2020/7/26,3:45,671,0,23
2020/7/26,3:50,671,0,23
2020/7/26,3:55,667,0,24
2020/7/26,4:00,676,0,24
2020/7/26,4:05,672,0,23
2020/7/26,4:10,674,0,24
2020/7/26,4:15,672,0,24
2020/7/26,4:20,671,0,24
2020/7/26,4:25,676,0,25
2020/7/26,4:30,673,0,24
2020/7/26,4:35,677,0,24
2020/7/26,4:40,674,0,24
2020/7/26,4:45,670,0,23
2020/7/26,4:50,671,1,23
2020/7/26,4:55,675,3,24
2020/7/26,5:00,679,5,24
2020/7/26,5:05,676,7,25
2020/7/26,5:10,674,9,26
2020/7/26,5:15,675,10,27
2020/7/26,5:20,674,12,26
2020/7/26,5:25,669,15,25
2020/7/26,5:30,674,17,25
2020/7/26,5:35,674,18,24
2020/7/26,5:40,668,19,25
2020/7/26,5:45,657,21,25
2020/7/26,5:50,652,23,27
2020/7/26,5:55,661,26,27
2020/7/26,6:00,668,28,27
2020/7/26,6:05,666,29,25
2020/7/26,6:10,659,28,26
2020/7/26,6:15,664,27,25
2020/7/26,6:20,661,28,25
2020/7/26,6:25,663,31,25
2020/7/26,6:30,666,33,25
2020/7/26,6:35,666,34,24
2020/7/26,6:40,669,35,25
2020/7/26,6:45,663,35,26
2020/7/26,6:50,664,37,25
2020/7/26,6:55,664,40,25
2020/7/26,7:00,665,42,24
2020/7/26,7:05,668,44,23
2020/7/26,7:10,674,46,23
2020/7/26,7:15,674,48,23
2020/7/26,7:20,672,51,23
2020/7/26,7:25,679,55,22
2020/7/26,7:30,680,58,22
2020/7/26,7:35,686,59,23
2020/7/26,7:40,679,60,22
2020/7/26,7:45,681,61,22
2020/7/26,7:50,678,64,23
2020/7/26,7:55,691,68,24
2020/7/26,8:00,696,72,23
2020/7/26,8:05,696,77,23
2020/7/26,8:10,688,83,23
2020/7/26,8:15,712,89,23
2020/7/26,8:20,717,94,24
2020/7/26,8:25,727,98,23
2020/7/26,8:30,729,101,23
2020/7/26,8:35,731,104,23
2020/7/26,8:40,735,108,23
2020/7/26,8:45,737,109,23
2020/7/26,8:50,743,111,23
