2020/5/23 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1130,10:00～11:00,5月22日,6:17,23,81

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
920,10:00～11:00,5月22日,6:17

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1072,16:00～17:00,5月22日,14:43,20,83

使用率ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
895,16:00～17:00,5月22日,14:43

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/5/22,0:00,691,698,74,928
2020/5/22,1:00,702,706,76,927
2020/5/22,2:00,729,731,77,944
2020/5/22,3:00,751,755,79,947
2020/5/22,4:00,765,769,80,953
2020/5/22,5:00,778,788,79,979
2020/5/22,6:00,773,797,77,999
2020/5/22,7:00,786,810,77,1027
2020/5/22,8:00,853,877,79,1081
2020/5/22,9:00,899,912,80,1129
2020/5/22,10:00,894,920,78,1143
2020/5/22,11:00,896,919,80,1119
2020/5/22,12:00,864,880,79,1095
2020/5/22,13:00,884,917,80,1104
2020/5/22,14:00,864,918,80,1084
2020/5/22,15:00,870,872,81,1073
2020/5/22,16:00,882,895,82,1072
2020/5/22,17:00,853,880,80,1064
2020/5/22,18:00,843,860,81,1045
2020/5/22,19:00,831,853,81,1028
2020/5/22,20:00,793,813,79,1006
2020/5/22,21:00,747,768,77,966
2020/5/22,22:00,739,756,78,949
2020/5/22,23:00,716,728,75,950

最大使用率(%),時間帯
82,16:00～17:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
964,18:00～19:00,5月22日,18:03,19,84

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
807,18:00～19:00,5月22日,18:03

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
964,18:00～19:00,5月22日,18:03,19,84

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
810,18:00～19:00,5月22日,18:03

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間隔値)(万kW),風力発電実績(5分間隔値)(万kW)
2020/5/22,0:00,703,0,28
2020/5/22,0:05,701,0,27
2020/5/22,0:10,699,0,28
2020/5/22,0:15,699,0,29
2020/5/22,0:20,690,0,29
2020/5/22,0:25,691,0,30
2020/5/22,0:30,685,0,30
2020/5/22,0:35,692,0,31
2020/5/22,0:40,688,0,32
2020/5/22,0:45,689,0,33
2020/5/22,0:50,688,0,33
2020/5/22,0:55,682,0,33
2020/5/22,1:00,684,0,34
2020/5/22,1:05,695,0,34
2020/5/22,1:10,699,0,34
2020/5/22,1:15,699,0,35
2020/5/22,1:20,699,0,35
2020/5/22,1:25,698,0,35
2020/5/22,1:30,703,0,36
2020/5/22,1:35,707,0,36
2020/5/22,1:40,704,0,36
2020/5/22,1:45,709,0,36
2020/5/22,1:50,708,0,36
2020/5/22,1:55,706,0,36
2020/5/22,2:00,711,0,36
2020/5/22,2:05,714,0,37
2020/5/22,2:10,720,0,37
2020/5/22,2:15,724,0,37
2020/5/22,2:20,725,0,37
2020/5/22,2:25,725,0,37
2020/5/22,2:30,726,0,37
2020/5/22,2:35,733,0,37
2020/5/22,2:40,738,0,37
2020/5/22,2:45,735,0,37
2020/5/22,2:50,739,0,37
2020/5/22,2:55,741,0,38
2020/5/22,3:00,739,0,37
2020/5/22,3:05,744,0,36
2020/5/22,3:10,742,0,36
2020/5/22,3:15,751,0,35
2020/5/22,3:20,753,0,35
2020/5/22,3:25,753,0,35
2020/5/22,3:30,749,0,35
2020/5/22,3:35,752,0,35
2020/5/22,3:40,756,0,35
2020/5/22,3:45,757,0,35
2020/5/22,3:50,752,0,36
2020/5/22,3:55,756,0,36
2020/5/22,4:00,756,0,36
2020/5/22,4:05,758,0,36
2020/5/22,4:10,763,0,36
2020/5/22,4:15,763,0,35
2020/5/22,4:20,768,0,35
2020/5/22,4:25,767,0,36
2020/5/22,4:30,764,0,36
2020/5/22,4:35,762,0,37
2020/5/22,4:40,768,0,37
2020/5/22,4:45,768,1,37
2020/5/22,4:50,770,3,37
2020/5/22,4:55,768,5,36
2020/5/22,5:00,770,8,36
2020/5/22,5:05,775,11,36
2020/5/22,5:10,775,13,36
2020/5/22,5:15,784,16,36
2020/5/22,5:20,784,19,36
2020/5/22,5:25,784,22,36
2020/5/22,5:30,781,24,37
2020/5/22,5:35,779,26,36
2020/5/22,5:40,776,28,35
2020/5/22,5:45,777,31,35
2020/5/22,5:50,779,34,36
2020/5/22,5:55,776,37,35
2020/5/22,6:00,771,39,36
2020/5/22,6:05,775,39,35
2020/5/22,6:10,776,39,35
2020/5/22,6:15,776,40,35
2020/5/22,6:20,773,43,35
2020/5/22,6:25,776,46,35
2020/5/22,6:30,770,49,34
2020/5/22,6:35,772,51,34
2020/5/22,6:40,778,53,34
2020/5/22,6:45,768,54,34
2020/5/22,6:50,772,57,34
2020/5/22,6:55,772,60,34
2020/5/22,7:00,775,64,34
2020/5/22,7:05,772,68,34
2020/5/22,7:10,779,73,34
2020/5/22,7:15,781,77,34
2020/5/22,7:20,777,82,35
2020/5/22,7:25,786,86,34
2020/5/22,7:30,780,87,34
2020/5/22,7:35,791,89,35
2020/5/22,7:40,790,91,35
2020/5/22,7:45,798,93,34
2020/5/22,7:50,791,96,33
2020/5/22,7:55,796,99,33
2020/5/22,8:00,806,102,34
2020/5/22,8:05,811,104,33
2020/5/22,8:10,814,107,33
2020/5/22,8:15,826,109,33
2020/5/22,8:20,835,113,33
2020/5/22,8:25,847,117,33
2020/5/22,8:30,856,123,33
2020/5/22,8:35,866,128,33
2020/5/22,8:40,875,133,33
2020/5/22,8:45,880,140,33
2020/5/22,8:50,887,145,33
2020/5/22,8:55,891,150,32
2020/5/22,9:00,896,154,31
2020/5/22,9:05,899,161,31
2020/5/22,9:10,903,166,31
2020/5/22,9:15,901,167,31
2020/5/22,9:20,898,169,31
2020/5/22,9:25,900,173,30
2020/5/22,9:30,905,174,30
2020/5/22,9:35,901,174,30
2020/5/22,9:40,903,173,29
2020/5/22,9:45,897,173,28
2020/5/22,9:50,891,173,27
2020/5/22,9:55,900,177,27
2020/5/22,10:00,895,182,26
2020/5/22,10:05,890,186,26
2020/5/22,10:10,893,190,26
2020/5/22,10:15,894,196,26
2020/5/22,10:20,901,201,26
2020/5/22,10:25,899,205,26
2020/5/22,10:30,897,204,26
2020/5/22,10:35,893,205,27
2020/5/22,10:40,894,204,26
2020/5/22,10:45,890,203,27
2020/5/22,10:50,890,203,26
2020/5/22,10:55,891,201,27
2020/5/22,11:00,893,200,27
2020/5/22,11:05,889,202,27
2020/5/22,11:10,892,202,27
2020/5/22,11:15,890,202,27
2020/5/22,11:20,890,204,27
2020/5/22,11:25,896,204,27
2020/5/22,11:30,896,202,26
2020/5/22,11:35,899,204,26
2020/5/22,11:40,904,208,26
2020/5/22,11:45,897,213,25
2020/5/22,11:50,903,214,25
2020/5/22,11:55,905,211,25
2020/5/22,12:00,895,212,26
2020/5/22,12:05,880,215,26
2020/5/22,12:10,881,218,26
2020/5/22,12:15,874,221,26
2020/5/22,12:20,871,220,26
2020/5/22,12:25,863,221,25
2020/5/22,12:30,856,218,25
2020/5/22,12:35,854,211,25
2020/5/22,12:40,858,205,25
2020/5/22,12:45,847,196,25
2020/5/22,12:50,847,192,26
2020/5/22,12:55,861,192,26
2020/5/22,13:00,864,193,26
2020/5/22,13:05,878,193,25
2020/5/22,13:10,889,193,24
2020/5/22,13:15,890,193,24
2020/5/22,13:20,895,193,24
2020/5/22,13:25,889,191,24
2020/5/22,13:30,882,186,24
2020/5/22,13:35,890,180,24
2020/5/22,13:40,890,174,24
2020/5/22,13:45,883,171,23
2020/5/22,13:50,873,173,23
2020/5/22,13:55,877,173,23
2020/5/22,14:00,868,170,23
2020/5/22,14:05,868,166,23
2020/5/22,14:10,858,165,23
2020/5/22,14:15,861,161,22
2020/5/22,14:20,865,155,22
2020/5/22,14:25,860,154,22
2020/5/22,14:30,860,150,22
2020/5/22,14:35,857,149,21
2020/5/22,14:40,865,150,21
2020/5/22,14:45,870,146,21
2020/5/22,14:50,866,143,20
2020/5/22,14:55,868,140,20
2020/5/22,15:00,861,140,20
2020/5/22,15:05,857,139,20
2020/5/22,15:10,860,137,19
2020/5/22,15:15,865,134,19
2020/5/22,15:20,869,133,20
2020/5/22,15:25,871,130,20
2020/5/22,15:30,867,129,19
2020/5/22,15:35,868,125,19
2020/5/22,15:40,878,119,19
2020/5/22,15:45,883,115,19
2020/5/22,15:50,869,114,19
2020/5/22,15:55,884,113,18
2020/5/22,16:00,877,109,18
2020/5/22,16:05,878,104,19
2020/5/22,16:10,875,100,19
2020/5/22,16:15,879,96,19
2020/5/22,16:20,885,91,18
2020/5/22,16:25,880,87,18
2020/5/22,16:30,883,83,17
2020/5/22,16:35,880,80,17
2020/5/22,16:40,886,78,17
2020/5/22,16:45,887,76,16
2020/5/22,16:50,882,74,16
2020/5/22,16:55,883,69,17
2020/5/22,17:00,880,65,17
2020/5/22,17:05,865,61,17
2020/5/22,17:10,861,56,16
2020/5/22,17:15,855,51,16
2020/5/22,17:20,859,46,16
2020/5/22,17:25,856,42,17
2020/5/22,17:30,849,37,17
2020/5/22,17:35,849,32,17
2020/5/22,17:40,848,27,17
2020/5/22,17:45,848,22,17
2020/5/22,17:50,843,19,17
2020/5/22,17:55,844,16,18
2020/5/22,18:00,844,14,17
2020/5/22,18:05,842,11,18
2020/5/22,18:10,836,8,18
2020/5/22,18:15,838,6,18
2020/5/22,18:20,843,4,18
2020/5/22,18:25,840,3,17
2020/5/22,18:30,839,2,17
2020/5/22,18:35,841,1,17
2020/5/22,18:40,846,1,17
2020/5/22,18:45,849,0,17
2020/5/22,18:50,850,0,18
2020/5/22,18:55,851,0,18
2020/5/22,19:00,850,0,18
2020/5/22,19:05,849,0,18
2020/5/22,19:10,837,0,18
2020/5/22,19:15,841,0,18
2020/5/22,19:20,838,0,18
2020/5/22,19:25,837,0,18
2020/5/22,19:30,823,0,18
2020/5/22,19:35,832,0,18
2020/5/22,19:40,824,0,17
2020/5/22,19:45,824,0,17
2020/5/22,19:50,815,0,18
2020/5/22,19:55,819,0,18
2020/5/22,20:00,814,0,19
2020/5/22,20:05,810,0,19
2020/5/22,20:10,803,0,20
2020/5/22,20:15,804,0,20
2020/5/22,20:20,798,0,20
2020/5/22,20:25,795,0,20
2020/5/22,20:30,789,0,20
2020/5/22,20:35,789,0,20
2020/5/22,20:40,784,0,20
2020/5/22,20:45,785,0,20
2020/5/22,20:50,776,0,19
2020/5/22,20:55,780,0,20
2020/5/22,21:00,779,0,19
2020/5/22,21:05,769,0,19
2020/5/22,21:10,763,0,19
2020/5/22,21:15,761,0,19
2020/5/22,21:20,756,0,19
2020/5/22,21:25,752,0,18
2020/5/22,21:30,746,0,18
2020/5/22,21:35,738,0,18
2020/5/22,21:40,740,0,19
2020/5/22,21:45,733,0,19
2020/5/22,21:50,731,0,19
2020/5/22,21:55,728,0,20
2020/5/22,22:00,724,0,20
2020/5/22,22:05,752,0,21
2020/5/22,22:10,750,0,20
2020/5/22,22:15,747,0,20
2020/5/22,22:20,743,0,20
2020/5/22,22:25,741,0,20
2020/5/22,22:30,742,0,19
2020/5/22,22:35,739,0,19
2020/5/22,22:40,735,0,19
2020/5/22,22:45,736,0,19
2020/5/22,22:50,730,0,19
2020/5/22,22:55,729,0,19
2020/5/22,23:00,724,0,19
2020/5/22,23:05,727,0,19
2020/5/22,23:10,729,0,19
2020/5/22,23:15,728,0,19
2020/5/22,23:20,720,0,19
2020/5/22,23:25,723,0,19
2020/5/22,23:30,713,0,19
2020/5/22,23:35,712,0,19
2020/5/22,23:40,713,0,20
2020/5/22,23:45,709,0,20
2020/5/22,23:50,712,0,21
2020/5/22,23:55,698,0,21
