2020/10/14 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1076,17:00～18:00,10月13日,6:42,11,90

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
970,17:00～18:00,10月13日,6:37

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1076,17:00～18:00,10月13日,6:37,11,90

使用率ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
970,17:00～18:00,10月13日,6:37

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/10/13,0:00,711,705,75,950
2020/10/13,1:00,705,708,73,964
2020/10/13,2:00,721,727,75,967
2020/10/13,3:00,747,753,77,969
2020/10/13,4:00,764,765,79,971
2020/10/13,5:00,764,767,79,970
2020/10/13,6:00,770,770,77,998
2020/10/13,7:00,797,784,78,1020
2020/10/13,8:00,868,848,79,1100
2020/10/13,9:00,884,907,80,1110
2020/10/13,10:00,917,929,80,1144
2020/10/13,11:00,947,940,82,1160
2020/10/13,12:00,898,890,78,1148
2020/10/13,13:00,922,928,81,1140
2020/10/13,14:00,923,940,85,1087
2020/10/13,15:00,902,943,88,1023
2020/10/13,16:00,913,963,87,1054
2020/10/13,17:00,927,970,86,1073
2020/10/13,18:00,904,941,88,1028
2020/10/13,19:00,861,887,86,1002
2020/10/13,20:00,816,844,83,987
2020/10/13,21:00,774,800,79,977
2020/10/13,22:00,764,782,79,968
2020/10/13,23:00,736,756,77,960

最大使用率(%),時間帯
88,15:00～16:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1063,17:00～18:00,10月13日,18:02,11,90

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
959,17:00～18:00,10月13日,18:02

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1063,17:00～18:00,10月13日,18:02,11,90

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
959,17:00～18:00,10月13日,18:02

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間隔値)(万kW),風力発電実績(5分間隔値)(万kW)
2020/10/13,0:00,728,0,41
2020/10/13,0:05,720,0,41
2020/10/13,0:10,725,0,41
2020/10/13,0:15,714,0,42
2020/10/13,0:20,714,0,41
2020/10/13,0:25,715,0,43
2020/10/13,0:30,710,0,46
2020/10/13,0:35,710,0,50
2020/10/13,0:40,704,0,51
2020/10/13,0:45,706,0,52
2020/10/13,0:50,698,0,52
2020/10/13,0:55,704,0,49
2020/10/13,1:00,702,0,48
2020/10/13,1:05,714,0,47
2020/10/13,1:10,702,0,46
2020/10/13,1:15,704,0,48
2020/10/13,1:20,702,0,49
2020/10/13,1:25,705,0,54
2020/10/13,1:30,703,0,56
2020/10/13,1:35,705,0,55
2020/10/13,1:40,706,0,56
2020/10/13,1:45,706,0,56
2020/10/13,1:50,707,0,54
2020/10/13,1:55,700,0,56
2020/10/13,2:00,706,0,53
2020/10/13,2:05,710,0,51
2020/10/13,2:10,711,0,50
2020/10/13,2:15,711,0,50
2020/10/13,2:20,715,0,49
2020/10/13,2:25,715,0,48
2020/10/13,2:30,719,0,47
2020/10/13,2:35,727,0,48
2020/10/13,2:40,726,0,49
2020/10/13,2:45,732,0,49
2020/10/13,2:50,732,0,48
2020/10/13,2:55,738,0,46
2020/10/13,3:00,732,0,45
2020/10/13,3:05,743,0,45
2020/10/13,3:10,734,0,43
2020/10/13,3:15,740,0,44
2020/10/13,3:20,747,0,43
2020/10/13,3:25,750,0,43
2020/10/13,3:30,746,0,43
2020/10/13,3:35,752,0,42
2020/10/13,3:40,751,0,42
2020/10/13,3:45,752,0,44
2020/10/13,3:50,751,0,43
2020/10/13,3:55,754,0,43
2020/10/13,4:00,757,0,41
2020/10/13,4:05,761,0,39
2020/10/13,4:10,762,0,40
2020/10/13,4:15,755,0,39
2020/10/13,4:20,757,0,39
2020/10/13,4:25,763,0,39
2020/10/13,4:30,766,0,38
2020/10/13,4:35,766,0,37
2020/10/13,4:40,767,0,37
2020/10/13,4:45,769,0,36
2020/10/13,4:50,770,0,35
2020/10/13,4:55,767,0,35
2020/10/13,5:00,766,0,35
2020/10/13,5:05,772,0,35
2020/10/13,5:10,764,0,35
2020/10/13,5:15,763,0,34
2020/10/13,5:20,763,0,34
2020/10/13,5:25,760,0,35
2020/10/13,5:30,766,0,34
2020/10/13,5:35,768,0,33
2020/10/13,5:40,760,0,33
2020/10/13,5:45,760,0,33
2020/10/13,5:50,762,1,32
2020/10/13,5:55,761,2,30
2020/10/13,6:00,763,4,30
