2020/9/22 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
990,18:00～19:00,9月20日,20:22,13,89

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
876,18:00～19:00,9月20日,18:02

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
990,18:00～19:00,9月20日,20:22,13,89

使用率ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
880,18:00～19:00,9月20日,20:22

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/9/21,0:00,631,631,69,910
2020/9/21,1:00,622,622,69,906
2020/9/21,2:00,633,631,70,903
2020/9/21,3:00,662,645,73,903
2020/9/21,4:00,680,654,75,906
2020/9/21,5:00,678,653,74,913
2020/9/21,6:00,683,647,75,915
2020/9/21,7:00,701,672,74,945
2020/9/21,8:00,738,720,73,1008
2020/9/21,9:00,766,784,72,1062
2020/9/21,10:00,804,815,71,1125
2020/9/21,11:00,803,822,72,1121
2020/9/21,12:00,798,817,71,1128
2020/9/21,13:00,794,813,71,1124
2020/9/21,14:00,786,808,73,1082
2020/9/21,15:00,789,815,74,1061
2020/9/21,16:00,810,842,79,1019
2020/9/21,17:00,838,868,85,988
2020/9/21,18:00,855,876,86,990
2020/9/21,19:00,831,841,87,960
2020/9/21,20:00,792,798,85,931
2020/9/21,21:00,750,744,80,936
2020/9/21,22:00,708,691,76,927
2020/9/21,23:00,678,665,74,920

最大使用率(%),時間帯
87,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1005,18:00～19:00,9月21日,22:02,14,88

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
880,18:00～19:00,9月21日,22:02

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1005,18:00～19:00,9月21日,22:02,14,88

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
880,18:00～19:00,9月21日,22:02

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間隔値)(万kW),風力発電実績(5分間隔値)(万kW)
2020/9/21,0:00,649,0,13
2020/9/21,0:05,649,0,14
2020/9/21,0:10,642,0,15
2020/9/21,0:15,638,0,16
2020/9/21,0:20,636,0,16
2020/9/21,0:25,631,0,14
2020/9/21,0:30,625,0,12
2020/9/21,0:35,627,0,11
2020/9/21,0:40,624,0,11
2020/9/21,0:45,620,0,9
2020/9/21,0:50,621,0,9
2020/9/21,0:55,621,0,8
2020/9/21,1:00,618,0,8
2020/9/21,1:05,631,0,9
2020/9/21,1:10,629,0,10
2020/9/21,1:15,623,0,11
2020/9/21,1:20,624,0,12
2020/9/21,1:25,617,0,13
2020/9/21,1:30,617,0,12
2020/9/21,1:35,619,0,12
2020/9/21,1:40,619,0,11
2020/9/21,1:45,622,0,11
2020/9/21,1:50,616,0,11
2020/9/21,1:55,621,0,10
2020/9/21,2:00,623,0,10
2020/9/21,2:05,619,0,10
2020/9/21,2:10,622,0,11
2020/9/21,2:15,629,0,11
2020/9/21,2:20,633,0,11
2020/9/21,2:25,630,0,11
2020/9/21,2:30,632,0,11
2020/9/21,2:35,631,0,12
2020/9/21,2:40,635,0,12
2020/9/21,2:45,642,0,12
2020/9/21,2:50,641,0,12
2020/9/21,2:55,646,0,14
2020/9/21,3:00,646,0,14
2020/9/21,3:05,652,0,14
2020/9/21,3:10,651,0,14
2020/9/21,3:15,656,0,13
2020/9/21,3:20,661,0,13
2020/9/21,3:25,662,0,13
2020/9/21,3:30,662,0,13
2020/9/21,3:35,667,0,13
2020/9/21,3:40,668,0,13
2020/9/21,3:45,666,0,13
2020/9/21,3:50,669,0,13
2020/9/21,3:55,674,0,13
2020/9/21,4:00,673,0,12
2020/9/21,4:05,676,0,12
2020/9/21,4:10,677,0,12
2020/9/21,4:15,678,0,12
2020/9/21,4:20,682,0,12
2020/9/21,4:25,674,0,11
2020/9/21,4:30,678,0,11
2020/9/21,4:35,676,0,10
2020/9/21,4:40,685,0,9
2020/9/21,4:45,685,0,10
2020/9/21,4:50,686,0,10
2020/9/21,4:55,681,0,11
2020/9/21,5:00,685,0,11
2020/9/21,5:05,690,0,13
2020/9/21,5:10,683,0,12
2020/9/21,5:15,684,0,14
2020/9/21,5:20,683,0,13
2020/9/21,5:25,678,1,14
2020/9/21,5:30,679,1,14
2020/9/21,5:35,675,2,15
2020/9/21,5:40,677,2,14
2020/9/21,5:45,667,3,15
2020/9/21,5:50,671,5,15
2020/9/21,5:55,671,7,15
2020/9/21,6:00,674,10,17
2020/9/21,6:05,680,13,17
2020/9/21,6:10,683,16,18
2020/9/21,6:15,684,19,17
2020/9/21,6:20,680,23,16
2020/9/21,6:25,681,27,15
2020/9/21,6:30,672,30,14
2020/9/21,6:35,689,33,13
2020/9/21,6:40,690,35,12
2020/9/21,6:45,681,37,12
2020/9/21,6:50,688,41,12
2020/9/21,6:55,690,45,12
2020/9/21,7:00,692,47,12
2020/9/21,7:05,693,49,11
2020/9/21,7:10,695,52,10
2020/9/21,7:15,689,55,8
2020/9/21,7:20,694,58,8
2020/9/21,7:25,702,62,7
2020/9/21,7:30,700,65,7
2020/9/21,7:35,705,72,6
2020/9/21,7:40,703,77,6
2020/9/21,7:45,711,81,6
2020/9/21,7:50,707,87,6
2020/9/21,7:55,713,92,5
2020/9/21,8:00,725,100,4
2020/9/21,8:05,727,110,4
2020/9/21,8:10,719,118,4
2020/9/21,8:15,729,124,4
2020/9/21,8:20,736,134,5
2020/9/21,8:25,744,139,5
2020/9/21,8:30,744,144,4
2020/9/21,8:35,745,145,3
2020/9/21,8:40,746,147,4
2020/9/21,8:45,741,151,4
2020/9/21,8:50,737,160,4
2020/9/21,8:55,745,166,4
2020/9/21,9:00,751,176,4
2020/9/21,9:05,761,183,4
2020/9/21,9:10,762,195,3
2020/9/21,9:15,758,201,3
2020/9/21,9:20,754,209,3
2020/9/21,9:25,755,215,3
2020/9/21,9:30,765,225,3
2020/9/21,9:35,770,230,3
2020/9/21,9:40,772,232,4
2020/9/21,9:45,771,236,4
2020/9/21,9:50,769,246,4
2020/9/21,9:55,781,256,4
2020/9/21,10:00,784,268,4
2020/9/21,10:05,790,273,4
2020/9/21,10:10,797,283,4
2020/9/21,10:15,801,301,3
2020/9/21,10:20,809,304,4
2020/9/21,10:25,802,305,4
2020/9/21,10:30,798,302,4
2020/9/21,10:35,804,309,4
2020/9/21,10:40,811,317,4
2020/9/21,10:45,814,317,4
2020/9/21,10:50,811,320,4
2020/9/21,10:55,815,323,4
2020/9/21,11:00,808,325,4
2020/9/21,11:05,810,326,4
2020/9/21,11:10,808,329,4
2020/9/21,11:15,803,330,4
2020/9/21,11:20,799,331,4
2020/9/21,11:25,807,331,3
2020/9/21,11:30,805,327,4
2020/9/21,11:35,799,319,4
2020/9/21,11:40,798,312,4
2020/9/21,11:45,795,315,4
2020/9/21,11:50,792,317,4
2020/9/21,11:55,809,316,5
2020/9/21,12:00,804,311,6
2020/9/21,12:05,809,308,7
2020/9/21,12:10,805,308,8
2020/9/21,12:15,800,310,7
2020/9/21,12:20,803,305,7
2020/9/21,12:25,805,306,7
2020/9/21,12:30,794,298,8
2020/9/21,12:35,789,299,8
2020/9/21,12:40,793,293,8
2020/9/21,12:45,797,292,8
2020/9/21,12:50,798,287,8
2020/9/21,12:55,794,286,8
2020/9/21,13:00,782,283,8
2020/9/21,13:05,788,282,7
2020/9/21,13:10,804,276,7
2020/9/21,13:15,796,271,7
2020/9/21,13:20,796,268,7
2020/9/21,13:25,800,267,8
2020/9/21,13:30,793,268,7
2020/9/21,13:35,799,263,8
2020/9/21,13:40,797,255,8
2020/9/21,13:45,797,247,8
2020/9/21,13:50,788,240,8
2020/9/21,13:55,789,240,9
2020/9/21,14:00,782,238,9
2020/9/21,14:05,782,240,9
2020/9/21,14:10,790,239,9
2020/9/21,14:15,792,237,9
2020/9/21,14:20,788,237,9
2020/9/21,14:25,782,233,9
2020/9/21,14:30,782,230,10
2020/9/21,14:35,780,224,9
2020/9/21,14:40,788,217,9
2020/9/21,14:45,790,210,8
2020/9/21,14:50,783,209,8
2020/9/21,14:55,791,200,7
2020/9/21,15:00,780,195,6
2020/9/21,15:05,782,194,6
2020/9/21,15:10,788,188,7
2020/9/21,15:15,789,185,8
2020/9/21,15:20,788,177,8
2020/9/21,15:25,787,169,8
2020/9/21,15:30,778,161,8
2020/9/21,15:35,791,151,7
2020/9/21,15:40,797,137,7
2020/9/21,15:45,797,125,7
2020/9/21,15:50,789,116,7
2020/9/21,15:55,798,108,6
2020/9/21,16:00,792,101,6
2020/9/21,16:05,802,93,6
2020/9/21,16:10,812,86,6
2020/9/21,16:15,805,79,6
2020/9/21,16:20,810,72,6
2020/9/21,16:25,805,64,6
2020/9/21,16:30,806,57,6
2020/9/21,16:35,809,50,6
2020/9/21,16:40,819,42,6
2020/9/21,16:45,816,34,5
2020/9/21,16:50,813,29,5
2020/9/21,16:55,816,24,6
2020/9/21,17:00,819,20,6
2020/9/21,17:05,823,16,7
2020/9/21,17:10,821,12,7
2020/9/21,17:15,825,9,7
2020/9/21,17:20,833,7,7
