2020/6/19 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1176,14:00～15:00,6月17日,18:03,18,85

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1000,14:00～15:00,6月18日,5:17

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1051,17:00～18:00,6月18日,5:17,14,88

使用率ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
924,17:00～18:00,6月18日,5:17

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/6/18,0:00,682,685,73,931
2020/6/18,1:00,671,680,71,950
2020/6/18,2:00,686,703,71,973
2020/6/18,3:00,716,725,74,972
2020/6/18,4:00,725,736,74,980
2020/6/18,5:00,727,740,71,1026
2020/6/18,6:00,734,736,68,1081
2020/6/18,7:00,742,750,67,1102
2020/6/18,8:00,846,842,72,1169
2020/6/18,9:00,953,921,78,1225
2020/6/18,10:00,993,971,79,1259
2020/6/18,11:00,1013,998,80,1272
2020/6/18,12:00,950,960,77,1236
2020/6/18,13:00,980,995,80,1220
2020/6/18,14:00,976,1000,83,1176
2020/6/18,15:00,982,988,87,1133
2020/6/18,16:00,981,967,88,1119
2020/6/18,17:00,925,924,88,1051
2020/6/18,18:00,891,870,86,1036
2020/6/18,19:00,872,861,85,1022
2020/6/18,20:00,828,826,84,982
2020/6/18,21:00,779,779,84,928
2020/6/18,22:00,762,757,83,918
2020/6/18,23:00,730,727,78,935

最大使用率(%),時間帯
88,16:00～17:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1142,11:00～12:00,6月18日,18:08,14,88

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
960,11:00～12:00,6月18日,18:08

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1132,15:00～16:00,6月18日,18:08,14,88

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
993,15:00～16:00,6月18日,18:08

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間隔値)(万kW),風力発電実績(5分間隔値)(万kW)
2020/6/18,0:00,696,0,5
2020/6/18,0:05,695,0,5
2020/6/18,0:10,694,0,5
2020/6/18,0:15,691,0,5
2020/6/18,0:20,686,0,5
2020/6/18,0:25,683,0,6
2020/6/18,0:30,680,0,6
2020/6/18,0:35,676,0,6
2020/6/18,0:40,678,0,7
2020/6/18,0:45,676,0,7
2020/6/18,0:50,673,0,7
2020/6/18,0:55,672,0,7
2020/6/18,1:00,671,0,7
2020/6/18,1:05,665,0,7
2020/6/18,1:10,674,0,7
2020/6/18,1:15,673,0,7
2020/6/18,1:20,670,0,7
2020/6/18,1:25,670,0,7
2020/6/18,1:30,672,0,6
2020/6/18,1:35,673,0,6
2020/6/18,1:40,670,0,6
2020/6/18,1:45,669,0,7
2020/6/18,1:50,671,0,7
2020/6/18,1:55,673,0,7
2020/6/18,2:00,673,0,7
2020/6/18,2:05,674,0,7
2020/6/18,2:10,675,0,8
2020/6/18,2:15,675,0,8
2020/6/18,2:20,679,0,9
2020/6/18,2:25,686,0,9
2020/6/18,2:30,686,0,9
2020/6/18,2:35,689,0,9
2020/6/18,2:40,690,0,8
2020/6/18,2:45,696,0,8
2020/6/18,2:50,694,0,8
2020/6/18,2:55,695,0,8
2020/6/18,3:00,705,0,8
2020/6/18,3:05,707,0,9
2020/6/18,3:10,708,0,9
2020/6/18,3:15,705,0,9
2020/6/18,3:20,714,0,9
2020/6/18,3:25,718,0,9
2020/6/18,3:30,716,0,9
2020/6/18,3:35,720,0,9
2020/6/18,3:40,721,0,9
2020/6/18,3:45,724,0,10
2020/6/18,3:50,722,0,10
2020/6/18,3:55,723,0,10
2020/6/18,4:00,722,0,11
2020/6/18,4:05,721,0,11
2020/6/18,4:10,725,0,11
2020/6/18,4:15,726,0,12
2020/6/18,4:20,728,0,12
2020/6/18,4:25,723,2,13
2020/6/18,4:30,727,3,13
2020/6/18,4:35,726,5,12
2020/6/18,4:40,729,7,13
2020/6/18,4:45,724,9,13
2020/6/18,4:50,726,12,13
2020/6/18,4:55,719,16,13
2020/6/18,5:00,727,20,13
2020/6/18,5:05,731,25,14
2020/6/18,5:10,733,31,13
2020/6/18,5:15,727,36,13
2020/6/18,5:20,730,41,12
2020/6/18,5:25,726,46,11
2020/6/18,5:30,726,52,11
2020/6/18,5:35,730,60,10
2020/6/18,5:40,726,69,10
2020/6/18,5:45,726,78,10
2020/6/18,5:50,726,85,9
2020/6/18,5:55,721,92,9
2020/6/18,6:00,729,98,9
2020/6/18,6:05,725,106,9
2020/6/18,6:10,736,113,8
2020/6/18,6:15,735,122,8
2020/6/18,6:20,732,129,8
2020/6/18,6:25,731,136,8
2020/6/18,6:30,730,145,8
2020/6/18,6:35,733,153,8
2020/6/18,6:40,737,161,7
2020/6/18,6:45,733,168,7
2020/6/18,6:50,739,172,6
2020/6/18,6:55,739,179,6
2020/6/18,7:00,739,185,6
2020/6/18,7:05,734,186,6
2020/6/18,7:10,735,190,6
2020/6/18,7:15,723,192,5
2020/6/18,7:20,714,198,5
2020/6/18,7:25,725,205,5
2020/6/18,7:30,725,212,5
2020/6/18,7:35,745,220,4
2020/6/18,7:40,751,227,4
2020/6/18,7:45,766,235,4
2020/6/18,7:50,762,244,4
2020/6/18,7:55,767,255,3
2020/6/18,8:00,773,264,3
2020/6/18,8:05,789,275,3
2020/6/18,8:10,805,287,3
2020/6/18,8:15,823,297,3
2020/6/18,8:20,837,308,3
2020/6/18,8:25,843,318,3
2020/6/18,8:30,848,325,3
2020/6/18,8:35,861,329,3
2020/6/18,8:40,867,336,3
2020/6/18,8:45,871,341,2
2020/6/18,8:50,879,345,2
2020/6/18,8:55,890,350,3
2020/6/18,9:00,898,357,2
2020/6/18,9:05,914,367,2
2020/6/18,9:10,938,377,2
2020/6/18,9:15,942,386,2
2020/6/18,9:20,952,390,2
2020/6/18,9:25,955,396,2
2020/6/18,9:30,964,398,2
2020/6/18,9:35,965,398,2
2020/6/18,9:40,969,398,2
2020/6/18,9:45,962,402,2
2020/6/18,9:50,963,403,2
2020/6/18,9:55,978,404,2
2020/6/18,10:00,975,405,2
2020/6/18,10:05,968,408,2
2020/6/18,10:10,976,411,2
2020/6/18,10:15,984,416,2
2020/6/18,10:20,992,418,2
2020/6/18,10:25,987,422,2
2020/6/18,10:30,989,422,3
2020/6/18,10:35,992,421,3
2020/6/18,10:40,1002,425,2
2020/6/18,10:45,1005,426,2
2020/6/18,10:50,1011,427,2
2020/6/18,10:55,1012,426,2
2020/6/18,11:00,1014,421,2
2020/6/18,11:05,1012,418,2
2020/6/18,11:10,1011,415,2
2020/6/18,11:15,1013,413,2
2020/6/18,11:20,1015,405,2
2020/6/18,11:25,1019,404,2
2020/6/18,11:30,1015,402,2
2020/6/18,11:35,1012,397,2
2020/6/18,11:40,1019,395,2
2020/6/18,11:45,1018,388,3
2020/6/18,11:50,1007,387,3
2020/6/18,11:55,1011,385,3
2020/6/18,12:00,1000,385,3
2020/6/18,12:05,979,385,4
2020/6/18,12:10,968,380,4
2020/6/18,12:15,958,378,4
2020/6/18,12:20,960,372,4
2020/6/18,12:25,949,375,5
2020/6/18,12:30,946,368,5
2020/6/18,12:35,938,360,5
2020/6/18,12:40,933,349,5
2020/6/18,12:45,928,343,6
2020/6/18,12:50,931,342,6
2020/6/18,12:55,941,337,5
2020/6/18,13:00,948,338,5
2020/6/18,13:05,965,342,5
2020/6/18,13:10,982,342,5
2020/6/18,13:15,983,337,5
2020/6/18,13:20,994,334,5
2020/6/18,13:25,987,329,5
2020/6/18,13:30,978,326,5
2020/6/18,13:35,983,321,5
2020/6/18,13:40,982,317,6
2020/6/18,13:45,983,311,6
2020/6/18,13:50,981,310,6
2020/6/18,13:55,982,309,7
2020/6/18,14:00,976,305,7
2020/6/18,14:05,983,298,8
2020/6/18,14:10,976,290,8
2020/6/18,14:15,978,282,8
2020/6/18,14:20,977,276,8
2020/6/18,14:25,971,273,8
2020/6/18,14:30,969,269,7
