年月日,時刻コード,始値（円/kWh）,高値（円/kWh）,安値（円/kWh）,終値（円/kWh）,平均（円/kWh）,約定量合計（MWh/h）,約定件数
2018/05/09,34,10.07,18.81,8.74,8.74,10.25,115.2,108
2018/05/09,35,9.81,14.52,8.74,8.74,9.99,104.3,106
2018/05/09,36,10.11,15.45,7.11,10.34,11.12,168.9,116
2018/05/09,37,11.80,15.01,8.70,14.57,10.65,136.9,116
2018/05/09,38,10.34,15.10,9.67,10.76,11.86,161.1,122
2018/05/09,39,11.67,15.20,5.64,5.65,9.44,157.8,118
2018/05/09,40,10.15,15.61,5.66,5.66,8.04,250.9,103
2018/05/09,41,9.82,16.00,5.64,16.00,7.63,267.2,108
2018/05/09,42,10.23,13.63,5.64,5.64,7.62,214.9,108
2018/05/09,43,8.72,14.34,5.64,5.66,7.11,367.7,126
2018/05/09,44,9.00,13.79,5.64,5.64,6.85,457.3,132
2018/05/09,45,11.00,13.49,5.72,9.39,7.01,413.8,126
2018/05/09,46,10.18,11.40,6.06,9.22,7.82,275.4,116
2018/05/09,47,9.18,9.51,5.68,8.18,7.99,165.3,107
2018/05/09,48,9.26,9.26,4.91,4.91,7.88,127.9,93
2018/05/10,1,5.90,9.14,5.90,6.97,8.33,32.3,73
2018/05/10,2,4.70,8.56,4.70,5.64,7.27,40.9,72
2018/05/10,3,4.40,8.30,4.40,5.64,7.33,39.2,74
2018/05/10,4,7.50,8.63,4.40,8.63,7.23,39.8,71
2018/05/10,5,7.59,8.02,4.70,5.64,6.75,145.2,89
2018/05/10,6,6.80,11.10,5.50,5.64,6.64,295.7,104
2018/05/10,7,8.01,11.10,4.70,6.79,7.28,228.9,96
2018/05/10,8,8.01,10.17,5.80,6.52,7.19,267.7,98
2018/05/10,9,8.16,10.17,5.80,6.85,7.58,258.3,101
2018/05/10,10,10.07,10.17,5.70,6.85,7.46,250.7,99
2018/05/10,11,9.28,9.28,5.64,5.64,7.25,309.4,99
2018/05/10,12,9.23,9.39,6.16,9.06,7.57,204.6,85
2018/05/10,13,9.29,10.45,4.70,8.88,7.79,34.8,64
2018/05/10,14,8.89,10.69,4.00,8.64,7.31,30.9,63
2018/05/10,15,12.50,12.50,4.00,5.64,7.40,37.4,73
2018/05/10,16,12.50,12.60,4.70,9.06,7.16,38.2,78
2018/05/10,17,5.53,12.70,3.50,9.25,7.12,34.2,70
2018/05/10,18,5.90,15.00,3.90,10.83,7.95,41.6,74
2018/05/10,19,6.48,15.00,5.64,10.33,7.45,52.1,80
2018/05/10,20,6.49,15.00,5.00,12.30,7.75,44.6,76
2018/05/10,21,3.50,14.00,3.50,9.50,7.64,48.3,69
2018/05/10,22,3.20,12.69,3.20,9.50,7.35,52.0,79
2018/05/10,23,4.80,13.00,3.00,7.26,7.66,45.2,76
2018/05/10,24,4.80,13.00,3.00,6.38,7.84,60.8,88
2018/05/10,25,11.63,11.63,3.00,5.64,6.48,44.5,69
2018/05/10,26,11.63,11.63,3.00,9.25,6.50,47.7,79
2018/05/10,27,4.80,12.17,3.53,8.37,7.30,65.8,83
2018/05/10,28,5.09,12.95,3.59,9.72,7.70,75.6,93
2018/05/10,29,5.87,15.00,3.80,8.75,8.22,71.2,94
2018/05/10,30,8.76,15.00,3.71,10.00,7.91,72.2,97
2018/05/10,31,8.88,13.50,3.94,8.88,7.89,56.0,86
2018/05/10,32,6.70,20.00,4.70,8.87,8.28,55.5,84
2018/05/10,33,7.70,20.00,6.75,8.99,9.06,59.8,100
2018/05/10,34,8.10,20.00,6.92,9.20,9.38,60.4,101
2018/05/10,35,8.28,20.00,6.97,14.59,9.44,50.8,87
2018/05/10,36,8.96,20.00,8.16,9.99,9.54,136.9,101
2018/05/10,37,10.51,15.03,5.64,5.64,9.03,180.4,118
2018/05/10,38,11.14,15.59,5.64,12.27,8.47,198.0,121
2018/05/10,39,10.91,15.36,6.85,9.91,8.70,239.4,119
2018/05/10,40,10.15,15.20,6.74,9.81,8.68,92.8,99
2018/05/10,41,9.80,14.25,6.66,6.66,7.83,219.3,117
2018/05/10,42,10.61,13.89,6.52,6.82,7.25,209.8,98
2018/05/10,43,8.04,13.81,6.52,6.52,7.21,207.9,106
2018/05/10,44,7.97,12.80,6.21,6.52,7.03,212.7,107
2018/05/10,45,10.52,14.08,5.64,5.64,7.45,241.7,112
2018/05/10,46,9.58,12.60,5.69,8.63,7.33,232.2,117
2018/05/10,47,9.11,12.60,6.52,8.31,7.32,183.3,105
2018/05/10,48,8.75,12.60,6.00,8.41,8.29,47.5,83
2018/05/11,1,5.80,12.60,5.80,8.79,8.47,52.5,77
2018/05/11,2,4.30,11.70,4.30,8.62,7.37,38.5,73
2018/05/11,3,4.30,9.38,4.30,9.38,7.08,25.2,66
2018/05/11,4,4.30,8.67,4.30,7.13,7.19,37.3,72
2018/05/11,5,4.30,9.25,4.30,9.25,6.97,145.3,94
2018/05/11,6,5.70,10.59,5.70,10.59,6.93,104.7,73
2018/05/11,7,5.90,9.91,5.90,6.35,7.16,170.1,93
2018/05/11,8,6.10,10.07,5.23,7.08,7.26,179.2,94
2018/05/11,9,6.10,11.62,6.10,9.82,7.54,145.4,91
2018/05/11,10,6.10,11.37,5.68,10.17,7.05,125.8,80
2018/05/11,11,10.07,11.26,5.90,6.35,6.93,153.2,82
2018/05/11,12,10.08,10.62,5.10,8.00,7.87,46.5,81
2018/05/11,13,10.57,11.74,5.70,8.46,7.89,41.6,74
2018/05/11,14,10.29,10.29,4.40,10.00,7.89,32.5,67
2018/05/11,15,12.50,12.60,3.80,8.96,7.75,30.7,72
2018/05/11,16,12.50,12.50,3.70,8.79,6.89,35.7,73
2018/05/11,17,2.90,12.67,2.90,5.64,6.59,40.1,62
2018/05/11,18,8.68,12.20,3.40,6.66,6.87,42.2,77
2018/05/11,19,3.60,14.26,3.60,5.64,6.79,36.9,73
2018/05/11,20,4.74,14.00,3.60,8.02,6.97,38.5,72
2018/05/11,21,6.80,13.00,3.60,10.56,6.39,38.7,72
2018/05/11,22,6.76,12.67,2.90,6.56,6.14,52.5,85
2018/05/11,23,6.48,13.00,2.90,8.50,6.35,50.7,83
2018/05/11,24,6.42,14.70,2.90,14.70,7.10,69.4,90
2018/05/11,25,9.89,10.48,2.20,6.93,5.54,47.0,83
2018/05/11,26,12.20,15.00,2.20,3.82,5.48,47.4,83
2018/05/11,27,12.17,12.17,2.90,8.90,6.76,53.0,96
2018/05/11,28,15.00,15.00,3.60,10.00,8.04,66.0,88
2018/05/11,29,15.00,15.00,3.60,9.25,7.14,56.0,94
2018/05/11,30,15.00,15.00,3.32,5.64,7.91,65.6,93
2018/05/11,31,8.26,14.26,3.60,9.60,7.57,51.0,84
2018/05/11,32,15.11,15.11,3.60,5.24,8.30,50.8,80
2018/05/11,33,7.11,14.10,4.90,8.92,8.45,47.0,101
2018/05/11,34,14.20,14.96,5.64,6.93,8.58,48.0,104
2018/05/11,35,9.21,14.26,5.64,5.64,8.80,165.9,118
2018/05/11,36,8.20,15.00,5.88,8.91,9.14,52.2,94
2018/05/11,37,8.96,14.28,5.64,7.62,8.38,170.0,97
2018/05/11,38,10.03,14.30,7.62,7.62,9.21,131.4,102
2018/05/11,39,9.83,15.00,6.35,7.01,8.52,128.9,105
2018/05/11,40,9.21,13.60,6.35,8.03,8.15,153.4,105
2018/05/11,41,8.57,13.30,6.46,8.82,7.83,103.5,111
2018/05/11,42,8.51,13.36,6.20,8.82,7.70,107.7,104
2018/05/11,43,8.06,12.80,5.90,8.69,8.25,58.1,89
2018/05/11,44,7.25,13.27,5.10,9.00,8.36,86.1,98
2018/05/11,45,10.00,13.45,6.38,8.79,8.11,68.4,89
2018/05/11,46,11.73,12.90,6.08,8.63,8.96,72.4,92
2018/05/11,47,9.77,12.60,6.23,9.24,8.71,76.7,97
2018/05/11,48,11.48,12.50,6.10,9.24,8.72,63.6,85
2018/05/12,1,8.88,12.60,6.05,8.49,7.44,24.8,47
2018/05/12,2,12.50,12.50,6.07,6.97,7.50,13.0,41
2018/05/12,3,6.80,11.06,5.64,5.64,7.26,11.0,47
2018/05/12,4,6.74,11.06,5.64,6.83,6.21,63.9,79
2018/05/12,5,7.27,11.42,5.64,6.05,6.12,135.2,57
2018/05/12,6,8.07,10.18,5.64,5.64,6.25,90.2,49
2018/05/12,7,8.22,12.70,6.04,6.05,6.81,74.8,59
2018/05/12,8,8.29,12.75,6.05,6.30,7.01,87.8,62
2018/05/12,9,8.42,12.83,6.04,6.30,6.83,111.5,60
2018/05/12,10,8.49,10.18,6.05,6.30,7.46,48.5,53
2018/05/12,11,7.30,10.18,6.05,6.05,6.57,90.5,53
2018/05/12,12,6.78,10.18,5.64,6.05,6.07,147.1,69
2018/05/12,13,6.39,12.50,5.64,5.64,6.29,16.6,53
2018/05/12,14,6.50,15.00,5.46,5.64,6.77,15.8,56
2018/05/12,15,9.70,12.50,2.54,7.43,6.10,17.3,56
2018/05/12,16,9.70,12.50,2.60,7.42,6.37,18.1,44
2018/05/12,17,5.82,15.00,2.70,15.00,6.44,23.6,63
2018/05/12,18,6.14,15.00,3.20,15.00,5.91,24.9,63
2018/05/12,19,5.36,10.96,4.28,5.64,5.26,26.4,65
2018/05/12,20,6.00,10.96,3.20,10.36,5.93,28.8,63
2018/05/12,21,5.10,10.76,3.81,5.63,5.51,26.9,63
2018/05/12,22,5.12,11.19,4.92,11.19,5.83,27.3,67
2018/05/12,23,5.11,10.96,4.61,5.63,5.80,23.4,65
2018/05/12,24,8.90,10.96,3.20,7.60,6.30,34.3,65
2018/05/12,25,8.90,10.00,4.30,7.72,5.68,39.0,64
2018/05/12,26,8.90,10.71,4.30,5.10,6.04,32.7,61
2018/05/12,27,9.70,11.36,5.00,5.63,6.72,40.8,72
2018/05/12,28,9.70,11.32,5.20,9.14,6.81,40.1,69
2018/05/12,29,10.00,12.17,5.20,9.43,7.06,41.1,70
2018/05/12,30,10.00,12.20,3.11,6.47,7.19,53.7,91
2018/05/12,31,10.30,11.61,3.20,6.77,7.01,50.0,86
2018/05/12,32,6.78,11.82,3.29,6.80,7.17,58.0,87
2018/05/12,33,8.89,12.50,4.59,8.42,7.53,46.8,88
2018/05/12,34,10.00,12.50,5.64,7.90,8.43,106.6,91
2018/05/12,35,9.30,13.42,5.90,9.00,8.82,37.3,78
2018/05/12,36,9.19,13.74,7.66,9.29,9.49,50.7,86
2018/05/12,37,10.07,14.52,5.91,10.07,7.42,157.7,101
2018/05/12,38,10.07,14.52,9.07,10.10,9.55,82.2,90
2018/05/12,39,10.07,20.00,9.07,10.10,10.10,77.7,91
2018/05/12,40,10.07,20.00,9.07,10.10,9.95,93.6,93
2018/05/12,41,10.07,13.10,9.07,9.97,9.52,89.2,87
2018/05/12,42,9.70,14.26,7.58,7.58,9.63,49.1,92
2018/05/12,43,9.03,13.48,8.03,10.00,9.17,41.6,85
2018/05/12,44,8.86,13.41,7.09,9.91,8.43,35.9,78
2018/05/12,45,8.88,12.77,6.05,9.23,8.08,83.1,85
2018/05/12,46,8.80,13.19,6.00,9.23,7.91,49.8,69
2018/05/12,47,7.30,11.88,5.02,8.05,7.81,69.4,65
2018/05/12,48,7.03,11.48,4.96,8.09,7.37,39.4,71
2018/05/13,1,4.20,12.60,4.20,7.02,7.01,46.5,56
2018/05/13,2,3.90,11.46,3.90,7.66,7.09,34.9,56
2018/05/13,3,3.90,11.06,3.81,5.64,6.22,22.7,50
2018/05/13,4,3.90,11.06,3.90,7.09,6.30,34.0,53
2018/05/13,5,4.30,11.06,4.30,6.60,6.24,28.2,56
2018/05/13,6,4.40,11.06,4.40,7.90,6.80,18.1,50
2018/05/13,7,5.20,13.77,5.20,5.65,7.25,24.9,46
2018/05/13,8,7.16,13.82,6.41,6.51,7.33,36.9,51
2018/05/13,9,7.45,13.29,6.70,7.09,7.69,36.0,54
2018/05/13,10,6.76,13.25,5.64,5.64,7.33,27.9,55
2018/05/13,11,6.42,13.15,5.66,5.66,7.14,31.9,48
2018/05/13,12,6.25,11.46,4.55,5.64,6.82,16.0,49
2018/05/13,13,6.49,11.53,4.30,5.74,6.46,42.7,57
2018/05/13,14,5.99,11.06,3.80,6.90,6.32,18.5,40
2018/05/13,15,5.54,11.48,5.54,5.64,6.07,16.7,46
2018/05/13,16,5.00,11.06,2.90,6.79,5.55,18.5,49
2018/05/13,17,5.00,12.00,2.90,5.54,6.05,21.5,48
2018/05/13,18,5.01,12.60,2.90,5.64,6.33,21.7,46
2018/05/13,19,7.30,11.90,5.39,6.78,6.32,32.2,54
2018/05/13,20,8.62,15.00,5.64,6.87,6.83,41.2,67
2018/05/13,21,8.43,12.30,5.52,6.42,6.73,46.5,70
2018/05/13,22,8.62,12.65,4.35,12.65,6.70,43.3,69
2018/05/13,23,8.62,12.00,4.86,8.41,6.78,47.3,75
2018/05/13,24,8.67,11.20,5.00,8.29,6.71,88.0,79
2018/05/13,25,8.87,11.20,5.64,11.20,6.65,166.7,88
2018/05/13,26,8.84,11.20,5.64,8.37,6.97,163.0,89
2018/05/13,27,8.88,11.06,5.64,8.50,7.76,168.4,99
2018/05/13,28,8.91,11.06,5.64,8.30,7.59,193.2,89
2018/05/13,29,8.93,11.10,5.64,8.90,7.04,175.4,95
2018/05/13,30,8.93,11.23,5.64,8.80,6.90,173.7,100
2018/05/13,31,8.93,11.06,5.64,8.91,6.82,67.7,80
2018/05/13,32,8.53,11.20,5.64,8.36,7.26,71.5,86
2018/05/13,33,7.43,11.40,5.91,7.93,7.37,37.5,78
2018/05/13,34,12.46,12.76,6.39,7.09,7.19,33.3,72
2018/05/13,35,7.51,13.05,5.02,9.50,9.06,134.7,87
2018/05/13,36,8.72,13.56,6.22,9.42,9.35,165.0,86
2018/05/13,37,13.79,14.30,6.87,9.29,9.35,154.7,87
2018/05/13,38,9.45,14.54,7.80,9.45,9.58,179.4,85
2018/05/13,39,9.39,14.20,8.32,9.42,9.45,187.6,90
2018/05/13,40,9.27,13.72,6.88,9.50,9.39,177.7,87
2018/05/13,41,8.93,13.60,8.43,8.49,8.95,93.4,71
2018/05/13,42,8.92,13.66,8.42,8.49,8.92,203.4,87
2018/05/13,43,9.78,14.05,7.83,8.43,8.57,155.0,88
2018/05/13,44,8.25,13.00,8.09,8.09,8.28,132.8,79
2018/05/13,45,7.92,12.90,5.80,8.22,8.34,94.5,82
2018/05/13,46,7.73,13.63,7.09,8.18,8.12,69.1,65
2018/05/13,47,7.20,12.81,6.52,6.77,7.12,82.4,253
2018/05/13,48,11.60,11.60,6.15,8.30,7.06,104.3,62
2018/05/14,1,4.10,12.29,4.10,5.64,6.76,61.8,48
2018/05/14,2,4.10,12.09,4.10,5.64,6.92,94.7,62
2018/05/14,3,3.50,11.74,3.50,5.64,6.54,24.5,53
2018/05/14,4,11.72,11.72,3.50,5.11,6.94,11.9,41
2018/05/14,5,11.65,12.48,3.40,7.17,6.56,17.6,54
2018/05/14,6,11.65,12.48,3.40,8.00,6.44,17.6,52
2018/05/14,7,4.40,12.60,4.40,5.64,5.91,85.3,69
2018/05/14,8,4.40,12.60,4.40,5.64,6.60,132.4,72
2018/05/14,9,4.90,12.55,4.90,5.64,6.96,132.1,82
2018/05/14,10,11.97,12.53,4.55,6.51,6.90,122.0,80
2018/05/14,11,4.30,12.60,4.30,5.64,6.61,157.3,79
2018/05/14,12,11.87,11.87,4.30,5.64,6.75,118.6,67
2018/05/14,13,11.83,11.83,3.50,5.64,7.13,17.6,59
2018/05/14,14,11.87,11.87,3.50,5.64,6.64,25.1,57
2018/05/14,15,11.82,11.82,3.20,6.96,6.76,24.1,56
2018/05/14,16,3.20,12.60,3.20,8.28,7.68,37.4,61
2018/05/14,17,12.39,12.39,3.00,9.63,7.12,24.6,64
2018/05/14,18,8.94,12.50,3.00,10.07,6.93,23.5,61
2018/05/14,19,15.00,15.00,4.48,8.83,8.11,27.8,56
2018/05/14,20,9.00,12.50,4.60,10.03,7.96,28.3,66
2018/05/14,21,6.26,15.00,3.96,8.09,7.55,30.7,59
2018/05/14,22,6.13,15.00,4.10,8.09,7.51,37.5,67
2018/05/14,23,6.19,15.00,3.89,5.64,7.41,40.8,64
2018/05/14,24,5.90,15.00,3.90,5.64,7.49,40.6,70
2018/05/14,25,6.64,11.43,2.50,5.93,6.62,26.4,66
2018/05/14,26,7.61,11.43,2.50,5.58,6.55,28.8,71
2018/05/14,27,5.53,12.32,3.50,6.76,7.79,44.1,76
2018/05/14,28,6.56,12.42,3.50,12.42,7.29,46.3,77
2018/05/14,29,6.87,12.30,4.80,7.09,7.26,59.9,85
2018/05/14,30,6.87,14.00,4.03,10.00,7.38,50.5,79
2018/05/14,31,6.87,12.44,4.57,5.64,7.28,52.6,80
2018/05/14,32,9.03,15.20,4.80,8.95,8.92,81.4,93
2018/05/14,33,7.64,16.00,5.00,10.00,9.68,94.7,111
2018/05/14,34,7.85,16.98,5.60,9.00,9.92,135.4,119
2018/05/14,35,8.01,16.00,5.01,10.20,8.61,290.6,116
2018/05/14,36,8.62,16.95,5.86,9.85,9.10,269.2,128
2018/05/14,37,9.98,17.00,6.85,10.00,9.75,155.5,124
2018/05/14,38,10.11,21.00,6.79,10.36,11.20,146.6,116
2018/05/14,39,9.86,27.00,6.85,9.98,12.15,153.1,114
2018/05/14,40,8.59,26.00,6.86,9.38,11.48,191.0,114
2018/05/14,41,9.80,21.00,6.00,10.13,10.13,193.4,103
2018/05/14,42,7.98,21.00,6.00,9.50,11.17,144.2,109
2018/05/14,43,7.94,19.50,5.70,9.11,11.24,109.7,91
2018/05/14,44,7.67,15.00,6.85,9.23,9.45,102.3,95
2018/05/14,45,8.79,14.00,5.90,9.24,9.11,115.5,91
2018/05/14,46,7.90,14.00,5.90,9.24,9.91,78.6,90
2018/05/14,47,7.81,14.00,4.20,8.00,9.35,75.1,84
2018/05/14,48,7.79,13.35,4.20,8.18,8.76,73.4,89
2018/05/15,1,4.50,12.60,4.50,8.72,7.49,16.7,43
2018/05/15,2,4.50,12.60,4.21,7.93,7.18,13.1,42
2018/05/15,3,7.50,15.00,4.50,8.48,8.45,12.3,41
2018/05/15,4,4.50,15.00,4.50,9.30,7.48,71.6,42
2018/05/15,5,7.30,12.42,6.96,7.50,7.54,22.8,47
2018/05/15,6,5.20,12.42,5.20,9.50,8.37,34.2,54
2018/05/15,7,6.30,12.53,6.30,9.50,8.47,48.1,60
2018/05/15,8,8.91,12.52,7.09,9.50,8.53,50.7,59
2018/05/15,9,8.82,12.42,7.09,9.50,8.49,53.9,59
2018/05/15,10,6.60,12.60,6.60,9.84,8.84,65.0,66
2018/05/15,11,6.30,12.50,6.30,11.47,8.59,49.8,68
2018/05/15,12,6.30,12.42,6.30,11.47,10.11,55.2,56
2018/05/15,13,7.88,14.00,4.70,8.15,8.96,188.9,77
2018/05/15,14,6.74,14.00,4.44,9.92,8.35,204.2,76
2018/05/15,15,6.16,14.00,3.86,9.50,7.80,220.3,78
2018/05/15,16,6.76,14.00,4.10,9.50,7.89,191.8,71
2018/05/15,17,5.26,14.00,3.20,14.00,7.53,156.0,73
2018/05/15,18,6.76,17.00,5.80,9.50,8.54,211.8,90
2018/05/15,19,6.80,14.00,6.50,14.00,7.95,198.3,81
2018/05/15,20,7.04,14.00,6.04,8.61,7.84,166.5,81
2018/05/15,21,6.66,14.00,6.16,8.61,8.12,238.5,89
2018/05/15,22,6.69,15.00,6.46,15.00,8.51,207.9,102
2018/05/15,23,6.80,15.00,6.60,15.00,8.61,190.3,93
2018/05/15,24,6.74,15.00,6.74,8.61,8.11,158.5,94
2018/05/15,25,12.32,15.00,3.00,15.00,8.38,104.5,82
2018/05/15,26,5.40,14.00,3.00,6.47,8.92,67.8,78
2018/05/15,27,7.34,16.00,6.91,10.00,9.18,255.4,101
2018/05/15,28,7.57,14.59,7.36,10.39,9.13,240.9,116
2018/05/15,29,8.29,14.00,7.78,7.78,9.54,199.0,106
2018/05/15,30,8.93,14.39,7.34,11.68,9.44,281.0,130
2018/05/15,31,8.68,17.00,8.50,10.00,10.40,214.1,105
2018/05/15,32,8.63,15.93,8.33,10.00,10.25,189.0,119
2018/05/15,33,9.81,17.36,9.72,11.19,11.63,187.0,133
2018/05/15,34,9.33,18.08,8.22,11.19,10.52,321.6,159
2018/05/15,35,9.13,16.77,8.93,14.27,11.75,123.9,114
2018/05/15,36,9.50,15.00,9.05,15.00,11.70,146.5,107
2018/05/15,37,10.68,16.50,9.88,10.08,11.38,158.9,128
2018/05/15,38,10.78,16.50,10.17,11.14,11.57,188.0,127
2018/05/15,39,10.68,22.00,10.61,11.81,13.06,135.9,104
2018/05/15,40,9.56,22.00,8.45,11.33,12.57,126.4,99
2018/05/15,41,9.13,22.00,7.88,11.00,12.56,110.5,107
2018/05/15,42,9.04,20.50,7.88,10.00,11.85,119.3,123
2018/05/15,43,8.72,17.00,5.50,9.50,11.17,120.4,122
2018/05/15,44,7.59,14.00,5.29,9.51,10.12,116.1,102
2018/05/15,45,8.68,14.00,6.00,10.00,10.35,106.2,90
2018/05/15,46,8.05,14.00,5.75,9.48,10.07,112.7,97
2018/05/15,47,7.09,14.00,3.90,9.56,8.72,285.2,117
2018/05/15,48,5.91,14.00,3.61,9.95,8.61,302.7,134
2018/05/16,1,8.35,12.60,4.60,7.09,6.98,21.1,56
2018/05/16,2,12.50,12.50,4.40,7.09,6.79,20.3,51
2018/05/16,3,12.50,12.50,4.30,6.95,6.84,18.0,51
2018/05/16,4,12.50,12.50,4.01,7.00,6.71,26.4,57
2018/05/16,5,12.50,12.50,6.62,6.62,7.64,27.3,62
2018/05/16,6,6.50,12.60,5.72,6.55,7.46,49.4,72
2018/05/16,7,6.60,12.60,6.54,6.55,7.32,90.9,71
2018/05/16,8,6.50,12.60,5.83,6.55,7.03,84.0,72
2018/05/16,9,6.60,12.60,5.83,5.83,7.21,92.3,72
2018/05/16,10,6.60,12.60,6.07,7.76,7.30,94.7,70
2018/05/16,11,6.40,12.50,6.40,6.55,7.06,92.7,75
2018/05/16,12,5.60,12.50,5.60,5.64,7.03,30.3,60
2018/05/16,13,4.50,12.50,4.11,7.11,6.86,172.6,63
2018/05/16,14,6.61,12.50,4.50,8.00,6.84,27.9,58
2018/05/16,15,7.30,12.50,5.64,5.64,6.68,69.4,74
2018/05/16,16,5.10,12.70,5.10,7.51,7.74,42.5,68
2018/05/16,17,6.60,12.42,4.50,5.64,6.66,61.6,88
2018/05/16,18,7.90,12.42,5.92,7.95,6.78,123.9,93
2018/05/16,19,8.09,15.09,5.64,7.76,7.04,245.8,102
2018/05/16,20,8.62,15.10,6.37,8.67,8.18,216.9,104
2018/05/16,21,8.24,15.00,5.64,8.29,7.32,240.4,118
2018/05/16,22,8.51,15.10,5.64,12.35,7.89,245.7,123
2018/05/16,23,8.73,12.67,5.64,7.79,8.09,248.8,123
2018/05/16,24,8.38,13.21,5.64,7.92,7.96,237.6,120
2018/05/16,25,12.20,15.00,5.58,15.00,7.28,123.9,93
2018/05/16,26,6.65,12.71,5.64,6.71,7.56,125.8,103
2018/05/16,27,8.96,13.10,5.64,9.95,8.95,266.6,133
2018/05/16,28,9.43,15.00,8.00,9.01,8.93,340.8,140
2018/05/16,29,9.88,15.10,8.61,9.55,9.94,237.7,127
2018/05/16,30,9.81,15.00,9.31,9.67,10.03,239.1,124
2018/05/16,31,10.21,15.10,9.71,9.97,10.45,218.1,113
2018/05/16,32,9.87,15.11,9.57,9.57,10.45,261.0,147
2018/05/16,33,10.70,15.10,10.02,13.98,11.09,252.6,140
2018/05/16,34,10.70,20.00,9.70,9.70,11.34,217.2,132
2018/05/16,35,11.20,16.60,9.80,10.70,11.64,207.5,126
2018/05/16,36,10.70,17.40,9.63,15.11,11.12,222.7,171
2018/05/16,37,10.61,16.00,9.97,9.97,10.75,203.4,127
2018/05/16,38,10.70,16.60,10.06,10.06,11.24,198.6,136
2018/05/16,39,20.00,20.10,10.06,20.10,11.16,247.8,134
2018/05/16,40,17.40,17.40,9.86,10.21,10.70,149.1,119
2018/05/16,41,9.71,16.54,9.30,10.00,10.14,128.6,112
2018/05/16,42,15.50,15.90,9.00,13.61,10.14,130.7,101
2018/05/16,43,15.50,15.71,6.54,6.54,9.69,185.3,102
2018/05/16,44,8.70,14.80,6.54,6.54,9.30,152.2,91
2018/05/16,45,10.49,13.60,6.54,7.84,9.11,135.1,98
2018/05/16,46,13.50,13.50,6.27,10.10,8.78,131.2,101
2018/05/16,47,8.62,13.59,6.27,9.95,8.30,132.5,101
2018/05/16,48,8.38,12.42,6.20,8.76,8.31,136.8,97
2018/05/17,1,8.92,12.42,7.43,8.66,8.58,51.4,77
2018/05/17,2,7.30,11.88,5.64,5.64,7.30,33.8,65
2018/05/17,3,7.41,12.42,6.91,7.46,7.51,43.8,62
2018/05/17,4,6.99,11.88,4.90,8.45,7.04,30.3,54
2018/05/17,5,9.07,12.14,7.13,8.13,8.15,33.4,71
2018/05/17,6,8.20,12.22,7.13,8.03,8.08,34.1,69
2018/05/17,7,8.56,12.43,5.83,5.83,8.30,58.1,66
2018/05/17,8,8.67,12.43,6.52,6.52,8.56,77.3,67
2018/05/17,9,9.08,12.42,5.83,5.83,7.47,85.0,65
2018/05/17,10,8.88,12.42,5.80,7.74,7.20,114.9,71
2018/05/17,11,8.67,12.32,5.87,5.87,7.68,48.3,58
2018/05/17,12,8.29,15.00,6.10,6.27,7.17,71.2,46
2018/05/17,13,7.86,12.50,5.54,6.43,8.29,29.9,54
2018/05/17,14,8.20,12.50,5.80,9.00,8.83,26.7,52
2018/05/17,15,9.11,12.50,5.20,8.68,8.62,31.9,59
2018/05/17,16,9.31,12.60,6.20,8.93,9.31,85.3,83
2018/05/17,17,8.51,12.95,6.36,11.70,8.67,168.8,105
2018/05/17,18,8.95,13.22,8.32,12.82,9.75,177.4,90
2018/05/17,19,9.13,15.11,8.93,10.07,9.86,83.5,76
2018/05/17,20,9.81,15.00,9.81,10.00,10.34,81.5,75
2018/05/17,21,9.55,15.00,9.55,11.00,10.16,148.3,77
2018/05/17,22,9.81,39.99,9.61,39.99,10.70,166.5,96
2018/05/17,23,9.81,29.99,9.61,29.99,10.30,195.3,91
2018/05/17,24,9.58,29.99,9.38,9.66,10.15,183.3,87
2018/05/17,25,7.84,13.40,7.54,9.61,9.05,154.5,90
2018/05/17,26,7.94,29.99,3.80,3.80,9.03,166.7,88
2018/05/17,27,9.46,29.99,6.95,11.57,9.64,312.9,142
2018/05/17,28,9.58,29.99,9.38,13.25,10.02,291.3,118
2018/05/17,29,10.27,29.99,9.37,14.04,10.46,352.0,152
2018/05/17,30,9.88,29.99,9.68,14.61,10.57,336.6,148
2018/05/17,31,10.05,15.19,9.90,13.00,10.73,225.4,180
2018/05/17,32,11.14,20.00,11.14,12.50,12.13,197.0,89
2018/05/17,33,11.14,16.85,11.14,15.64,13.09,351.3,160
2018/05/17,34,11.14,20.00,11.04,12.90,12.40,165.2,112
2018/05/17,35,11.14,15.59,10.57,12.26,11.33,447.3,178
2018/05/17,36,10.22,20.00,9.80,11.11,12.15,225.5,133
2018/05/17,37,10.20,16.60,9.70,10.42,13.16,319.2,125
2018/05/17,38,10.97,21.00,10.41,11.14,13.46,599.9,189
2018/05/17,39,10.29,21.00,10.00,11.00,13.94,429.7,176
2018/05/17,40,10.11,21.00,9.60,10.61,13.94,386.0,146
2018/05/17,41,9.86,17.19,9.36,12.00,12.27,349.7,123
2018/05/17,42,9.56,16.97,9.06,9.64,11.59,288.0,126
2018/05/17,43,9.26,15.77,9.26,10.26,10.37,278.7,100
2018/05/17,44,8.56,14.48,8.56,11.50,10.39,277.8,101
2018/05/17,45,9.52,15.32,9.45,10.01,10.13,95.2,91
2018/05/17,46,9.29,13.70,8.78,9.29,9.90,91.3,91
