2017/2/10 0:08 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1645,18:00～19:00,2/9,8:55,19,84

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1369,18:00～19:00,2/9,8:55

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2017/2/9,0:00,913,951,55
2017/2/9,1:00,934,973,56
2017/2/9,2:00,983,1017,59
2017/2/9,3:00,1016,1047,61
2017/2/9,4:00,1033,1058,62
2017/2/9,5:00,1053,1067,63
2017/2/9,6:00,1128,1147,68
2017/2/9,7:00,1198,1205,72
2017/2/9,8:00,1249,1243,75
2017/2/9,9:00,1285,1249,77
2017/2/9,10:00,1256,1230,76
2017/2/9,11:00,1244,1212,75
2017/2/9,12:00,1207,1183,73
2017/2/9,13:00,1217,1209,73
2017/2/9,14:00,1210,1191,73
2017/2/9,15:00,1194,1198,72
2017/2/9,16:00,1236,1246,74
2017/2/9,17:00,1303,1336,78
2017/2/9,18:00,1373,1369,83
2017/2/9,19:00,1351,1338,82
2017/2/9,20:00,1301,1284,79
2017/2/9,21:00,1246,1220,76
2017/2/9,22:00,1177,1162,72
2017/2/9,23:00,1097,1105,67

最大使用率(%),時間帯
83,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1642,18:00～19:00,2/9,17:55,14,88

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1427,18:00～19:00,2/9,17:55

DATE,TIME,当日実績(５分間隔値）(万kW)
2017/2/9,0:00,948
2017/2/9,0:05,933
2017/2/9,0:10,925
2017/2/9,0:15,926
2017/2/9,0:20,917
2017/2/9,0:25,922
2017/2/9,0:30,898
2017/2/9,0:35,900
2017/2/9,0:40,905
2017/2/9,0:45,907
2017/2/9,0:50,892
2017/2/9,0:55,884
2017/2/9,1:00,900
2017/2/9,1:05,913
2017/2/9,1:10,920
2017/2/9,1:15,921
2017/2/9,1:20,925
2017/2/9,1:25,938
2017/2/9,1:30,951
2017/2/9,1:35,940
2017/2/9,1:40,945
2017/2/9,1:45,947
2017/2/9,1:50,952
2017/2/9,1:55,962
2017/2/9,2:00,964
2017/2/9,2:05,972
2017/2/9,2:10,968
2017/2/9,2:15,967
2017/2/9,2:20,983
2017/2/9,2:25,989
2017/2/9,2:30,982
2017/2/9,2:35,973
2017/2/9,2:40,980
2017/2/9,2:45,996
2017/2/9,2:50,1004
2017/2/9,2:55,1020
2017/2/9,3:00,1019
2017/2/9,3:05,1027
2017/2/9,3:10,1025
2017/2/9,3:15,1016
2017/2/9,3:20,1012
2017/2/9,3:25,1008
2017/2/9,3:30,1011
2017/2/9,3:35,1013
2017/2/9,3:40,1013
2017/2/9,3:45,1017
2017/2/9,3:50,1011
2017/2/9,3:55,1020
2017/2/9,4:00,1028
2017/2/9,4:05,1027
2017/2/9,4:10,1026
2017/2/9,4:15,1033
2017/2/9,4:20,1026
2017/2/9,4:25,1036
2017/2/9,4:30,1036
2017/2/9,4:35,1035
2017/2/9,4:40,1047
2017/2/9,4:45,1032
2017/2/9,4:50,1044
2017/2/9,4:55,1024
2017/2/9,5:00,1038
2017/2/9,5:05,1039
2017/2/9,5:10,1050
2017/2/9,5:15,1048
2017/2/9,5:20,1054
2017/2/9,5:25,1051
2017/2/9,5:30,1064
2017/2/9,5:35,1053
2017/2/9,5:40,1057
2017/2/9,5:45,1059
2017/2/9,5:50,1050
2017/2/9,5:55,1059
2017/2/9,6:00,1083
2017/2/9,6:05,1095
2017/2/9,6:10,1108
2017/2/9,6:15,1113
2017/2/9,6:20,1114
2017/2/9,6:25,1138
2017/2/9,6:30,1134
2017/2/9,6:35,1147
2017/2/9,6:40,1144
2017/2/9,6:45,1142
2017/2/9,6:50,1140
2017/2/9,6:55,1161
2017/2/9,7:00,1179
2017/2/9,7:05,1184
2017/2/9,7:10,1184
2017/2/9,7:15,1191
2017/2/9,7:20,1198
2017/2/9,7:25,1197
