2017/6/22 0:06 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1353,13:00～14:00,6/21,9:00,30,77

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1040,11:00～12:00,6/21,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2017/6/21,0:00,772,765,68
2017/6/21,1:00,754,760,63
2017/6/21,2:00,777,790,66
2017/6/21,3:00,835,850,72
2017/6/21,4:00,875,880,75
2017/6/21,5:00,874,885,77
2017/6/21,6:00,865,860,75
2017/6/21,7:00,879,875,76
2017/6/21,8:00,923,930,77
2017/6/21,9:00,1011,995,81
2017/6/21,10:00,1019,1025,80
2017/6/21,11:00,1031,1040,78
2017/6/21,12:00,994,1000,77
2017/6/21,13:00,1025,1040,76
2017/6/21,14:00,1063,1035,79
2017/6/21,15:00,1047,1025,78
2017/6/21,16:00,1044,1035,79
2017/6/21,17:00,1012,1020,79
2017/6/21,18:00,1014,995,82
2017/6/21,19:00,1014,980,87
2017/6/21,20:00,976,950,81
2017/6/21,21:00,925,905,76
2017/6/21,22:00,893,865,74
2017/6/21,23:00,839,805,71

最大使用率(%),時間帯
87,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1272,13:00～14:00,6/21,18:00,17,86

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1090,13:00～14:00,6/21,18:00

DATE,TIME,当日実績(５分間隔値）(万kW)
2017/6/21,0:00,796
2017/6/21,0:05,789
2017/6/21,0:10,793
2017/6/21,0:15,781
2017/6/21,0:20,787
2017/6/21,0:25,779
2017/6/21,0:30,768
2017/6/21,0:35,771
2017/6/21,0:40,750
2017/6/21,0:45,754
2017/6/21,0:50,756
2017/6/21,0:55,745
2017/6/21,1:00,754
2017/6/21,1:05,757
2017/6/21,1:10,757
2017/6/21,1:15,764
2017/6/21,1:20,748
2017/6/21,1:25,748
2017/6/21,1:30,756
2017/6/21,1:35,749
2017/6/21,1:40,752
2017/6/21,1:45,754
2017/6/21,1:50,756
2017/6/21,1:55,757
2017/6/21,2:00,761
2017/6/21,2:05,763
2017/6/21,2:10,765
2017/6/21,2:15,770
2017/6/21,2:20,769
2017/6/21,2:25,770
2017/6/21,2:30,770
2017/6/21,2:35,772
2017/6/21,2:40,784
2017/6/21,2:45,797
2017/6/21,2:50,801
2017/6/21,2:55,802
2017/6/21,3:00,816
2017/6/21,3:05,807
2017/6/21,3:10,816
2017/6/21,3:15,826
2017/6/21,3:20,831
2017/6/21,3:25,831
2017/6/21,3:30,834
2017/6/21,3:35,837
2017/6/21,3:40,846
2017/6/21,3:45,849
2017/6/21,3:50,858
2017/6/21,3:55,869
2017/6/21,4:00,870
2017/6/21,4:05,865
2017/6/21,4:10,864
2017/6/21,4:15,863
2017/6/21,4:20,880
2017/6/21,4:25,882
2017/6/21,4:30,879
2017/6/21,4:35,877
2017/6/21,4:40,884
2017/6/21,4:45,885
2017/6/21,4:50,879
2017/6/21,4:55,876
2017/6/21,5:00,869
2017/6/21,5:05,881
2017/6/21,5:10,876
2017/6/21,5:15,878
2017/6/21,5:20,880
2017/6/21,5:25,878
2017/6/21,5:30,879
2017/6/21,5:35,873
2017/6/21,5:40,877
2017/6/21,5:45,864
2017/6/21,5:50,856
2017/6/21,5:55,864
2017/6/21,6:00,864
2017/6/21,6:05,867
2017/6/21,6:10,864
2017/6/21,6:15,857
2017/6/21,6:20,867
2017/6/21,6:25,865
2017/6/21,6:30,863
2017/6/21,6:35,859
2017/6/21,6:40,866
2017/6/21,6:45,871
2017/6/21,6:50,870
2017/6/21,6:55,859
2017/6/21,7:00,880
2017/6/21,7:05,885
2017/6/21,7:10,877
2017/6/21,7:15,878
2017/6/21,7:20,873
2017/6/21,7:25,874
2017/6/21,7:30,877
2017/6/21,7:35,881
2017/6/21,7:40,874
2017/6/21,7:45,875
2017/6/21,7:50,877
2017/6/21,7:55,868
2017/6/21,8:00,881
