2017/3/12 0:07 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1209,19:00～20:00,3/11,8:55,17,86

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1016,19:00～20:00,3/11,8:55

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2017/3/11,0:00,918,908,62
2017/3/11,1:00,941,929,63
2017/3/11,2:00,987,963,66
2017/3/11,3:00,1025,992,69
2017/3/11,4:00,1043,1002,70
2017/3/11,5:00,1036,991,70
2017/3/11,6:00,1060,1001,71
2017/3/11,7:00,1067,1000,72
2017/3/11,8:00,1023,976,69
2017/3/11,9:00,992,947,67
2017/3/11,10:00,949,910,64
2017/3/11,11:00,932,903,63
2017/3/11,12:00,905,869,61
2017/3/11,13:00,892,870,60
2017/3/11,14:00,860,836,58
2017/3/11,15:00,839,804,56
2017/3/11,16:00,870,833,58
2017/3/11,17:00,927,900,62
2017/3/11,18:00,1020,998,84
2017/3/11,19:00,1049,1016,87
2017/3/11,20:00,1038,1002,86
2017/3/11,21:00,998,971,83
2017/3/11,22:00,950,927,79
2017/3/11,23:00,901,886,75

最大使用率(%),時間帯
87,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1223,19:00～20:00,3/11,17:55,23,81

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
982,19:00～20:00,3/11,17:55

DATE,TIME,当日実績(５分間隔値）(万kW)
2017/3/11,0:00,925
2017/3/11,0:05,929
2017/3/11,0:10,927
2017/3/11,0:15,931
2017/3/11,0:20,923
2017/3/11,0:25,923
2017/3/11,0:30,910
2017/3/11,0:35,904
2017/3/11,0:40,902
2017/3/11,0:45,923
2017/3/11,0:50,919
2017/3/11,0:55,911
2017/3/11,1:00,930
2017/3/11,1:05,931
2017/3/11,1:10,935
2017/3/11,1:15,924
2017/3/11,1:20,929
2017/3/11,1:25,933
2017/3/11,1:30,955
2017/3/11,1:35,950
2017/3/11,1:40,950
2017/3/11,1:45,947
2017/3/11,1:50,948
2017/3/11,1:55,957
2017/3/11,2:00,957
2017/3/11,2:05,968
2017/3/11,2:10,963
2017/3/11,2:15,979
2017/3/11,2:20,989
2017/3/11,2:25,991
2017/3/11,2:30,997
2017/3/11,2:35,991
2017/3/11,2:40,1006
2017/3/11,2:45,1002
2017/3/11,2:50,1004
2017/3/11,2:55,1006
2017/3/11,3:00,1001
2017/3/11,3:05,1021
2017/3/11,3:10,1027
2017/3/11,3:15,1029
2017/3/11,3:20,1020
2017/3/11,3:25,1017
2017/3/11,3:30,1027
2017/3/11,3:35,1037
2017/3/11,3:40,1028
2017/3/11,3:45,1023
2017/3/11,3:50,1033
2017/3/11,3:55,1043
2017/3/11,4:00,1045
2017/3/11,4:05,1045
2017/3/11,4:10,1047
2017/3/11,4:15,1041
2017/3/11,4:20,1049
2017/3/11,4:25,1049
2017/3/11,4:30,1034
2017/3/11,4:35,1041
2017/3/11,4:40,1040
2017/3/11,4:45,1043
2017/3/11,4:50,1044
2017/3/11,4:55,1040
