2018/02/25 23:57 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
142,18:00～19:00,02月25日,20:30,61,61

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
89,18:00～19:00,02月25日,20:30

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2018/02/25,00:00,68,70,47
2018/02/25,01:00,66,69,46
2018/02/25,02:00,67,70,47
2018/02/25,03:00,69,72,48
2018/02/25,04:00,69,71,48
2018/02/25,05:00,66,68,46
2018/02/25,06:00,63,66,44
2018/02/25,07:00,65,69,45
2018/02/25,08:00,70,73,49
2018/02/25,09:00,73,76,51
2018/02/25,10:00,76,77,53
2018/02/25,11:00,76,81,53
2018/02/25,12:00,77,82,54
2018/02/25,13:00,76,80,53
2018/02/25,14:00,80,82,56
2018/02/25,15:00,79,82,55
2018/02/25,16:00,78,83,54
2018/02/25,17:00,81,85,57
2018/02/25,18:00,85,89,59
2018/02/25,19:00,87,89,61
2018/02/25,20:00,85,87,59
2018/02/25,21:00,81,83,57
2018/02/25,22:00,75,78,52
2018/02/25,23:00,,73,

最大使用率(%),時間帯
61,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
155,15:00～16:00,02月25日,14:42,72,58

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
88,15:00～16:00,02月25日,14:42

DATE,TIME,当日実績(5分間隔値)(万kW)
2018/02/25,00:00,71
2018/02/25,00:05,71
2018/02/25,00:10,71
2018/02/25,00:15,70
2018/02/25,00:20,68
2018/02/25,00:25,66
2018/02/25,00:30,66
2018/02/25,00:35,69
2018/02/25,00:40,69
2018/02/25,00:45,68
2018/02/25,00:50,68
2018/02/25,00:55,66
2018/02/25,01:00,67
2018/02/25,01:05,68
2018/02/25,01:10,68
2018/02/25,01:15,67
2018/02/25,01:20,67
2018/02/25,01:25,64
2018/02/25,01:30,64
2018/02/25,01:35,65
2018/02/25,01:40,67
2018/02/25,01:45,68
2018/02/25,01:50,68
2018/02/25,01:55,66
2018/02/25,02:00,66
2018/02/25,02:05,67
2018/02/25,02:10,68
2018/02/25,02:15,68
2018/02/25,02:20,68
2018/02/25,02:25,65
2018/02/25,02:30,65
2018/02/25,02:35,68
2018/02/25,02:40,70
2018/02/25,02:45,70
2018/02/25,02:50,70
2018/02/25,02:55,69
2018/02/25,03:00,70
2018/02/25,03:05,70
2018/02/25,03:10,71
2018/02/25,03:15,71
2018/02/25,03:20,70
2018/02/25,03:25,68
2018/02/25,03:30,69
2018/02/25,03:35,71
2018/02/25,03:40,71
2018/02/25,03:45,71
2018/02/25,03:50,72
2018/02/25,03:55,69
2018/02/25,04:00,71
2018/02/25,04:05,71
2018/02/25,04:10,71
2018/02/25,04:15,71
2018/02/25,04:20,68
2018/02/25,04:25,67
2018/02/25,04:30,67
2018/02/25,04:35,70
2018/02/25,04:40,70
2018/02/25,04:45,71
2018/02/25,04:50,71
2018/02/25,04:55,68
2018/02/25,05:00,69
2018/02/25,05:05,70
2018/02/25,05:10,70
2018/02/25,05:15,69
2018/02/25,05:20,67
2018/02/25,05:25,65
2018/02/25,05:30,64
2018/02/25,05:35,66
2018/02/25,05:40,66
2018/02/25,05:45,66
2018/02/25,05:50,66
2018/02/25,05:55,63
2018/02/25,06:00,65
2018/02/25,06:05,65
2018/02/25,06:10,65
2018/02/25,06:15,64
2018/02/25,06:20,62
2018/02/25,06:25,61
2018/02/25,06:30,64
2018/02/25,06:35,65
2018/02/25,06:40,65
2018/02/25,06:45,65
2018/02/25,06:50,64
2018/02/25,06:55,65
2018/02/25,07:00,66
2018/02/25,07:05,66
2018/02/25,07:10,66
2018/02/25,07:15,64
2018/02/25,07:20,63
2018/02/25,07:25,64
2018/02/25,07:30,67
2018/02/25,07:35,68
2018/02/25,07:40,68
2018/02/25,07:45,67
2018/02/25,07:50,67
2018/02/25,07:55,68
2018/02/25,08:00,69
2018/02/25,08:05,71
2018/02/25,08:10,69
2018/02/25,08:15,68
2018/02/25,08:20,68
2018/02/25,08:25,71
2018/02/25,08:30,70
2018/02/25,08:35,72
2018/02/25,08:40,70
2018/02/25,08:45,70
2018/02/25,08:50,72
2018/02/25,08:55,73
2018/02/25,09:00,74
2018/02/25,09:05,73
2018/02/25,09:10,71
2018/02/25,09:15,72
2018/02/25,09:20,74
2018/02/25,09:25,74
2018/02/25,09:30,75
2018/02/25,09:35,77
2018/02/25,09:40,74
2018/02/25,09:45,75
2018/02/25,09:50,76
2018/02/25,09:55,76
2018/02/25,10:00,76
2018/02/25,10:05,76
2018/02/25,10:10,74
2018/02/25,10:15,74
2018/02/25,10:20,75
2018/02/25,10:25,76
2018/02/25,10:30,76
2018/02/25,10:35,78
2018/02/25,10:40,77
2018/02/25,10:45,78
2018/02/25,10:50,80
2018/02/25,10:55,81
2018/02/25,11:00,81
2018/02/25,11:05,77
2018/02/25,11:10,76
2018/02/25,11:15,76
2018/02/25,11:20,78
2018/02/25,11:25,79
2018/02/25,11:30,79
2018/02/25,11:35,77
2018/02/25,11:40,75
2018/02/25,11:45,78
2018/02/25,11:50,78
2018/02/25,11:55,78
2018/02/25,12:00,77
2018/02/25,12:05,78
2018/02/25,12:10,76
2018/02/25,12:15,77
2018/02/25,12:20,76
2018/02/25,12:25,76
2018/02/25,12:30,79
2018/02/25,12:35,78
2018/02/25,12:40,77
2018/02/25,12:45,79
2018/02/25,12:50,79
2018/02/25,12:55,79
2018/02/25,13:00,79
2018/02/25,13:05,74
2018/02/25,13:10,76
2018/02/25,13:15,78
2018/02/25,13:20,78
2018/02/25,13:25,79
2018/02/25,13:30,76
2018/02/25,13:35,79
2018/02/25,13:40,79
2018/02/25,13:45,79
2018/02/25,13:50,78
2018/02/25,13:55,75
2018/02/25,14:00,72
2018/02/25,14:05,81
2018/02/25,14:10,81
2018/02/25,14:15,80
2018/02/25,14:20,78
2018/02/25,14:25,78
2018/02/25,14:30,80
2018/02/25,14:35,80
2018/02/25,14:40,82
2018/02/25,14:45,82
2018/02/25,14:50,81
2018/02/25,14:55,82
2018/02/25,15:00,85
2018/02/25,15:05,81
2018/02/25,15:10,81
2018/02/25,15:15,79
2018/02/25,15:20,80
2018/02/25,15:25,80
2018/02/25,15:30,79
2018/02/25,15:35,80
2018/02/25,15:40,80
2018/02/25,15:45,78
2018/02/25,15:50,79
2018/02/25,15:55,82
2018/02/25,16:00,82
2018/02/25,16:05,79
2018/02/25,16:10,77
2018/02/25,16:15,78
2018/02/25,16:20,78
2018/02/25,16:25,78
2018/02/25,16:30,79
2018/02/25,16:35,78
2018/02/25,16:40,78
2018/02/25,16:45,78
2018/02/25,16:50,80
2018/02/25,16:55,82
2018/02/25,17:00,82
2018/02/25,17:05,82
2018/02/25,17:10,81
2018/02/25,17:15,82
2018/02/25,17:20,84
2018/02/25,17:25,85
2018/02/25,17:30,85
2018/02/25,17:35,79
2018/02/25,17:40,79
2018/02/25,17:45,81
2018/02/25,17:50,83
2018/02/25,17:55,84
2018/02/25,18:00,84
2018/02/25,18:05,81
2018/02/25,18:10,84
2018/02/25,18:15,85
2018/02/25,18:20,86
2018/02/25,18:25,86
2018/02/25,18:30,84
2018/02/25,18:35,84
2018/02/25,18:40,87
2018/02/25,18:45,89
2018/02/25,18:50,90
2018/02/25,18:55,89
2018/02/25,19:00,88
2018/02/25,19:05,89
2018/02/25,19:10,89
2018/02/25,19:15,89
2018/02/25,19:20,88
2018/02/25,19:25,86
2018/02/25,19:30,86
2018/02/25,19:35,88
2018/02/25,19:40,88
2018/02/25,19:45,89
2018/02/25,19:50,86
2018/02/25,19:55,87
2018/02/25,20:00,88
2018/02/25,20:05,88
2018/02/25,20:10,88
2018/02/25,20:15,84
2018/02/25,20:20,83
2018/02/25,20:25,83
2018/02/25,20:30,85
2018/02/25,20:35,86
2018/02/25,20:40,86
2018/02/25,20:45,85
2018/02/25,20:50,84
2018/02/25,20:55,85
2018/02/25,21:00,85
2018/02/25,21:05,85
2018/02/25,21:10,83
2018/02/25,21:15,80
2018/02/25,21:20,81
2018/02/25,21:25,83
2018/02/25,21:30,83
2018/02/25,21:35,82
2018/02/25,21:40,79
2018/02/25,21:45,82
2018/02/25,21:50,81
2018/02/25,21:55,81
2018/02/25,22:00,80
2018/02/25,22:05,77
2018/02/25,22:10,76
2018/02/25,22:15,77
2018/02/25,22:20,78
2018/02/25,22:25,77
2018/02/25,22:30,77
