2020/10/28 11:31 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
2728,14:00～15:00,08月27日,07:28,12,90

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2444,14:00～15:00,08月27日,07:28

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2585,16:00～17:00,08月27日,07:28,9,91

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2364,16:00～17:00,08月27日,07:28

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/08/27,00:00,1497,1504,70,2138
2020/08/27,01:00,1413,1410,67,2113
2020/08/27,02:00,1370,1380,66,2086
2020/08/27,03:00,1362,1376,66,2070
2020/08/27,04:00,1367,1377,66,2079
2020/08/27,05:00,1376,1386,67,2059
2020/08/27,06:00,1470,1460,71,2066
2020/08/27,07:00,1691,1676,78,2171
2020/08/27,08:00,2064,2050,87,2382
2020/08/27,09:00,2324,2290,90,2589
2020/08/27,10:00,2386,2353,90,2660
2020/08/27,11:00,2421,2398,89,2711
2020/08/27,12:00,2343,2326,89,2630
2020/08/27,13:00,2457,2439,89,2758
2020/08/27,14:00,2486,2444,91,2728
2020/08/27,15:00,2442,2417,92,2656
2020/08/27,16:00,2387,2364,92,2585
2020/08/27,17:00,2228,2198,92,2425
2020/08/27,18:00,2162,2114,92,2350
2020/08/27,19:00,2052,2013,90,2276
2020/08/27,20:00,1945,1915,89,2176
2020/08/27,21:00,1831,1812,87,2099
2020/08/27,22:00,1735,1718,82,2115
2020/08/27,23:00,1639,1622,76,2150

最大使用率(%),時間帯
92,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
2701,14:00～15:00,08月28日,07:19,10,91

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2445,14:00～15:00,08月28日,07:19

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2308,18:00～19:00,08月28日,07:19,10,91

