2017/8/18 0:08 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1642,11:00～12:00,8/17,9:00,22,82

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1350,11:00～12:00,8/17,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2017/8/17,0:00,847,890,74
2017/8/17,1:00,810,840,70
2017/8/17,2:00,799,820,69
2017/8/17,3:00,813,850,69
2017/8/17,4:00,844,880,72
2017/8/17,5:00,860,910,73
2017/8/17,6:00,877,930,71
2017/8/17,7:00,944,995,72
2017/8/17,8:00,1102,1115,76
2017/8/17,9:00,1245,1240,80
2017/8/17,10:00,1307,1310,80
2017/8/17,11:00,1358,1350,83
2017/8/17,12:00,1362,1325,83
2017/8/17,13:00,1405,1330,86
2017/8/17,14:00,1374,1325,86
2017/8/17,15:00,1377,1330,84
2017/8/17,16:00,1358,1330,86
2017/8/17,17:00,1338,1315,89
2017/8/17,18:00,1309,1280,91
2017/8/17,19:00,1286,1280,91
2017/8/17,20:00,1212,1220,88
2017/8/17,21:00,1141,1150,84
2017/8/17,22:00,1072,1065,80
2017/8/17,23:00,982,980,74

最大使用率(%),時間帯
91,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1623,16:00～17:00,8/17,18:00,18,85

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1400,16:00～17:00,8/17,18:00

DATE,TIME,当日実績(５分間隔値）(万kW)
2017/8/17,0:00,873
2017/8/17,0:05,877
2017/8/17,0:10,878
2017/8/17,0:15,859
2017/8/17,0:20,861
2017/8/17,0:25,851
2017/8/17,0:30,846
2017/8/17,0:35,843
2017/8/17,0:40,826
2017/8/17,0:45,824
2017/8/17,0:50,816
2017/8/17,0:55,814
2017/8/17,1:00,825
2017/8/17,1:05,819
2017/8/17,1:10,827
2017/8/17,1:15,816
2017/8/17,1:20,816
2017/8/17,1:25,810
2017/8/17,1:30,794
2017/8/17,1:35,797
2017/8/17,1:40,794
2017/8/17,1:45,807
2017/8/17,1:50,814
2017/8/17,1:55,803
2017/8/17,2:00,803
2017/8/17,2:05,797
2017/8/17,2:10,794
2017/8/17,2:15,800
2017/8/17,2:20,785
2017/8/17,2:25,788
2017/8/17,2:30,794
2017/8/17,2:35,803
2017/8/17,2:40,798
2017/8/17,2:45,803
2017/8/17,2:50,808
2017/8/17,2:55,814
2017/8/17,3:00,808
2017/8/17,3:05,807
2017/8/17,3:10,803
2017/8/17,3:15,803
2017/8/17,3:20,809
2017/8/17,3:25,811
2017/8/17,3:30,817
2017/8/17,3:35,811
2017/8/17,3:40,820
2017/8/17,3:45,823
2017/8/17,3:50,820
2017/8/17,3:55,825
2017/8/17,4:00,824
2017/8/17,4:05,817
2017/8/17,4:10,830
2017/8/17,4:15,850
2017/8/17,4:20,848
2017/8/17,4:25,846
2017/8/17,4:30,849
2017/8/17,4:35,851
2017/8/17,4:40,852
2017/8/17,4:45,860
2017/8/17,4:50,854
2017/8/17,4:55,844
2017/8/17,5:00,860
2017/8/17,5:05,861
2017/8/17,5:10,858
2017/8/17,5:15,866
2017/8/17,5:20,855
2017/8/17,5:25,870
2017/8/17,5:30,868
2017/8/17,5:35,864
2017/8/17,5:40,856
2017/8/17,5:45,853
2017/8/17,5:50,841
2017/8/17,5:55,864
2017/8/17,6:00,864
2017/8/17,6:05,873
2017/8/17,6:10,867
2017/8/17,6:15,877
2017/8/17,6:20,870
2017/8/17,6:25,874
2017/8/17,6:30,878
2017/8/17,6:35,879
2017/8/17,6:40,886
2017/8/17,6:45,887
2017/8/17,6:50,878
2017/8/17,6:55,892
2017/8/17,7:00,905
2017/8/17,7:05,916
2017/8/17,7:10,917
2017/8/17,7:15,925
2017/8/17,7:20,935
2017/8/17,7:25,924
2017/8/17,7:30,945
2017/8/17,7:35,955
2017/8/17,7:40,960
2017/8/17,7:45,966
2017/8/17,7:50,993
2017/8/17,7:55,993
2017/8/17,8:00,1005
2017/8/17,8:05,1038
2017/8/17,8:10,1044
2017/8/17,8:15,1068
2017/8/17,8:20,1088
2017/8/17,8:25,1081
2017/8/17,8:30,1125
2017/8/17,8:35,1128
2017/8/17,8:40,1152
2017/8/17,8:45,1161
2017/8/17,8:50,1154
2017/8/17,8:55,1182
2017/8/17,9:00,1196
2017/8/17,9:05,1186
2017/8/17,9:10,1197
2017/8/17,9:15,1204
2017/8/17,9:20,1211
2017/8/17,9:25,1244
2017/8/17,9:30,1252
2017/8/17,9:35,1275
2017/8/17,9:40,1284
2017/8/17,9:45,1280
2017/8/17,9:50,1321
2017/8/17,9:55,1295
2017/8/17,10:00,1283
2017/8/17,10:05,1291
2017/8/17,10:10,1287
2017/8/17,10:15,1287
2017/8/17,10:20,1322
2017/8/17,10:25,1285
2017/8/17,10:30,1295
2017/8/17,10:35,1321
2017/8/17,10:40,1345
2017/8/17,10:45,1316
2017/8/17,10:50,1297
2017/8/17,10:55,1359
2017/8/17,11:00,1365
2017/8/17,11:05,1308
2017/8/17,11:10,1326
2017/8/17,11:15,1290
2017/8/17,11:20,1342
2017/8/17,11:25,1376
2017/8/17,11:30,1386
2017/8/17,11:35,1402
2017/8/17,11:40,1393
2017/8/17,11:45,1354
2017/8/17,11:50,1400
2017/8/17,11:55,1354
2017/8/17,12:00,1283
2017/8/17,12:05,1317
2017/8/17,12:10,1357
2017/8/17,12:15,1355
2017/8/17,12:20,1349
2017/8/17,12:25,1361
2017/8/17,12:30,1389
2017/8/17,12:35,1365
2017/8/17,12:40,1369
2017/8/17,12:45,1390
2017/8/17,12:50,1406
2017/8/17,12:55,1402
2017/8/17,13:00,1374
2017/8/17,13:05,1391
2017/8/17,13:10,1386
2017/8/17,13:15,1396
2017/8/17,13:20,1438
2017/8/17,13:25,1457
2017/8/17,13:30,1402
2017/8/17,13:35,1430
2017/8/17,13:40,1349
2017/8/17,13:45,1434
2017/8/17,13:50,1403
2017/8/17,13:55,1403
2017/8/17,14:00,1375
2017/8/17,14:05,1389
2017/8/17,14:10,1360
2017/8/17,14:15,1358
2017/8/17,14:20,1421
2017/8/17,14:25,1425
2017/8/17,14:30,1360
2017/8/17,14:35,1366
2017/8/17,14:40,1350
2017/8/17,14:45,1382
2017/8/17,14:50,1340
2017/8/17,14:55,1367
2017/8/17,15:00,1389
2017/8/17,15:05,1363
2017/8/17,15:10,1371
2017/8/17,15:15,1361
2017/8/17,15:20,1367
2017/8/17,15:25,1381
2017/8/17,15:30,1390
2017/8/17,15:35,1396
2017/8/17,15:40,1394
2017/8/17,15:45,1362
2017/8/17,15:50,1398
2017/8/17,15:55,1354
2017/8/17,16:00,1362
2017/8/17,16:05,1366
2017/8/17,16:10,1339
2017/8/17,16:15,1362
2017/8/17,16:20,1360
2017/8/17,16:25,1349
2017/8/17,16:30,1375
2017/8/17,16:35,1351
2017/8/17,16:40,1347
2017/8/17,16:45,1367
2017/8/17,16:50,1349
2017/8/17,16:55,1373
2017/8/17,17:00,1343
2017/8/17,17:05,1367
2017/8/17,17:10,1346
2017/8/17,17:15,1347
2017/8/17,17:20,1339
2017/8/17,17:25,1332
2017/8/17,17:30,1329
2017/8/17,17:35,1336
2017/8/17,17:40,1335
2017/8/17,17:45,1329
2017/8/17,17:50,1325
2017/8/17,17:55,1328
2017/8/17,18:00,1322
2017/8/17,18:05,1317
2017/8/17,18:10,1309
2017/8/17,18:15,1312
2017/8/17,18:20,1305
2017/8/17,18:25,1312
2017/8/17,18:30,1301
2017/8/17,18:35,1298
2017/8/17,18:40,1313
2017/8/17,18:45,1316
2017/8/17,18:50,1302
2017/8/17,18:55,1303
2017/8/17,19:00,1288
2017/8/17,19:05,1311
2017/8/17,19:10,1295
2017/8/17,19:15,1292
2017/8/17,19:20,1300
2017/8/17,19:25,1287
2017/8/17,19:30,1281
2017/8/17,19:35,1286
2017/8/17,19:40,1271
2017/8/17,19:45,1272
2017/8/17,19:50,1277
2017/8/17,19:55,1268
2017/8/17,20:00,1248
2017/8/17,20:05,1245
2017/8/17,20:10,1229
2017/8/17,20:15,1222
2017/8/17,20:20,1223
2017/8/17,20:25,1220
2017/8/17,20:30,1208
2017/8/17,20:35,1201
2017/8/17,20:40,1201
2017/8/17,20:45,1193
2017/8/17,20:50,1175
2017/8/17,20:55,1186
2017/8/17,21:00,1178
2017/8/17,21:05,1163
2017/8/17,21:10,1169
2017/8/17,21:15,1164
2017/8/17,21:20,1162
2017/8/17,21:25,1137
2017/8/17,21:30,1141
2017/8/17,21:35,1115
2017/8/17,21:40,1122
2017/8/17,21:45,1121
2017/8/17,21:50,1109
2017/8/17,21:55,1106
2017/8/17,22:00,1106
2017/8/17,22:05,1083
2017/8/17,22:10,1089
2017/8/17,22:15,1095
2017/8/17,22:20,1089
2017/8/17,22:25,1079
2017/8/17,22:30,1074
2017/8/17,22:35,1063
2017/8/17,22:40,1059
2017/8/17,22:45,1062
2017/8/17,22:50,1041
2017/8/17,22:55,1026
2017/8/17,23:00,1012
2017/8/17,23:05,1002
2017/8/17,23:10,998
2017/8/17,23:15,1006
2017/8/17,23:20,1001
2017/8/17,23:25,994
2017/8/17,23:30,986
2017/8/17,23:35,965
2017/8/17,23:40,965
2017/8/17,23:45,964
2017/8/17,23:50,946
2017/8/17,23:55,941
