2016/12/21 0:06 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1325,14:00～15:00,12/20,8:55,28,78

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1034,14:00～15:00,12/20,8:55

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/12/20,0:00,844,843,64
2016/12/20,1:00,869,843,66
2016/12/20,2:00,911,885,69
2016/12/20,3:00,950,924,72
2016/12/20,4:00,978,942,74
2016/12/20,5:00,966,945,73
2016/12/20,6:00,1006,979,76
2016/12/20,7:00,1048,1015,79
2016/12/20,8:00,1092,1046,82
2016/12/20,9:00,1120,1090,84
2016/12/20,10:00,1095,1081,83
2016/12/20,11:00,1093,1079,82
2016/12/20,12:00,1025,1012,77
2016/12/20,13:00,1054,1033,80
2016/12/20,14:00,1026,1042,77
2016/12/20,15:00,1020,1039,77
2016/12/20,16:00,1050,1060,79
2016/12/20,17:00,1107,1112,84
2016/12/20,18:00,1126,1127,86
2016/12/20,19:00,1095,1092,83
2016/12/20,20:00,1050,1049,80
2016/12/20,21:00,1004,1003,76
2016/12/20,22:00,942,954,72
2016/12/20,23:00,890,888,68

最大使用率(%),時間帯
86,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1380,13:00～14:00,12/20,17:55,39,72

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
993,13:00～14:00,12/20,17:55

DATE,TIME,当日実績(５分間隔値）(万kW)
2016/12/20,0:00,856
2016/12/20,0:05,864
2016/12/20,0:10,859
2016/12/20,0:15,860
2016/12/20,0:20,856
2016/12/20,0:25,844
2016/12/20,0:30,837
2016/12/20,0:35,832
2016/12/20,0:40,841
2016/12/20,0:45,832
2016/12/20,0:50,823
2016/12/20,0:55,831
2016/12/20,1:00,844
2016/12/20,1:05,852
2016/12/20,1:10,854
2016/12/20,1:15,861
2016/12/20,1:20,869
2016/12/20,1:25,870
2016/12/20,1:30,880
2016/12/20,1:35,877
2016/12/20,1:40,881
2016/12/20,1:45,879
2016/12/20,1:50,885
2016/12/20,1:55,881
2016/12/20,2:00,895
2016/12/20,2:05,906
2016/12/20,2:10,890
2016/12/20,2:15,910
2016/12/20,2:20,894
2016/12/20,2:25,897
2016/12/20,2:30,910
2016/12/20,2:35,911
2016/12/20,2:40,924
2016/12/20,2:45,929
2016/12/20,2:50,928
2016/12/20,2:55,943
2016/12/20,3:00,956
2016/12/20,3:05,928
2016/12/20,3:10,933
2016/12/20,3:15,948
2016/12/20,3:20,946
2016/12/20,3:25,959
2016/12/20,3:30,945
2016/12/20,3:35,959
2016/12/20,3:40,956
2016/12/20,3:45,956
2016/12/20,3:50,963
2016/12/20,3:55,952
2016/12/20,4:00,970
2016/12/20,4:05,980
2016/12/20,4:10,968
2016/12/20,4:15,981
2016/12/20,4:20,979
2016/12/20,4:25,978
2016/12/20,4:30,987
2016/12/20,4:35,983
2016/12/20,4:40,984
2016/12/20,4:45,973
2016/12/20,4:50,974
2016/12/20,4:55,972
2016/12/20,5:00,983
2016/12/20,5:05,957
2016/12/20,5:10,969
2016/12/20,5:15,975
