2018/6/12 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4714,14:00～15:00,6/12,8:30,16,86

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4067,14:00～15:00,6/12,8:30

DATE,TIME,当日実績(万kW),予測値（万kW),使用率(%)
2018/6/12,0:00,2571,2587,54
2018/6/12,1:00,2438,2447,51
2018/6/12,2:00,2403,2398,50
2018/6/12,3:00,2422,2418,51
2018/6/12,4:00,2450,2447,51
2018/6/12,5:00,2467,2477,52
2018/6/12,6:00,2639,2660,55
2018/6/12,7:00,2910,2934,61
2018/6/12,8:00,3263,3334,69
2018/6/12,9:00,3542,3666,75
2018/6/12,10:00,3606,3801,76
2018/6/12,11:00,3662,3925,77
2018/6/12,12:00,3531,3834,74
2018/6/12,13:00,3689,4026,78
2018/6/12,14:00,3741,4067,79
2018/6/12,15:00,3689,4016,78
2018/6/12,16:00,3687,3992,78
2018/6/12,17:00,3572,3798,75
2018/6/12,18:00,3529,3719,74
2018/6/12,19:00,3486,3693,73
2018/6/12,20:00,3319,3471,70
2018/6/12,21:00,3125,3263,66
2018/6/12,22:00,2982,3121,63
2018/6/12,23:00,2791,2892,59

最大使用率(%),時間帯
79,14:00～15:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4713,14:00～15:00,6/12,17:30,22,82

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3822,13:00～14:00,6/12,17:30

DATE,TIME,当日実績（５分間隔値）(万kW)
2018/6/12,0:00,2661
2018/6/12,0:05,2632
2018/6/12,0:10,2634
2018/6/12,0:15,2608
2018/6/12,0:20,2601
2018/6/12,0:25,2581
2018/6/12,0:30,2567
2018/6/12,0:35,2538
2018/6/12,0:40,2514
2018/6/12,0:45,2526
2018/6/12,0:50,2504
2018/6/12,0:55,2485
2018/6/12,1:00,2487
2018/6/12,1:05,2473
2018/6/12,1:10,2458
2018/6/12,1:15,2458
2018/6/12,1:20,2441
2018/6/12,1:25,2435
2018/6/12,1:30,2431
2018/6/12,1:35,2430
2018/6/12,1:40,2408
2018/6/12,1:45,2413
2018/6/12,1:50,2408
2018/6/12,1:55,2413
2018/6/12,2:00,2405
2018/6/12,2:05,2401
2018/6/12,2:10,2404
2018/6/12,2:15,2395
2018/6/12,2:20,2396
2018/6/12,2:25,2414
2018/6/12,2:30,2396
2018/6/12,2:35,2403
2018/6/12,2:40,2408
2018/6/12,2:45,2398
2018/6/12,2:50,2410
2018/6/12,2:55,2407
2018/6/12,3:00,2416
2018/6/12,3:05,2414
2018/6/12,3:10,2412
2018/6/12,3:15,2412
2018/6/12,3:20,2421
2018/6/12,3:25,2419
2018/6/12,3:30,2432
2018/6/12,3:35,2416
2018/6/12,3:40,2434
2018/6/12,3:45,2432
2018/6/12,3:50,2433
2018/6/12,3:55,2429
2018/6/12,4:00,2445
2018/6/12,4:05,2450
2018/6/12,4:10,2462
2018/6/12,4:15,2453
2018/6/12,4:20,2451
2018/6/12,4:25,2445
2018/6/12,4:30,2441
2018/6/12,4:35,2454
2018/6/12,4:40,2462
2018/6/12,4:45,2455
2018/6/12,4:50,2447
2018/6/12,4:55,2432
2018/6/12,5:00,2422
2018/6/12,5:05,2456
2018/6/12,5:10,2452
2018/6/12,5:15,2458
2018/6/12,5:20,2455
2018/6/12,5:25,2461
2018/6/12,5:30,2462
2018/6/12,5:35,2486
2018/6/12,5:40,2485
2018/6/12,5:45,2474
