2020/9/29 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1217,11:00～12:00,9月28日,10:12,34,75

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
910,11:00～12:00,9月28日,10:12

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1041,18:00～19:00,9月28日,10:12,16,86

使用率ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
895,18:00～19:00,9月28日,10:12

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/9/28,0:00,615,618,67,923
2020/9/28,1:00,608,610,66,918
2020/9/28,2:00,625,622,66,943
2020/9/28,3:00,660,650,70,944
2020/9/28,4:00,684,673,72,956
2020/9/28,5:00,691,681,71,976
2020/9/28,6:00,682,691,70,975
2020/9/28,7:00,699,734,65,1073
2020/9/28,8:00,781,794,69,1129
2020/9/28,9:00,862,863,73,1188
2020/9/28,10:00,896,897,74,1212
2020/9/28,11:00,899,910,74,1217
2020/9/28,12:00,831,860,69,1196
2020/9/28,13:00,858,902,73,1174
2020/9/28,14:00,868,909,76,1143
2020/9/28,15:00,861,898,79,1092
2020/9/28,16:00,884,905,82,1076
2020/9/28,17:00,880,909,83,1066
2020/9/28,18:00,876,895,84,1041
2020/9/28,19:00,830,848,84,992
2020/9/28,20:00,790,806,81,978
2020/9/28,21:00,741,759,82,908
2020/9/28,22:00,740,743,78,945
2020/9/28,23:00,707,716,77,917

最大使用率(%),時間帯
84,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1112,14:00～15:00,9月28日,23:07,20,84

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
900,11:00～12:00,9月28日,18:02

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1058,17:00～18:00,9月28日,23:07,15,87

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
922,17:00～18:00,9月28日,18:02

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間隔値)(万kW),風力発電実績(5分間隔値)(万kW)
2020/9/28,0:00,628,0,27
2020/9/28,0:05,610,0,28
2020/9/28,0:10,619,0,29
2020/9/28,0:15,621,0,29
2020/9/28,0:20,625,0,29
2020/9/28,0:25,625,0,29
2020/9/28,0:30,618,0,29
2020/9/28,0:35,615,0,30
2020/9/28,0:40,616,0,31
2020/9/28,0:45,609,0,31
2020/9/28,0:50,604,0,31
2020/9/28,0:55,608,0,31
2020/9/28,1:00,605,0,31
2020/9/28,1:05,605,0,30
2020/9/28,1:10,604,0,29
2020/9/28,1:15,608,0,29
2020/9/28,1:20,610,0,28
2020/9/28,1:25,608,0,29
2020/9/28,1:30,609,0,30
2020/9/28,1:35,610,0,30
2020/9/28,1:40,607,0,30
2020/9/28,1:45,610,0,32
2020/9/28,1:50,608,0,33
2020/9/28,1:55,609,0,33
2020/9/28,2:00,614,0,36
2020/9/28,2:05,610,0,37
2020/9/28,2:10,614,0,37
2020/9/28,2:15,615,0,38
2020/9/28,2:20,618,0,39
2020/9/28,2:25,624,0,40
2020/9/28,2:30,625,0,40
2020/9/28,2:35,627,0,40
2020/9/28,2:40,624,0,40
2020/9/28,2:45,635,0,40
2020/9/28,2:50,638,0,44
2020/9/28,2:55,643,0,43
2020/9/28,3:00,648,0,43
2020/9/28,3:05,644,0,43
2020/9/28,3:10,653,0,42
2020/9/28,3:15,658,0,41
2020/9/28,3:20,656,0,41
2020/9/28,3:25,657,0,41
2020/9/28,3:30,657,0,40
2020/9/28,3:35,663,0,38
2020/9/28,3:40,664,0,37
2020/9/28,3:45,666,0,38
2020/9/28,3:50,669,0,40
2020/9/28,3:55,671,0,42
2020/9/28,4:00,673,0,45
2020/9/28,4:05,676,0,45
2020/9/28,4:10,676,0,44
2020/9/28,4:15,676,0,42
2020/9/28,4:20,680,0,41
2020/9/28,4:25,682,0,44
2020/9/28,4:30,687,0,47
2020/9/28,4:35,691,0,50
2020/9/28,4:40,693,0,51
2020/9/28,4:45,691,0,50
2020/9/28,4:50,688,0,50
2020/9/28,4:55,689,0,48
2020/9/28,5:00,692,0,49
2020/9/28,5:05,696,0,49
2020/9/28,5:10,692,0,47
2020/9/28,5:15,691,0,46
2020/9/28,5:20,693,0,47
2020/9/28,5:25,693,0,47
2020/9/28,5:30,689,0,48
2020/9/28,5:35,696,1,45
2020/9/28,5:40,694,1,44
2020/9/28,5:45,692,2,45
2020/9/28,5:50,687,5,44
2020/9/28,5:55,685,9,44
2020/9/28,6:00,685,14,46
2020/9/28,6:05,689,19,42
2020/9/28,6:10,688,24,42
2020/9/28,6:15,687,29,43
2020/9/28,6:20,678,34,44
2020/9/28,6:25,683,40,42
2020/9/28,6:30,676,45,39
2020/9/28,6:35,682,50,39
2020/9/28,6:40,684,57,38
2020/9/28,6:45,677,65,39
2020/9/28,6:50,681,71,39
2020/9/28,6:55,673,78,38
2020/9/28,7:00,675,90,37
2020/9/28,7:05,679,105,37
2020/9/28,7:10,689,120,36
2020/9/28,7:15,686,133,36
2020/9/28,7:20,681,142,38
2020/9/28,7:25,694,150,40
2020/9/28,7:30,693,161,38
2020/9/28,7:35,713,171,39
2020/9/28,7:40,706,181,38
2020/9/28,7:45,721,189,40
2020/9/28,7:50,711,198,41
2020/9/28,7:55,716,204,42
2020/9/28,8:00,722,213,44
2020/9/28,8:05,729,224,41
2020/9/28,8:10,735,234,41
2020/9/28,8:15,751,244,41
2020/9/28,8:20,760,255,40
2020/9/28,8:25,769,264,38
2020/9/28,8:30,780,268,38
2020/9/28,8:35,798,275,38
2020/9/28,8:40,807,291,39
2020/9/28,8:45,814,303,41
2020/9/28,8:50,821,309,42
2020/9/28,8:55,831,314,42
2020/9/28,9:00,835,318,41
2020/9/28,9:05,846,322,44
2020/9/28,9:10,851,328,46
2020/9/28,9:15,851,343,46
2020/9/28,9:20,847,351,47
2020/9/28,9:25,855,358,46
2020/9/28,9:30,872,361,44
2020/9/28,9:35,873,362,44
2020/9/28,9:40,877,362,44
2020/9/28,9:45,870,361,43
2020/9/28,9:50,867,366,45
2020/9/28,9:55,878,371,45
2020/9/28,10:00,876,369,46
2020/9/28,10:05,869,381,47
2020/9/28,10:10,875,378,45
2020/9/28,10:15,881,386,47
2020/9/28,10:20,895,388,45
2020/9/28,10:25,898,391,46
2020/9/28,10:30,900,393,44
2020/9/28,10:35,904,389,43
2020/9/28,10:40,908,389,45
2020/9/28,10:45,909,392,43
2020/9/28,10:50,904,394,42
2020/9/28,10:55,910,393,43
2020/9/28,11:00,908,395,42
2020/9/28,11:05,908,390,38
2020/9/28,11:10,909,388,39
2020/9/28,11:15,908,389,38
2020/9/28,11:20,902,389,39
2020/9/28,11:25,904,395,39
2020/9/28,11:30,905,390,37
2020/9/28,11:35,900,382,36
2020/9/28,11:40,897,370,37
2020/9/28,11:45,892,369,37
2020/9/28,11:50,885,366,37
2020/9/28,11:55,892,363,38
2020/9/28,12:00,877,370,38
2020/9/28,12:05,860,367,39
2020/9/28,12:10,844,360,38
2020/9/28,12:15,839,357,37
2020/9/28,12:20,834,356,38
2020/9/28,12:25,827,361,39
2020/9/28,12:30,817,356,39
2020/9/28,12:35,819,352,39
2020/9/28,12:40,822,349,39
2020/9/28,12:45,820,337,40
2020/9/28,12:50,819,339,39
2020/9/28,12:55,824,335,39
2020/9/28,13:00,829,334,38
2020/9/28,13:05,842,332,38
2020/9/28,13:10,850,326,40
2020/9/28,13:15,851,317,38
2020/9/28,13:20,855,313,36
2020/9/28,13:25,856,311,35
2020/9/28,13:30,852,308,36
2020/9/28,13:35,860,301,37
2020/9/28,13:40,864,303,35
2020/9/28,13:45,870,302,36
2020/9/28,13:50,870,298,36
2020/9/28,13:55,874,291,37
2020/9/28,14:00,873,282,36
2020/9/28,14:05,873,280,37
2020/9/28,14:10,870,278,35
2020/9/28,14:15,869,275,34
2020/9/28,14:20,870,272,34
2020/9/28,14:25,866,261,33
2020/9/28,14:30,862,253,33
2020/9/28,14:35,862,249,32
2020/9/28,14:40,868,251,32
2020/9/28,14:45,870,242,30
2020/9/28,14:50,865,237,30
2020/9/28,14:55,871,227,30
2020/9/28,15:00,862,218,28
2020/9/28,15:05,851,207,27
2020/9/28,15:10,853,197,27
2020/9/28,15:15,856,188,26
2020/9/28,15:20,860,176,25
2020/9/28,15:25,862,167,25
2020/9/28,15:30,859,157,24
2020/9/28,15:35,860,147,24
2020/9/28,15:40,866,137,23
