2016/4/7 23:07 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1208,18:00～19:00,4月6日,18:12,21.5,82

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
994,18:00～19:00,4月6日,18:12

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/4/7,0:00,792,0,66
2016/4/7,1:00,813,0,67
2016/4/7,2:00,833,0,69
2016/4/7,3:00,844,0,70
2016/4/7,4:00,865,0,72
2016/4/7,5:00,890,0,74
2016/4/7,6:00,901,0,75
2016/4/7,7:00,892,0,74
2016/4/7,8:00,980,0,81
2016/4/7,9:00,1060,0,88
2016/4/7,10:00,1059,0,88
2016/4/7,11:00,1067,0,88
2016/4/7,12:00,1002,0,83
2016/4/7,13:00,1055,0,87
2016/4/7,14:00,1058,0,88
2016/4/7,15:00,1037,0,86
2016/4/7,16:00,1043,0,86
2016/4/7,17:00,1031,0,85
2016/4/7,18:00,1036,0,86
2016/4/7,19:00,990,0,82
2016/4/7,20:00,935,0,77
2016/4/7,21:00,871,0,72
2016/4/7,22:00,846,0,70
2016/4/7,23:00,0,0,0

最大使用率(%),時間帯
88,9:00～10:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1183,18:00～19:00,4月7日,18:32,20.1,83

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
985,18:00～19:00,4月7日,18:32

DATE,TIME,当日実績(5分間隔値)(万kW)
2016/4/7,0:00,805
2016/4/7,0:05,803
2016/4/7,0:10,804
2016/4/7,0:15,796
2016/4/7,0:20,795
2016/4/7,0:25,795
2016/4/7,0:30,791
2016/4/7,0:35,787
2016/4/7,0:40,784
2016/4/7,0:45,781
2016/4/7,0:50,781
2016/4/7,0:55,787
2016/4/7,1:00,789
2016/4/7,1:05,797
2016/4/7,1:10,803
2016/4/7,1:15,805
2016/4/7,1:20,810
2016/4/7,1:25,811
2016/4/7,1:30,812
2016/4/7,1:35,821
2016/4/7,1:40,818
2016/4/7,1:45,820
2016/4/7,1:50,824
2016/4/7,1:55,831
2016/4/7,2:00,824
2016/4/7,2:05,823
2016/4/7,2:10,833
2016/4/7,2:15,829
2016/4/7,2:20,832
2016/4/7,2:25,832
2016/4/7,2:30,826
2016/4/7,2:35,828
2016/4/7,2:40,834
2016/4/7,2:45,839
2016/4/7,2:50,838
2016/4/7,2:55,842
2016/4/7,3:00,846
2016/4/7,3:05,843
2016/4/7,3:10,848
2016/4/7,3:15,848
2016/4/7,3:20,843
2016/4/7,3:25,847
2016/4/7,3:30,837
2016/4/7,3:35,839
2016/4/7,3:40,842
2016/4/7,3:45,847
2016/4/7,3:50,846
2016/4/7,3:55,843
2016/4/7,4:00,854
2016/4/7,4:05,862
2016/4/7,4:10,863
2016/4/7,4:15,860
2016/4/7,4:20,860
2016/4/7,4:25,861
2016/4/7,4:30,860
2016/4/7,4:35,869
2016/4/7,4:40,868
2016/4/7,4:45,872
2016/4/7,4:50,874
2016/4/7,4:55,870
2016/4/7,5:00,870
2016/4/7,5:05,884
2016/4/7,5:10,889
2016/4/7,5:15,892
2016/4/7,5:20,890
2016/4/7,5:25,890
2016/4/7,5:30,888
2016/4/7,5:35,893
2016/4/7,5:40,896
2016/4/7,5:45,893
2016/4/7,5:50,893
2016/4/7,5:55,891
2016/4/7,6:00,885
2016/4/7,6:05,908
