2016/12/22 0:07 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1270,14:00～15:00,12/21,14:00,26,79

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1004,14:00～15:00,12/21,14:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/12/21,0:00,834,766,66
2016/12/21,1:00,852,773,67
2016/12/21,2:00,901,813,71
2016/12/21,3:00,945,870,74
2016/12/21,4:00,968,902,76
2016/12/21,5:00,963,903,76
2016/12/21,6:00,993,925,78
2016/12/21,7:00,1037,949,82
2016/12/21,8:00,1044,969,82
2016/12/21,9:00,1031,998,81
2016/12/21,10:00,1025,997,81
2016/12/21,11:00,1012,1016,80
2016/12/21,12:00,991,955,78
2016/12/21,13:00,988,995,78
2016/12/21,14:00,995,995,78
2016/12/21,15:00,993,995,78
2016/12/21,16:00,1023,1027,81
2016/12/21,17:00,1077,1081,85
2016/12/21,18:00,1091,1090,86
2016/12/21,19:00,1056,1052,83
2016/12/21,20:00,1012,1003,80
2016/12/21,21:00,968,952,76
2016/12/21,22:00,923,909,73
2016/12/21,23:00,862,844,68

最大使用率(%),時間帯
86,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1216,14:00～15:00,12/21,17:55,19,84

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1022,14:00～15:00,12/21,17:55

DATE,TIME,当日実績(５分間隔値）(万kW)
2016/12/21,0:00,851
2016/12/21,0:05,859
2016/12/21,0:10,849
2016/12/21,0:15,842
2016/12/21,0:20,848
2016/12/21,0:25,841
2016/12/21,0:30,827
2016/12/21,0:35,819
2016/12/21,0:40,817
2016/12/21,0:45,819
2016/12/21,0:50,818
2016/12/21,0:55,822
2016/12/21,1:00,829
2016/12/21,1:05,845
2016/12/21,1:10,847
2016/12/21,1:15,849
2016/12/21,1:20,844
2016/12/21,1:25,845
2016/12/21,1:30,848
2016/12/21,1:35,853
2016/12/21,1:40,874
2016/12/21,1:45,858
2016/12/21,1:50,870
2016/12/21,1:55,870
2016/12/21,2:00,883
2016/12/21,2:05,875
2016/12/21,2:10,883
2016/12/21,2:15,895
2016/12/21,2:20,908
2016/12/21,2:25,902
2016/12/21,2:30,901
2016/12/21,2:35,919
2016/12/21,2:40,914
2016/12/21,2:45,899
2016/12/21,2:50,924
2016/12/21,2:55,908
2016/12/21,3:00,916
2016/12/21,3:05,928
2016/12/21,3:10,934
2016/12/21,3:15,932
2016/12/21,3:20,949
2016/12/21,3:25,946
2016/12/21,3:30,959
2016/12/21,3:35,961
2016/12/21,3:40,959
2016/12/21,3:45,954
2016/12/21,3:50,949
2016/12/21,3:55,950
2016/12/21,4:00,966
2016/12/21,4:05,962
2016/12/21,4:10,956
2016/12/21,4:15,971
2016/12/21,4:20,974
2016/12/21,4:25,969
2016/12/21,4:30,974
2016/12/21,4:35,967
2016/12/21,4:40,963
2016/12/21,4:45,971
2016/12/21,4:50,968
2016/12/21,4:55,972
2016/12/21,5:00,963
2016/12/21,5:05,966
2016/12/21,5:10,976
