2018/3/4 0:09 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1231,18:00～19:00,3/3,9:00,15,87

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1070,18:00～19:00,3/3,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2018/3/3,0:00,915,900,78
2018/3/3,1:00,940,920,79
2018/3/3,2:00,979,975,83
2018/3/3,3:00,1011,1015,84
2018/3/3,4:00,1019,1025,83
2018/3/3,5:00,1000,1005,81
2018/3/3,6:00,1019,1020,83
2018/3/3,7:00,1047,1020,82
2018/3/3,8:00,1050,1040,79
2018/3/3,9:00,1044,1020,79
2018/3/3,10:00,1039,985,78
2018/3/3,11:00,1039,975,78
2018/3/3,12:00,1014,940,76
2018/3/3,13:00,1029,945,80
2018/3/3,14:00,1037,960,82
2018/3/3,15:00,1046,950,85
2018/3/3,16:00,1069,945,88
2018/3/3,17:00,1089,1030,91
2018/3/3,18:00,1115,1070,91
2018/3/3,19:00,1100,1065,89
2018/3/3,20:00,1059,1030,87
2018/3/3,21:00,1003,990,87
2018/3/3,22:00,953,915,84
2018/3/3,23:00,894,860,79

最大使用率(%),時間帯
91,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1138,18:00～19:00,3/3,18:00,22,82

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
940,18:00～19:00,3/3,18:00

DATE,TIME,当日実績(５分間隔値）(万kW)
2018/3/3,0:00,947
2018/3/3,0:05,938
2018/3/3,0:10,932
2018/3/3,0:15,930
2018/3/3,0:20,922
2018/3/3,0:25,922
2018/3/3,0:30,922
2018/3/3,0:35,909
2018/3/3,0:40,901
2018/3/3,0:45,901
2018/3/3,0:50,894
2018/3/3,0:55,895
2018/3/3,1:00,913
2018/3/3,1:05,915
2018/3/3,1:10,937
2018/3/3,1:15,936
2018/3/3,1:20,938
2018/3/3,1:25,942
2018/3/3,1:30,943
2018/3/3,1:35,948
2018/3/3,1:40,960
2018/3/3,1:45,959
2018/3/3,1:50,960
2018/3/3,1:55,952
2018/3/3,2:00,960
2018/3/3,2:05,971
2018/3/3,2:10,976
2018/3/3,2:15,973
2018/3/3,2:20,971
2018/3/3,2:25,968
2018/3/3,2:30,979
2018/3/3,2:35,993
2018/3/3,2:40,994
2018/3/3,2:45,991
2018/3/3,2:50,1001
2018/3/3,2:55,1001
2018/3/3,3:00,1001
2018/3/3,3:05,999
2018/3/3,3:10,999
2018/3/3,3:15,1009
2018/3/3,3:20,1024
2018/3/3,3:25,1015
2018/3/3,3:30,1017
2018/3/3,3:35,1011
2018/3/3,3:40,1018
2018/3/3,3:45,1026
2018/3/3,3:50,1021
2018/3/3,3:55,1018
2018/3/3,4:00,1015
2018/3/3,4:05,1027
2018/3/3,4:10,1021
2018/3/3,4:15,1024
2018/3/3,4:20,1023
2018/3/3,4:25,1017
2018/3/3,4:30,1030
2018/3/3,4:35,1034
2018/3/3,4:40,1013
2018/3/3,4:45,1019
2018/3/3,4:50,1003
2018/3/3,4:55,1003
2018/3/3,5:00,1011
2018/3/3,5:05,1005
2018/3/3,5:10,1005
2018/3/3,5:15,1009
2018/3/3,5:20,1007
2018/3/3,5:25,1005
2018/3/3,5:30,1005
2018/3/3,5:35,1000
2018/3/3,5:40,989
2018/3/3,5:45,988
2018/3/3,5:50,982
2018/3/3,5:55,988
2018/3/3,6:00,990
2018/3/3,6:05,1010
2018/3/3,6:10,1009
2018/3/3,6:15,1008
2018/3/3,6:20,1019
2018/3/3,6:25,1021
2018/3/3,6:30,1024
2018/3/3,6:35,1019
2018/3/3,6:40,1018
2018/3/3,6:45,1034
2018/3/3,6:50,1043
2018/3/3,6:55,1044
2018/3/3,7:00,1030
2018/3/3,7:05,1052
2018/3/3,7:10,1047
2018/3/3,7:15,1060
2018/3/3,7:20,1059
2018/3/3,7:25,1056
2018/3/3,7:30,1046
2018/3/3,7:35,1045
2018/3/3,7:40,1043
2018/3/3,7:45,1052
2018/3/3,7:50,1057
2018/3/3,7:55,1043
2018/3/3,8:00,1041
2018/3/3,8:05,1046
2018/3/3,8:10,1046
2018/3/3,8:15,1040
2018/3/3,8:20,1039
2018/3/3,8:25,1047
2018/3/3,8:30,1067
2018/3/3,8:35,1071
2018/3/3,8:40,1055
2018/3/3,8:45,1060
2018/3/3,8:50,1055
2018/3/3,8:55,1058
2018/3/3,9:00,1057
2018/3/3,9:05,1063
2018/3/3,9:10,1049
2018/3/3,9:15,1058
2018/3/3,9:20,1050
2018/3/3,9:25,1048
2018/3/3,9:30,1040
2018/3/3,9:35,1039
2018/3/3,9:40,1043
2018/3/3,9:45,1034
2018/3/3,9:50,1045
2018/3/3,9:55,1034
2018/3/3,10:00,1047
2018/3/3,10:05,1048
2018/3/3,10:10,1038
2018/3/3,10:15,1051
2018/3/3,10:20,1032
2018/3/3,10:25,1040
2018/3/3,10:30,1044
2018/3/3,10:35,1043
2018/3/3,10:40,1049
2018/3/3,10:45,1025
2018/3/3,10:50,1028
2018/3/3,10:55,1038
2018/3/3,11:00,1047
2018/3/3,11:05,1051
2018/3/3,11:10,1047
2018/3/3,11:15,1043
2018/3/3,11:20,1041
2018/3/3,11:25,1040
2018/3/3,11:30,1032
2018/3/3,11:35,1040
2018/3/3,11:40,1041
2018/3/3,11:45,1053
2018/3/3,11:50,1046
2018/3/3,11:55,1038
2018/3/3,12:00,1029
2018/3/3,12:05,1028
2018/3/3,12:10,1019
2018/3/3,12:15,1015
2018/3/3,12:20,1014
2018/3/3,12:25,1006
2018/3/3,12:30,995
2018/3/3,12:35,1023
2018/3/3,12:40,1015
2018/3/3,12:45,1014
2018/3/3,12:50,1011
2018/3/3,12:55,1001
2018/3/3,13:00,1021
2018/3/3,13:05,1034
2018/3/3,13:10,1036
2018/3/3,13:15,1027
2018/3/3,13:20,1027
2018/3/3,13:25,1038
2018/3/3,13:30,1036
2018/3/3,13:35,1040
2018/3/3,13:40,1023
2018/3/3,13:45,1025
2018/3/3,13:50,1036
2018/3/3,13:55,1021
2018/3/3,14:00,1020
2018/3/3,14:05,1022
2018/3/3,14:10,1033
2018/3/3,14:15,1031
2018/3/3,14:20,1044
2018/3/3,14:25,1037
2018/3/3,14:30,1040
2018/3/3,14:35,1035
2018/3/3,14:40,1052
2018/3/3,14:45,1051
