2020/5/19 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1037,11:00～12:00,5月17日,18:03,14,88

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
914,11:00～12:00,5月17日,18:03

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1037,11:00～12:00,5月17日,18:03,14,88

使用率ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
910,11:00～12:00,5月17日,18:03

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/5/18,0:00,635,646,68,937
2020/5/18,1:00,642,647,69,932
2020/5/18,2:00,677,684,72,936
2020/5/18,3:00,697,704,74,938
2020/5/18,4:00,710,704,75,945
2020/5/18,5:00,708,703,74,957
2020/5/18,6:00,698,687,71,981
2020/5/18,7:00,717,685,75,955
2020/5/18,8:00,804,819,82,985
2020/5/18,9:00,879,874,86,1027
2020/5/18,10:00,904,910,84,1078
2020/5/18,11:00,906,914,84,1077
2020/5/18,12:00,863,867,81,1070
2020/5/18,13:00,898,893,83,1079
2020/5/18,14:00,895,897,83,1080
2020/5/18,15:00,877,885,84,1050
2020/5/18,16:00,882,886,81,1094
2020/5/18,17:00,855,867,82,1048
2020/5/18,18:00,846,855,83,1017
2020/5/18,19:00,820,829,81,1013
2020/5/18,20:00,783,785,78,998
2020/5/18,21:00,743,739,75,987
2020/5/18,22:00,728,713,76,963
2020/5/18,23:00,704,689,72,983

最大使用率(%),時間帯
86,9:00～10:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1117,11:00～12:00,5月18日,18:03,20,83

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
928,11:00～12:00,5月18日,18:03

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1086,14:00～15:00,5月18日,18:03,18,85

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
921,14:00～15:00,5月18日,18:03

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間隔値)(万kW),風力発電実績(5分間隔値)(万kW)
2020/5/18,0:00,642,0,0
2020/5/18,0:05,651,0,0
2020/5/18,0:10,638,0,0
2020/5/18,0:15,644,0,0
2020/5/18,0:20,644,0,0
2020/5/18,0:25,641,0,0
2020/5/18,0:30,639,0,0
2020/5/18,0:35,637,0,0
2020/5/18,0:40,628,0,0
2020/5/18,0:45,627,0,0
2020/5/18,0:50,624,0,0
2020/5/18,0:55,619,0,0
2020/5/18,1:00,619,0,0
2020/5/18,1:05,631,0,0
2020/5/18,1:10,641,0,0
2020/5/18,1:15,638,0,0
2020/5/18,1:20,633,0,0
2020/5/18,1:25,641,0,0
2020/5/18,1:30,639,0,0
2020/5/18,1:35,651,0,0
2020/5/18,1:40,649,0,0
2020/5/18,1:45,654,0,0
2020/5/18,1:50,650,0,0
2020/5/18,1:55,645,0,0
2020/5/18,2:00,651,0,0
2020/5/18,2:05,662,0,0
2020/5/18,2:10,668,0,0
2020/5/18,2:15,669,0,0
2020/5/18,2:20,675,0,0
2020/5/18,2:25,672,0,0
2020/5/18,2:30,672,0,0
2020/5/18,2:35,683,0,0
2020/5/18,2:40,687,0,0
2020/5/18,2:45,680,0,0
2020/5/18,2:50,693,0,0
2020/5/18,2:55,694,0,1
2020/5/18,3:00,690,0,1
2020/5/18,3:05,684,0,1
2020/5/18,3:10,690,0,1
2020/5/18,3:15,695,0,1
2020/5/18,3:20,693,0,1
2020/5/18,3:25,701,0,1
2020/5/18,3:30,705,0,1
2020/5/18,3:35,690,0,1
2020/5/18,3:40,701,0,1
2020/5/18,3:45,703,0,1
2020/5/18,3:50,703,0,2
2020/5/18,3:55,703,0,2
2020/5/18,4:00,707,0,2
2020/5/18,4:05,701,0,3
2020/5/18,4:10,709,0,3
2020/5/18,4:15,708,0,3
2020/5/18,4:20,718,0,3
2020/5/18,4:25,714,0,2
2020/5/18,4:30,709,0,2
2020/5/18,4:35,713,1,2
2020/5/18,4:40,714,2,2
2020/5/18,4:45,706,3,2
2020/5/18,4:50,706,5,2
2020/5/18,4:55,713,8,2
2020/5/18,5:00,714,11,3
2020/5/18,5:05,711,13,3
2020/5/18,5:10,712,17,3
2020/5/18,5:15,706,20,3
2020/5/18,5:20,711,23,4
2020/5/18,5:25,714,27,4
2020/5/18,5:30,717,29,4
2020/5/18,5:35,710,31,4
2020/5/18,5:40,704,34,4
2020/5/18,5:45,705,36,4
2020/5/18,5:50,699,40,4
2020/5/18,5:55,699,45,4
2020/5/18,6:00,697,47,5
2020/5/18,6:05,691,50,5
2020/5/18,6:10,694,52,5
2020/5/18,6:15,698,54,6
2020/5/18,6:20,689,57,5
2020/5/18,6:25,696,61,5
2020/5/18,6:30,692,65,6
2020/5/18,6:35,700,71,6
2020/5/18,6:40,703,76,7
2020/5/18,6:45,701,83,7
2020/5/18,6:50,704,87,7
2020/5/18,6:55,704,92,7
2020/5/18,7:00,704,96,7
2020/5/18,7:05,707,100,8
2020/5/18,7:10,714,103,8
