2017/2/23 3:00 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
538,9:00～10:00,2月22日,7:57,13,87

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
468,9:00～10:00,2月22日,7:57

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2017/2/22,0:00,412,413,77
2017/2/22,1:00,424,424,79
2017/2/22,2:00,439,439,82
2017/2/22,3:00,438,437,81
2017/2/22,4:00,427,426,79
2017/2/22,5:00,417,416,78
2017/2/22,6:00,428,426,80
2017/2/22,7:00,422,429,78
2017/2/22,8:00,437,460,81
2017/2/22,9:00,445,468,83
2017/2/22,10:00,432,457,80
2017/2/22,11:00,420,445,78
2017/2/22,12:00,389,414,72
2017/2/22,13:00,410,431,76
2017/2/22,14:00,413,427,77
2017/2/22,15:00,412,417,77
2017/2/22,16:00,416,419,77
2017/2/22,17:00,423,426,79
2017/2/22,18:00,424,440,79
2017/2/22,19:00,408,429,76
2017/2/22,20:00,393,415,73
2017/2/22,21:00,377,398,70
2017/2/22,22:00,372,392,69
2017/2/22,23:00,375,403,70

最大使用率(%),時間帯
83,9:00～10:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
467,10:00～11:00,2月22日,19:33,8,92

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
428,10:00～11:00,2月22日,19:33

DATE,TIME,当日実績（５分間隔値）(万kW)
2017/2/22,0:00,415
2017/2/22,0:05,415
2017/2/22,0:10,413
2017/2/22,0:15,412
2017/2/22,0:20,410
2017/2/22,0:25,411
2017/2/22,0:30,410
2017/2/22,0:35,410
2017/2/22,0:40,409
2017/2/22,0:45,411
2017/2/22,0:50,411
2017/2/22,0:55,413
2017/2/22,1:00,414
2017/2/22,1:05,416
2017/2/22,1:10,417
2017/2/22,1:15,417
2017/2/22,1:20,418
2017/2/22,1:25,422
2017/2/22,1:30,425
2017/2/22,1:35,427
2017/2/22,1:40,428
2017/2/22,1:45,431
2017/2/22,1:50,430
2017/2/22,1:55,431
2017/2/22,2:00,432
2017/2/22,2:05,434
2017/2/22,2:10,434
2017/2/22,2:15,434
2017/2/22,2:20,432
2017/2/22,2:25,437
2017/2/22,2:30,439
2017/2/22,2:35,440
2017/2/22,2:40,440
2017/2/22,2:45,444
2017/2/22,2:50,442
2017/2/22,2:55,442
2017/2/22,3:00,441
2017/2/22,3:05,442
2017/2/22,3:10,442
2017/2/22,3:15,439
2017/2/22,3:20,437
2017/2/22,3:25,439
2017/2/22,3:30,439
2017/2/22,3:35,439
2017/2/22,3:40,437
2017/2/22,3:45,438
2017/2/22,3:50,436
2017/2/22,3:55,437
2017/2/22,4:00,436
2017/2/22,4:05,437
2017/2/22,4:10,434
2017/2/22,4:15,433
2017/2/22,4:20,430
2017/2/22,4:25,429
2017/2/22,4:30,429
2017/2/22,4:35,428
2017/2/22,4:40,425
2017/2/22,4:45,424
2017/2/22,4:50,424
2017/2/22,4:55,421
2017/2/22,5:00,421
2017/2/22,5:05,421
2017/2/22,5:10,421
2017/2/22,5:15,420
2017/2/22,5:20,417
2017/2/22,5:25,417
2017/2/22,5:30,419
2017/2/22,5:35,418
2017/2/22,5:40,417
2017/2/22,5:45,418
2017/2/22,5:50,418
2017/2/22,5:55,418
2017/2/22,6:00,419
2017/2/22,6:05,424
2017/2/22,6:10,426
2017/2/22,6:15,427
2017/2/22,6:20,426
2017/2/22,6:25,431
2017/2/22,6:30,432
2017/2/22,6:35,432
2017/2/22,6:40,432
2017/2/22,6:45,433
2017/2/22,6:50,431
2017/2/22,6:55,433
2017/2/22,7:00,428
2017/2/22,7:05,423
2017/2/22,7:10,422
2017/2/22,7:15,420
2017/2/22,7:20,419
2017/2/22,7:25,422
