2016/5/2 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3475,18:00～19:00,5/2,8:30,17,86

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2974,18:00～19:00,5/2,8:30

DATE,TIME,当日実績(万kW),予測値（万kW),使用率(%)
2016/5/2,0:00,2130,0,61
2016/5/2,1:00,2046,0,59
2016/5/2,2:00,2045,0,59
2016/5/2,3:00,2072,0,60
2016/5/2,4:00,2108,0,61
2016/5/2,5:00,2151,0,62
2016/5/2,6:00,2292,0,66
2016/5/2,7:00,2485,0,72
2016/5/2,8:00,2704,0,78
2016/5/2,9:00,2856,0,82
2016/5/2,10:00,2916,0,84
2016/5/2,11:00,2989,0,86
2016/5/2,12:00,2954,0,85
2016/5/2,13:00,3012,0,87
2016/5/2,14:00,3023,0,87
2016/5/2,15:00,2992,0,86
2016/5/2,16:00,3010,0,87
2016/5/2,17:00,3047,0,88
2016/5/2,18:00,3133,0,90
2016/5/2,19:00,3098,0,89
2016/5/2,20:00,2926,0,84
2016/5/2,21:00,2748,0,79
2016/5/2,22:00,2650,0,76
2016/5/2,23:00,0,0,

最大使用率(%),時間帯
90,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3339,19:00～20:00,5/2,17:30,17,86

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2857,19:00～20:00,5/2,17:30

DATE,TIME,当日実績（５分間隔値）(万kW)
2016/5/2,0:00,2213
2016/5/2,0:05,2192
2016/5/2,0:10,2176
2016/5/2,0:15,2146
2016/5/2,0:20,2151
2016/5/2,0:25,2138
2016/5/2,0:30,2126
2016/5/2,0:35,2107
2016/5/2,0:40,2095
2016/5/2,0:45,2088
2016/5/2,0:50,2069
2016/5/2,0:55,2064
2016/5/2,1:00,2063
2016/5/2,1:05,2057
2016/5/2,1:10,2067
2016/5/2,1:15,2049
2016/5/2,1:20,2045
2016/5/2,1:25,2028
2016/5/2,1:30,2029
2016/5/2,1:35,2049
2016/5/2,1:40,2050
2016/5/2,1:45,2041
2016/5/2,1:50,2034
2016/5/2,1:55,2037
2016/5/2,2:00,2041
2016/5/2,2:05,2049
2016/5/2,2:10,2039
2016/5/2,2:15,2045
2016/5/2,2:20,2042
2016/5/2,2:25,2042
2016/5/2,2:30,2041
2016/5/2,2:35,2038
2016/5/2,2:40,2049
2016/5/2,2:45,2053
2016/5/2,2:50,2047
2016/5/2,2:55,2051
2016/5/2,3:00,2056
2016/5/2,3:05,2062
2016/5/2,3:10,2058
2016/5/2,3:15,2068
2016/5/2,3:20,2081
2016/5/2,3:25,2079
2016/5/2,3:30,2070
2016/5/2,3:35,2086
2016/5/2,3:40,2082
2016/5/2,3:45,2077
2016/5/2,3:50,2065
2016/5/2,3:55,2077
2016/5/2,4:00,2082
2016/5/2,4:05,2081
2016/5/2,4:10,2095
2016/5/2,4:15,2094
2016/5/2,4:20,2104
2016/5/2,4:25,2104
2016/5/2,4:30,2114
2016/5/2,4:35,2125
2016/5/2,4:40,2123
2016/5/2,4:45,2132
2016/5/2,4:50,2118
2016/5/2,4:55,2124
2016/5/2,5:00,2117
2016/5/2,5:05,2139
2016/5/2,5:10,2157
2016/5/2,5:15,2148
2016/5/2,5:20,2153
2016/5/2,5:25,2135
2016/5/2,5:30,2143
2016/5/2,5:35,2155
2016/5/2,5:40,2164
2016/5/2,5:45,2159
2016/5/2,5:50,2161
2016/5/2,5:55,2181
2016/5/2,6:00,2211
2016/5/2,6:05,2241
2016/5/2,6:10,2256
2016/5/2,6:15,2251
2016/5/2,6:20,2249
2016/5/2,6:25,2266
2016/5/2,6:30,2292
2016/5/2,6:35,2306
2016/5/2,6:40,2327
2016/5/2,6:45,2347
2016/5/2,6:50,2373
2016/5/2,6:55,2387
2016/5/2,7:00,2400
2016/5/2,7:05,2429
2016/5/2,7:10,2460
2016/5/2,7:15,2435
2016/5/2,7:20,2458
2016/5/2,7:25,2489
2016/5/2,7:30,2487
2016/5/2,7:35,2513
2016/5/2,7:40,2519
2016/5/2,7:45,2535
2016/5/2,7:50,2532
2016/5/2,7:55,2567
2016/5/2,8:00,2626
2016/5/2,8:05,2646
2016/5/2,8:10,2633
2016/5/2,8:15,2661
2016/5/2,8:20,2667
2016/5/2,8:25,2680
2016/5/2,8:30,2712
2016/5/2,8:35,2731
2016/5/2,8:40,2739
2016/5/2,8:45,2755
