2018/9/15 0:09 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1465,14:00～15:00,9/14,9:00,19,84

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1230,14:00～15:00,9/14,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2018/9/14,0:00,846,845,88
2018/9/14,1:00,810,810,81
2018/9/14,2:00,815,825,82
2018/9/14,3:00,850,860,86
2018/9/14,4:00,885,885,87
2018/9/14,5:00,898,900,89
2018/9/14,6:00,912,910,89
2018/9/14,7:00,952,940,87
2018/9/14,8:00,1045,1025,86
2018/9/14,9:00,1129,1135,86
2018/9/14,10:00,1159,1170,84
2018/9/14,11:00,1208,1220,82
2018/9/14,12:00,1155,1175,78
2018/9/14,13:00,1191,1210,79
2018/9/14,14:00,1219,1230,83
2018/9/14,15:00,1212,1220,85
2018/9/14,16:00,1216,1225,88
2018/9/14,17:00,1198,1215,89
2018/9/14,18:00,1191,1215,89
2018/9/14,19:00,1157,1200,89
2018/9/14,20:00,1089,1115,82
2018/9/14,21:00,1044,1060,82
2018/9/14,22:00,986,995,83
2018/9/14,23:00,921,920,80

最大使用率(%),時間帯
89,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1341,14:00～15:00,9/14,18:00,16,87

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1170,14:00～15:00,9/14,18:00

DATE,TIME,当日実績(５分間隔値）(万kW)
2018/9/14,0:00,875
2018/9/14,0:05,875
2018/9/14,0:10,870
2018/9/14,0:15,855
2018/9/14,0:20,854
2018/9/14,0:25,847
2018/9/14,0:30,851
2018/9/14,0:35,833
2018/9/14,0:40,828
2018/9/14,0:45,824
2018/9/14,0:50,820
2018/9/14,0:55,807
2018/9/14,1:00,804
2018/9/14,1:05,823
2018/9/14,1:10,819
2018/9/14,1:15,809
2018/9/14,1:20,807
2018/9/14,1:25,808
2018/9/14,1:30,819
2018/9/14,1:35,808
2018/9/14,1:40,799
2018/9/14,1:45,808
2018/9/14,1:50,803
2018/9/14,1:55,813
2018/9/14,2:00,815
2018/9/14,2:05,815
2018/9/14,2:10,806
2018/9/14,2:15,805
2018/9/14,2:20,807
2018/9/14,2:25,812
2018/9/14,2:30,820
2018/9/14,2:35,828
2018/9/14,2:40,824
2018/9/14,2:45,831
2018/9/14,2:50,836
2018/9/14,2:55,838
2018/9/14,3:00,830
2018/9/14,3:05,842
2018/9/14,3:10,834
2018/9/14,3:15,832
2018/9/14,3:20,853
2018/9/14,3:25,852
2018/9/14,3:30,847
2018/9/14,3:35,859
2018/9/14,3:40,861
2018/9/14,3:45,870
2018/9/14,3:50,861
2018/9/14,3:55,869
2018/9/14,4:00,873
2018/9/14,4:05,871
2018/9/14,4:10,875
2018/9/14,4:15,878
2018/9/14,4:20,886
2018/9/14,4:25,890
2018/9/14,4:30,896
2018/9/14,4:35,886
2018/9/14,4:40,893
2018/9/14,4:45,885
2018/9/14,4:50,891
2018/9/14,4:55,897
2018/9/14,5:00,904
2018/9/14,5:05,911
2018/9/14,5:10,905
2018/9/14,5:15,907
2018/9/14,5:20,909
2018/9/14,5:25,903
2018/9/14,5:30,886
2018/9/14,5:35,902
2018/9/14,5:40,899
2018/9/14,5:45,901
2018/9/14,5:50,889
2018/9/14,5:55,887
2018/9/14,6:00,898
2018/9/14,6:05,908
2018/9/14,6:10,913
2018/9/14,6:15,901
2018/9/14,6:20,910
2018/9/14,6:25,918
2018/9/14,6:30,917
2018/9/14,6:35,910
2018/9/14,6:40,915
2018/9/14,6:45,917
2018/9/14,6:50,925
2018/9/14,6:55,925
2018/9/14,7:00,937
2018/9/14,7:05,926
2018/9/14,7:10,935
2018/9/14,7:15,947
2018/9/14,7:20,943
2018/9/14,7:25,943
2018/9/14,7:30,945
2018/9/14,7:35,964
2018/9/14,7:40,959
2018/9/14,7:45,967
2018/9/14,7:50,969
2018/9/14,7:55,977
2018/9/14,8:00,991
2018/9/14,8:05,1008
2018/9/14,8:10,1011
2018/9/14,8:15,1011
2018/9/14,8:20,1017
2018/9/14,8:25,1040
2018/9/14,8:30,1052
2018/9/14,8:35,1068
2018/9/14,8:40,1076
2018/9/14,8:45,1071
2018/9/14,8:50,1094
2018/9/14,8:55,1087
2018/9/14,9:00,1080
2018/9/14,9:05,1093
2018/9/14,9:10,1106
2018/9/14,9:15,1114
2018/9/14,9:20,1132
2018/9/14,9:25,1137
2018/9/14,9:30,1146
2018/9/14,9:35,1154
2018/9/14,9:40,1153
2018/9/14,9:45,1143
2018/9/14,9:50,1153
2018/9/14,9:55,1151
2018/9/14,10:00,1145
2018/9/14,10:05,1155
2018/9/14,10:10,1140
2018/9/14,10:15,1149
2018/9/14,10:20,1143
2018/9/14,10:25,1150
2018/9/14,10:30,1168
2018/9/14,10:35,1172
2018/9/14,10:40,1157
2018/9/14,10:45,1167
2018/9/14,10:50,1178
2018/9/14,10:55,1175
2018/9/14,11:00,1181
2018/9/14,11:05,1189
2018/9/14,11:10,1201
2018/9/14,11:15,1218
2018/9/14,11:20,1215
2018/9/14,11:25,1236
2018/9/14,11:30,1213
2018/9/14,11:35,1219
2018/9/14,11:40,1220
2018/9/14,11:45,1213
2018/9/14,11:50,1195
2018/9/14,11:55,1194
2018/9/14,12:00,1190
2018/9/14,12:05,1164
2018/9/14,12:10,1170
2018/9/14,12:15,1159
2018/9/14,12:20,1142
2018/9/14,12:25,1136
2018/9/14,12:30,1154
2018/9/14,12:35,1177
2018/9/14,12:40,1160
2018/9/14,12:45,1157
2018/9/14,12:50,1150
2018/9/14,12:55,1162
2018/9/14,13:00,1152
2018/9/14,13:05,1181
2018/9/14,13:10,1185
2018/9/14,13:15,1187
2018/9/14,13:20,1199
2018/9/14,13:25,1184
2018/9/14,13:30,1198
2018/9/14,13:35,1196
2018/9/14,13:40,1209
2018/9/14,13:45,1214
2018/9/14,13:50,1223
2018/9/14,13:55,1215
2018/9/14,14:00,1210
2018/9/14,14:05,1222
2018/9/14,14:10,1217
2018/9/14,14:15,1219
2018/9/14,14:20,1219
2018/9/14,14:25,1215
2018/9/14,14:30,1217
2018/9/14,14:35,1207
2018/9/14,14:40,1234
2018/9/14,14:45,1236
2018/9/14,14:50,1230
2018/9/14,14:55,1237
2018/9/14,15:00,1230
2018/9/14,15:05,1208
2018/9/14,15:10,1204
2018/9/14,15:15,1217
2018/9/14,15:20,1214
2018/9/14,15:25,1224
2018/9/14,15:30,1211
2018/9/14,15:35,1214
2018/9/14,15:40,1224
2018/9/14,15:45,1217
2018/9/14,15:50,1220
2018/9/14,15:55,1215
2018/9/14,16:00,1215
2018/9/14,16:05,1223
2018/9/14,16:10,1229
2018/9/14,16:15,1227
2018/9/14,16:20,1229
2018/9/14,16:25,1230
2018/9/14,16:30,1231
2018/9/14,16:35,1224
2018/9/14,16:40,1218
2018/9/14,16:45,1227
2018/9/14,16:50,1224
2018/9/14,16:55,1215
2018/9/14,17:00,1209
2018/9/14,17:05,1209
2018/9/14,17:10,1200
2018/9/14,17:15,1206
2018/9/14,17:20,1213
2018/9/14,17:25,1207
2018/9/14,17:30,1194
2018/9/14,17:35,1191
2018/9/14,17:40,1185
2018/9/14,17:45,1185
2018/9/14,17:50,1187
2018/9/14,17:55,1180
2018/9/14,18:00,1183
2018/9/14,18:05,1188
2018/9/14,18:10,1187
2018/9/14,18:15,1187
2018/9/14,18:20,1188
2018/9/14,18:25,1191
2018/9/14,18:30,1195
2018/9/14,18:35,1198
2018/9/14,18:40,1202
2018/9/14,18:45,1205
2018/9/14,18:50,1192
2018/9/14,18:55,1191
2018/9/14,19:00,1190
2018/9/14,19:05,1182
2018/9/14,19:10,1180
2018/9/14,19:15,1165
2018/9/14,19:20,1170
2018/9/14,19:25,1158
2018/9/14,19:30,1153
2018/9/14,19:35,1154
2018/9/14,19:40,1145
2018/9/14,19:45,1142
2018/9/14,19:50,1140
2018/9/14,19:55,1134
2018/9/14,20:00,1119
2018/9/14,20:05,1117
