2020/02/09 23:54 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1980,09:00～10:00,02月08日,08:10,14,87

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1732,9:00～10:00,02月08日,08:10

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1941,18:00～19:00,02月08日,08:10,14,88

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1698,18:00～19:00,02月08日,08:10

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/02/08,00:00,1629,1634,81,2022
2020/02/08,01:00,1578,1582,80,1966
2020/02/08,02:00,1561,1565,80,1943
2020/02/08,03:00,1532,1536,80,1912
2020/02/08,04:00,1489,1490,80,1860
2020/02/08,05:00,1462,1461,80,1831
2020/02/08,06:00,1521,1509,83,1835
2020/02/08,07:00,1597,1602,84,1893
2020/02/08,08:00,1684,1721,86,1967
2020/02/08,09:00,1686,1732,85,1980
2020/02/08,10:00,1610,1672,84,1924
2020/02/08,11:00,1539,1609,82,1872
2020/02/08,12:00,1488,1519,81,1827
2020/02/08,13:00,1488,1516,81,1830
2020/02/08,14:00,1455,1502,83,1748
2020/02/08,15:00,1444,1504,82,1756
2020/02/08,16:00,1494,1532,84,1784
2020/02/08,17:00,1612,1640,85,1892
2020/02/08,18:00,1659,1698,85,1941
2020/02/08,19:00,1647,1686,85,1938
2020/02/08,20:00,1612,1664,84,1924
2020/02/08,21:00,1562,1615,84,1869
2020/02/08,22:00,1468,1527,83,1779
2020/02/08,23:00,1430,1491,82,1743

最大使用率(%),時間帯
86,08:00～09:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
2021,19:00～20:00,02月08日,16:05,20,83

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1655,19:00～20:00,02月08日,16:05

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2021,19:00～20:00,02月08日,16:05,20,83

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1684,19:00～20:00,02月08日,16:05

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2020/02/08,00:00,1676,0
2020/02/08,00:05,1674,0
2020/02/08,00:10,1674,0
2020/02/08,00:15,1661,0
2020/02/08,00:20,1654,0
2020/02/08,00:25,1636,0
2020/02/08,00:30,1606,0
2020/02/08,00:35,1612,0
2020/02/08,00:40,1601,0
2020/02/08,00:45,1611,0
2020/02/08,00:50,1603,0
2020/02/08,00:55,1606,0
2020/02/08,01:00,1600,0
2020/02/08,01:05,1600,0
2020/02/08,01:10,1578,0
2020/02/08,01:15,1598,0
2020/02/08,01:20,1589,0
2020/02/08,01:25,1582,0
2020/02/08,01:30,1579,0
2020/02/08,01:35,1569,0
2020/02/08,01:40,1565,0
2020/02/08,01:45,1555,0
2020/02/08,01:50,1575,0
2020/02/08,01:55,1563,0
2020/02/08,02:00,1556,0
2020/02/08,02:05,1570,0
2020/02/08,02:10,1568,0
2020/02/08,02:15,1571,0
2020/02/08,02:20,1580,0
2020/02/08,02:25,1584,0
2020/02/08,02:30,1565,0
2020/02/08,02:35,1553,0
2020/02/08,02:40,1554,0
2020/02/08,02:45,1557,0
2020/02/08,02:50,1542,0
2020/02/08,02:55,1530,0
2020/02/08,03:00,1536,0
2020/02/08,03:05,1528,0
2020/02/08,03:10,1526,0
2020/02/08,03:15,1545,0
2020/02/08,03:20,1538,0
2020/02/08,03:25,1536,0
2020/02/08,03:30,1539,0
2020/02/08,03:35,1532,0
2020/02/08,03:40,1519,0
2020/02/08,03:45,1523,0
2020/02/08,03:50,1516,0
2020/02/08,03:55,1526,0
2020/02/08,04:00,1515,0
2020/02/08,04:05,1514,0
2020/02/08,04:10,1504,0
2020/02/08,04:15,1502,0
2020/02/08,04:20,1491,0
2020/02/08,04:25,1490,0
2020/02/08,04:30,1490,0
2020/02/08,04:35,1468,0
2020/02/08,04:40,1457,0
2020/02/08,04:45,1459,0
2020/02/08,04:50,1468,0
2020/02/08,04:55,1468,0
2020/02/08,05:00,1486,0
2020/02/08,05:05,1472,0
2020/02/08,05:10,1474,0
2020/02/08,05:15,1466,0
2020/02/08,05:20,1464,0
2020/02/08,05:25,1459,0
2020/02/08,05:30,1465,0
2020/02/08,05:35,1456,0
2020/02/08,05:40,1446,0
