2018/5/9 0:06 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1078,19:00～20:00,5/8,9:00,9,92

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
990,19:00～20:00,5/8,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2018/5/8,0:00,749,730,79
2018/5/8,1:00,753,735,79
2018/5/8,2:00,794,795,76
2018/5/8,3:00,846,855,77
2018/5/8,4:00,879,895,78
2018/5/8,5:00,873,880,78
2018/5/8,6:00,858,890,77
2018/5/8,7:00,876,900,77
2018/5/8,8:00,934,925,78
2018/5/8,9:00,977,950,85
2018/5/8,10:00,984,955,83
2018/5/8,11:00,989,960,82
2018/5/8,12:00,941,930,78
2018/5/8,13:00,982,960,83
2018/5/8,14:00,985,970,85
2018/5/8,15:00,978,965,86
2018/5/8,16:00,989,975,87
2018/5/8,17:00,993,955,89
2018/5/8,18:00,999,970,91
2018/5/8,19:00,986,990,92
2018/5/8,20:00,946,955,87
2018/5/8,21:00,910,905,86
2018/5/8,22:00,860,850,84
2018/5/8,23:00,807,780,81

最大使用率(%),時間帯
92,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1065,19:00～20:00,5/8,18:00,9,92

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
980,19:00～20:00,5/8,18:00

DATE,TIME,当日実績(５分間隔値）(万kW)
2018/5/8,0:00,783
2018/5/8,0:05,758
2018/5/8,0:10,758
2018/5/8,0:15,759
2018/5/8,0:20,762
2018/5/8,0:25,760
2018/5/8,0:30,749
2018/5/8,0:35,736
2018/5/8,0:40,732
2018/5/8,0:45,737
2018/5/8,0:50,732
2018/5/8,0:55,734
2018/5/8,1:00,733
2018/5/8,1:05,744
2018/5/8,1:10,753
2018/5/8,1:15,754
2018/5/8,1:20,754
2018/5/8,1:25,757
2018/5/8,1:30,749
2018/5/8,1:35,748
2018/5/8,1:40,761
2018/5/8,1:45,758
2018/5/8,1:50,752
2018/5/8,1:55,763
2018/5/8,2:00,774
2018/5/8,2:05,769
2018/5/8,2:10,792
2018/5/8,2:15,784
2018/5/8,2:20,780
2018/5/8,2:25,785
2018/5/8,2:30,791
2018/5/8,2:35,800
2018/5/8,2:40,809
2018/5/8,2:45,807
2018/5/8,2:50,806
2018/5/8,2:55,813
2018/5/8,3:00,817
2018/5/8,3:05,831
2018/5/8,3:10,840
2018/5/8,3:15,841
2018/5/8,3:20,841
2018/5/8,3:25,853
2018/5/8,3:30,849
2018/5/8,3:35,858
2018/5/8,3:40,864
2018/5/8,3:45,855
2018/5/8,3:50,858
2018/5/8,3:55,862
2018/5/8,4:00,866
2018/5/8,4:05,866
2018/5/8,4:10,868
2018/5/8,4:15,878
2018/5/8,4:20,882
2018/5/8,4:25,886
2018/5/8,4:30,882
2018/5/8,4:35,878
2018/5/8,4:40,877
2018/5/8,4:45,887
2018/5/8,4:50,892
2018/5/8,4:55,896
2018/5/8,5:00,880
