2017/1/27 0:09 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1500,18:00～19:00,1/26,8:55,14,88

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1308,18:00～19:00,1/26,8:55

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2017/1/26,0:00,1076,1051,64
2017/1/26,1:00,1085,1078,65
2017/1/26,2:00,1112,1116,66
2017/1/26,3:00,1137,1136,68
2017/1/26,4:00,1142,1142,68
2017/1/26,5:00,1161,1156,69
2017/1/26,6:00,1268,1245,76
2017/1/26,7:00,1347,1291,80
2017/1/26,8:00,1351,1299,80
2017/1/26,9:00,1303,1289,78
2017/1/26,10:00,1224,1231,73
2017/1/26,11:00,1187,1178,71
2017/1/26,12:00,1104,1105,66
2017/1/26,13:00,1109,1114,66
2017/1/26,14:00,1078,1092,64
2017/1/26,15:00,1066,1088,63
2017/1/26,16:00,1117,1134,67
2017/1/26,17:00,1212,1222,72
2017/1/26,18:00,1312,1308,87
2017/1/26,19:00,1307,1294,87
2017/1/26,20:00,1268,1256,85
2017/1/26,21:00,1225,1204,82
2017/1/26,22:00,1156,1146,77
2017/1/26,23:00,1085,1065,72

最大使用率(%),時間帯
87,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1478,18:00～19:00,1/26,17:55,16,86

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1253,18:00～19:00,1/26,17:55

DATE,TIME,当日実績(５分間隔値）(万kW)
2017/1/26,0:00,1107
2017/1/26,0:05,1087
2017/1/26,0:10,1095
2017/1/26,0:15,1092
2017/1/26,0:20,1085
2017/1/26,0:25,1070
2017/1/26,0:30,1074
2017/1/26,0:35,1072
2017/1/26,0:40,1070
2017/1/26,0:45,1061
2017/1/26,0:50,1055
2017/1/26,0:55,1048
2017/1/26,1:00,1062
2017/1/26,1:05,1084
2017/1/26,1:10,1079
2017/1/26,1:15,1090
2017/1/26,1:20,1079
2017/1/26,1:25,1077
2017/1/26,1:30,1086
2017/1/26,1:35,1089
2017/1/26,1:40,1095
2017/1/26,1:45,1089
2017/1/26,1:50,1095
2017/1/26,1:55,1096
2017/1/26,2:00,1100
2017/1/26,2:05,1106
2017/1/26,2:10,1099
2017/1/26,2:15,1107
2017/1/26,2:20,1116
2017/1/26,2:25,1118
2017/1/26,2:30,1113
2017/1/26,2:35,1103
2017/1/26,2:40,1108
2017/1/26,2:45,1120
2017/1/26,2:50,1132
2017/1/26,2:55,1119
2017/1/26,3:00,1120
2017/1/26,3:05,1132
2017/1/26,3:10,1141
2017/1/26,3:15,1133
2017/1/26,3:20,1147
2017/1/26,3:25,1130
2017/1/26,3:30,1132
2017/1/26,3:35,1138
2017/1/26,3:40,1142
2017/1/26,3:45,1141
2017/1/26,3:50,1149
2017/1/26,3:55,1141
2017/1/26,4:00,1134
2017/1/26,4:05,1141
2017/1/26,4:10,1143
2017/1/26,4:15,1142
2017/1/26,4:20,1131
2017/1/26,4:25,1131
2017/1/26,4:30,1148
2017/1/26,4:35,1148
2017/1/26,4:40,1146
2017/1/26,4:45,1144
2017/1/26,4:50,1144
2017/1/26,4:55,1152
2017/1/26,5:00,1147
2017/1/26,5:05,1157
2017/1/26,5:10,1148
2017/1/26,5:15,1142
2017/1/26,5:20,1155
2017/1/26,5:25,1158
2017/1/26,5:30,1155
2017/1/26,5:35,1159
2017/1/26,5:40,1163
2017/1/26,5:45,1174
2017/1/26,5:50,1183
2017/1/26,5:55,1180
2017/1/26,6:00,1193
2017/1/26,6:05,1208
2017/1/26,6:10,1232
2017/1/26,6:15,1240
2017/1/26,6:20,1255
2017/1/26,6:25,1256
2017/1/26,6:30,1272
2017/1/26,6:35,1288
2017/1/26,6:40,1308
2017/1/26,6:45,1314
2017/1/26,6:50,1310
2017/1/26,6:55,1321
2017/1/26,7:00,1321
2017/1/26,7:05,1334
2017/1/26,7:10,1343
2017/1/26,7:15,1343
2017/1/26,7:20,1338
2017/1/26,7:25,1338
2017/1/26,7:30,1346
2017/1/26,7:35,1353
2017/1/26,7:40,1358
2017/1/26,7:45,1348
2017/1/26,7:50,1355
2017/1/26,7:55,1345
2017/1/26,8:00,1359
2017/1/26,8:05,1361
2017/1/26,8:10,1352
2017/1/26,8:15,1355
2017/1/26,8:20,1354
2017/1/26,8:25,1343
2017/1/26,8:30,1362
2017/1/26,8:35,1356
2017/1/26,8:40,1345
2017/1/26,8:45,1342
2017/1/26,8:50,1332
2017/1/26,8:55,1328
2017/1/26,9:00,1317
2017/1/26,9:05,1326
2017/1/26,9:10,1321
2017/1/26,9:15,1323
2017/1/26,9:20,1301
2017/1/26,9:25,1297
2017/1/26,9:30,1298
2017/1/26,9:35,1299
2017/1/26,9:40,1292
2017/1/26,9:45,1277
2017/1/26,9:50,1284
2017/1/26,9:55,1272
2017/1/26,10:00,1268
2017/1/26,10:05,1267
2017/1/26,10:10,1249
2017/1/26,10:15,1235
2017/1/26,10:20,1225
2017/1/26,10:25,1223
2017/1/26,10:30,1215
2017/1/26,10:35,1213
2017/1/26,10:40,1208
2017/1/26,10:45,1200
2017/1/26,10:50,1197
2017/1/26,10:55,1198
2017/1/26,11:00,1191
2017/1/26,11:05,1190
2017/1/26,11:10,1199
2017/1/26,11:15,1199
2017/1/26,11:20,1198
2017/1/26,11:25,1189
2017/1/26,11:30,1186
2017/1/26,11:35,1190
2017/1/26,11:40,1176
2017/1/26,11:45,1180
2017/1/26,11:50,1187
2017/1/26,11:55,1183
2017/1/26,12:00,1156
2017/1/26,12:05,1128
2017/1/26,12:10,1124
2017/1/26,12:15,1113
2017/1/26,12:20,1106
2017/1/26,12:25,1104
2017/1/26,12:30,1090
2017/1/26,12:35,1089
2017/1/26,12:40,1078
2017/1/26,12:45,1085
2017/1/26,12:50,1081
2017/1/26,12:55,1081
2017/1/26,13:00,1101
2017/1/26,13:05,1125
2017/1/26,13:10,1117
2017/1/26,13:15,1112
2017/1/26,13:20,1120
2017/1/26,13:25,1119
2017/1/26,13:30,1114
2017/1/26,13:35,1112
2017/1/26,13:40,1103
2017/1/26,13:45,1089
2017/1/26,13:50,1092
2017/1/26,13:55,1102
2017/1/26,14:00,1102
2017/1/26,14:05,1095
2017/1/26,14:10,1089
2017/1/26,14:15,1081
2017/1/26,14:20,1075
2017/1/26,14:25,1082
2017/1/26,14:30,1076
2017/1/26,14:35,1075
2017/1/26,14:40,1070
2017/1/26,14:45,1075
2017/1/26,14:50,1065
2017/1/26,14:55,1063
