2019/9/23 8:00 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
363,18:00～19:00,9月21日,20:24,28,78

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
283,18:00～19:00,9月21日,17:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2019/9/22,0:00,235,238,65
2019/9/22,1:00,231,233,64
2019/9/22,2:00,247,246,68
2019/9/22,3:00,264,258,73
2019/9/22,4:00,266,259,73
2019/9/22,5:00,253,253,70
2019/9/22,6:00,236,238,65
2019/9/22,7:00,233,239,64
2019/9/22,8:00,243,248,67
2019/9/22,9:00,250,263,69
2019/9/22,10:00,255,272,70
2019/9/22,11:00,261,275,72
2019/9/22,12:00,262,279,72
2019/9/22,13:00,259,280,71
2019/9/22,14:00,258,279,71
2019/9/22,15:00,259,279,71
2019/9/22,16:00,262,281,72
2019/9/22,17:00,272,281,75
2019/9/22,18:00,281,283,77
2019/9/22,19:00,272,279,75
2019/9/22,20:00,263,271,72
2019/9/22,21:00,254,262,70
2019/9/22,22:00,243,254,67
2019/9/22,23:00,237,249,65

最大使用率(%),時間帯
77,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
411,18:00～19:00,9月22日,21:02,18,85

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
350,18:00～19:00,9月22日,21:02

DATE,TIME,当日実績（５分間隔値）(万kW)
2019/9/22,0:00,239
2019/9/22,0:05,236
2019/9/22,0:10,236
2019/9/22,0:15,236
2019/9/22,0:20,236
2019/9/22,0:25,234
2019/9/22,0:30,234
2019/9/22,0:35,233
2019/9/22,0:40,233
2019/9/22,0:45,231
2019/9/22,0:50,228
2019/9/22,0:55,227
2019/9/22,1:00,226
2019/9/22,1:05,227
2019/9/22,1:10,227
2019/9/22,1:15,227
2019/9/22,1:20,226
2019/9/22,1:25,225
2019/9/22,1:30,227
2019/9/22,1:35,225
2019/9/22,1:40,227
2019/9/22,1:45,228
2019/9/22,1:50,230
2019/9/22,1:55,233
2019/9/22,2:00,235
2019/9/22,2:05,237
2019/9/22,2:10,238
2019/9/22,2:15,239
2019/9/22,2:20,239
2019/9/22,2:25,241
2019/9/22,2:30,244
2019/9/22,2:35,246
2019/9/22,2:40,247
2019/9/22,2:45,250
2019/9/22,2:50,249
2019/9/22,2:55,251
2019/9/22,3:00,254
2019/9/22,3:05,258
2019/9/22,3:10,258
2019/9/22,3:15,257
2019/9/22,3:20,262
2019/9/22,3:25,263
2019/9/22,3:30,260
2019/9/22,3:35,262
2019/9/22,3:40,264
2019/9/22,3:45,265
2019/9/22,3:50,265
2019/9/22,3:55,263
2019/9/22,4:00,264
2019/9/22,4:05,267
2019/9/22,4:10,267
2019/9/22,4:15,264
2019/9/22,4:20,264
2019/9/22,4:25,265
2019/9/22,4:30,261
2019/9/22,4:35,263
2019/9/22,4:40,264
2019/9/22,4:45,265
2019/9/22,4:50,262
2019/9/22,4:55,261
2019/9/22,5:00,258
2019/9/22,5:05,260
2019/9/22,5:10,260
2019/9/22,5:15,259
2019/9/22,5:20,255
2019/9/22,5:25,256
2019/9/22,5:30,254
2019/9/22,5:35,251
2019/9/22,5:40,249
2019/9/22,5:45,248
2019/9/22,5:50,247
2019/9/22,5:55,240
2019/9/22,6:00,237
2019/9/22,6:05,236
2019/9/22,6:10,236
2019/9/22,6:15,238
2019/9/22,6:20,235
2019/9/22,6:25,235
2019/9/22,6:30,232
2019/9/22,6:35,232
2019/9/22,6:40,230
2019/9/22,6:45,231
2019/9/22,6:50,228
2019/9/22,6:55,231
2019/9/22,7:00,229
2019/9/22,7:05,228
2019/9/22,7:10,226
2019/9/22,7:15,227
2019/9/22,7:20,229
2019/9/22,7:25,228
2019/9/22,7:30,229
2019/9/22,7:35,228
2019/9/22,7:40,229
2019/9/22,7:45,229
2019/9/22,7:50,230
2019/9/22,7:55,233
2019/9/22,8:00,231
2019/9/22,8:05,234
2019/9/22,8:10,235
2019/9/22,8:15,234
2019/9/22,8:20,237
2019/9/22,8:25,236
2019/9/22,8:30,241
2019/9/22,8:35,239
2019/9/22,8:40,242
2019/9/22,8:45,240
2019/9/22,8:50,243
2019/9/22,8:55,243
2019/9/22,9:00,242
2019/9/22,9:05,242
2019/9/22,9:10,242
2019/9/22,9:15,244
2019/9/22,9:20,244
2019/9/22,9:25,248
2019/9/22,9:30,244
2019/9/22,9:35,246
2019/9/22,9:40,247
2019/9/22,9:45,245
2019/9/22,9:50,248
2019/9/22,9:55,248
2019/9/22,10:00,245
2019/9/22,10:05,246
2019/9/22,10:10,247
2019/9/22,10:15,247
2019/9/22,10:20,250
2019/9/22,10:25,250
2019/9/22,10:30,251
2019/9/22,10:35,250
2019/9/22,10:40,252
2019/9/22,10:45,252
2019/9/22,10:50,254
2019/9/22,10:55,255
2019/9/22,11:00,254
2019/9/22,11:05,253
2019/9/22,11:10,252
2019/9/22,11:15,252
2019/9/22,11:20,255
2019/9/22,11:25,256
2019/9/22,11:30,257
2019/9/22,11:35,256
2019/9/22,11:40,261
2019/9/22,11:45,258
2019/9/22,11:50,260
2019/9/22,11:55,259
2019/9/22,12:00,260
2019/9/22,12:05,257
2019/9/22,12:10,258
2019/9/22,12:15,257
2019/9/22,12:20,261
2019/9/22,12:25,260
2019/9/22,12:30,259
2019/9/22,12:35,258
2019/9/22,12:40,260
2019/9/22,12:45,256
2019/9/22,12:50,256
2019/9/22,12:55,255
2019/9/22,13:00,255
2019/9/22,13:05,254
2019/9/22,13:10,252
2019/9/22,13:15,254
2019/9/22,13:20,256
2019/9/22,13:25,255
2019/9/22,13:30,252
2019/9/22,13:35,256
2019/9/22,13:40,258
2019/9/22,13:45,254
2019/9/22,13:50,256
2019/9/22,13:55,256
2019/9/22,14:00,255
