2020/10/28 23:50 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
425,17:00～18:00,10月27日,8:53,12,89

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
379,17:00～18:00,10月27日,8:53

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
425,17:00～18:00,10月27日,8:53,12,89

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
379,17:00～18:00,10月27日,8:53

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/10/27,0:00,273,268,80,342
2020/10/27,1:00,276,261,81,341
2020/10/27,2:00,292,286,83,353
2020/10/27,3:00,308,304,83,370
2020/10/27,4:00,317,315,83,383
2020/10/27,5:00,318,312,85,375
2020/10/27,6:00,318,309,86,370
2020/10/27,7:00,315,306,86,368
2020/10/27,8:00,331,320,83,399
2020/10/27,9:00,345,346,82,419
2020/10/27,10:00,350,349,84,417
2020/10/27,11:00,357,350,84,425
2020/10/27,12:00,338,326,80,422
2020/10/27,13:00,351,348,82,428
2020/10/27,14:00,354,346,84,421
2020/10/27,15:00,359,346,85,421
2020/10/27,16:00,376,362,89,424
2020/10/27,17:00,384,379,90,425
2020/10/27,18:00,372,370,87,427
2020/10/27,19:00,358,355,86,417
2020/10/27,20:00,339,336,86,392
2020/10/27,21:00,325,317,87,372
2020/10/27,22:00,302,298,87,348
2020/10/27,23:00,295,287,85,347

最大使用率(%),時間帯
90,17:00～18:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
422,17:00～18:00,10月28日,4:36,12,90

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
378,17:00～18:00,10月28日,4:36

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
422,17:00～18:00,10月28日,4:36,12,90

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
378,17:00～18:00,10月28日,4:36

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2020/10/27,0:00,277,0
2020/10/27,0:05,279,0
2020/10/27,0:10,279,0
2020/10/27,0:15,279,0
2020/10/27,0:20,278,0
2020/10/27,0:25,276,0
2020/10/27,0:30,275,0
2020/10/27,0:35,274,0
2020/10/27,0:40,273,0
2020/10/27,0:45,272,0
2020/10/27,0:50,271,0
2020/10/27,0:55,270,0
2020/10/27,1:00,271,0
2020/10/27,1:05,272,0
2020/10/27,1:10,273,0
2020/10/27,1:15,275,0
2020/10/27,1:20,276,0
2020/10/27,1:25,277,0
2020/10/27,1:30,278,0
2020/10/27,1:35,278,0
2020/10/27,1:40,279,0
2020/10/27,1:45,280,0
2020/10/27,1:50,281,0
2020/10/27,1:55,281,0
2020/10/27,2:00,282,0
2020/10/27,2:05,285,0
2020/10/27,2:10,287,0
2020/10/27,2:15,288,0
2020/10/27,2:20,290,0
2020/10/27,2:25,289,0
2020/10/27,2:30,294,0
2020/10/27,2:35,297,0
2020/10/27,2:40,298,0
2020/10/27,2:45,299,0
2020/10/27,2:50,300,0
2020/10/27,2:55,300,0
2020/10/27,3:00,303,0
2020/10/27,3:05,305,0
2020/10/27,3:10,307,0
2020/10/27,3:15,309,0
2020/10/27,3:20,310,0
2020/10/27,3:25,310,0
2020/10/27,3:30,312,0
2020/10/27,3:35,312,0
2020/10/27,3:40,312,0
2020/10/27,3:45,312,0
2020/10/27,3:50,312,0
2020/10/27,3:55,312,0
2020/10/27,4:00,315,0
2020/10/27,4:05,317,0
2020/10/27,4:10,317,0
2020/10/27,4:15,318,0
2020/10/27,4:20,316,0
2020/10/27,4:25,318,0
2020/10/27,4:30,319,0
2020/10/27,4:35,319,0
2020/10/27,4:40,320,0
2020/10/27,4:45,319,0
2020/10/27,4:50,318,0
2020/10/27,4:55,318,0
2020/10/27,5:00,322,0
2020/10/27,5:05,323,0
2020/10/27,5:10,324,0
2020/10/27,5:15,322,0
2020/10/27,5:20,322,0
2020/10/27,5:25,321,0
2020/10/27,5:30,322,0
2020/10/27,5:35,319,0
2020/10/27,5:40,318,0
2020/10/27,5:45,314,0
2020/10/27,5:50,312,0
2020/10/27,5:55,313,0
2020/10/27,6:00,323,1
2020/10/27,6:05,322,1
2020/10/27,6:10,322,1
2020/10/27,6:15,319,2
2020/10/27,6:20,320,2
2020/10/27,6:25,318,3
2020/10/27,6:30,324,11
2020/10/27,6:35,323,13
2020/10/27,6:40,320,14
2020/10/27,6:45,317,17
2020/10/27,6:50,313,19
2020/10/27,6:55,310,21
2020/10/27,7:00,318,33
2020/10/27,7:05,318,35
2020/10/27,7:10,316,36
2020/10/27,7:15,313,37
2020/10/27,7:20,311,39
2020/10/27,7:25,308,40
2020/10/27,7:30,321,55
2020/10/27,7:35,322,56
2020/10/27,7:40,321,58
2020/10/27,7:45,318,60
2020/10/27,7:50,316,60
2020/10/27,7:55,316,63
2020/10/27,8:00,330,75
2020/10/27,8:05,329,77
2020/10/27,8:10,328,80
2020/10/27,8:15,327,83
2020/10/27,8:20,326,85
2020/10/27,8:25,328,87
2020/10/27,8:30,337,97
2020/10/27,8:35,339,97
2020/10/27,8:40,338,100
2020/10/27,8:45,339,102
2020/10/27,8:50,339,103
2020/10/27,8:55,341,104
2020/10/27,9:00,347,109
2020/10/27,9:05,348,110
2020/10/27,9:10,348,111
2020/10/27,9:15,347,112
2020/10/27,9:20,345,113
2020/10/27,9:25,346,114
2020/10/27,9:30,350,119
2020/10/27,9:35,350,120
2020/10/27,9:40,350,115
2020/10/27,9:45,349,115
2020/10/27,9:50,348,115
2020/10/27,9:55,346,118
2020/10/27,10:00,349,124
2020/10/27,10:05,349,126
2020/10/27,10:10,348,126
2020/10/27,10:15,348,127
2020/10/27,10:20,350,129
2020/10/27,10:25,351,128
2020/10/27,10:30,352,129
2020/10/27,10:35,353,128
2020/10/27,10:40,354,127
2020/10/27,10:45,355,125
2020/10/27,10:50,357,124
2020/10/27,10:55,359,121
