2020/2/10 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1376,18:00～19:00,2月9日,6:37,14,88

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1210,18:00～19:00,2月9日,6:37

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2020/2/9,0:00,1060,1073,77
2020/2/9,1:00,1081,1100,79
2020/2/9,2:00,1108,1134,81
2020/2/9,3:00,1130,1150,82
2020/2/9,4:00,1138,1150,83
2020/2/9,5:00,1130,1141,82
2020/2/9,6:00,1114,1126,81
2020/2/9,7:00,1088,1086,79
2020/2/9,8:00,1090,1123,79
2020/2/9,9:00,1120,1135,81
2020/2/9,10:00,1090,1099,79
2020/2/9,11:00,1068,1060,78
2020/2/9,12:00,1050,1032,76
2020/2/9,13:00,1028,1025,75
2020/2/9,14:00,1015,1020,74
2020/2/9,15:00,1056,1031,77
2020/2/9,16:00,1097,1082,80
2020/2/9,17:00,1201,1181,87
2020/2/9,18:00,1226,1210,89
2020/2/9,19:00,1201,1194,87
2020/2/9,20:00,1167,1164,85
2020/2/9,21:00,1122,1110,82
2020/2/9,22:00,1057,1046,77
2020/2/9,23:00,1058,1053,77

最大使用率(%),時間帯
89,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1492,9:00～10:00,2月9日,18:02,13,88

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1326,9:00～10:00,2月9日,18:02

DATE,TIME,当日実績(5分間隔値)(万kW)
2020/2/9,0:00,1080
2020/2/9,0:05,1070
2020/2/9,0:10,1064
2020/2/9,0:15,1065
2020/2/9,0:20,1071
2020/2/9,0:25,1062
2020/2/9,0:30,1056
2020/2/9,0:35,1055
2020/2/9,0:40,1057
2020/2/9,0:45,1052
2020/2/9,0:50,1051
2020/2/9,0:55,1047
2020/2/9,1:00,1050
2020/2/9,1:05,1069
2020/2/9,1:10,1070
2020/2/9,1:15,1081
2020/2/9,1:20,1085
2020/2/9,1:25,1091
2020/2/9,1:30,1091
2020/2/9,1:35,1088
2020/2/9,1:40,1086
2020/2/9,1:45,1084
2020/2/9,1:50,1080
2020/2/9,1:55,1084
2020/2/9,2:00,1084
2020/2/9,2:05,1086
2020/2/9,2:10,1102
2020/2/9,2:15,1106
2020/2/9,2:20,1105
2020/2/9,2:25,1108
2020/2/9,2:30,1108
2020/2/9,2:35,1117
2020/2/9,2:40,1118
2020/2/9,2:45,1112
2020/2/9,2:50,1111
2020/2/9,2:55,1119
2020/2/9,3:00,1121
2020/2/9,3:05,1126
2020/2/9,3:10,1135
2020/2/9,3:15,1130
2020/2/9,3:20,1132
2020/2/9,3:25,1134
2020/2/9,3:30,1133
2020/2/9,3:35,1135
2020/2/9,3:40,1126
2020/2/9,3:45,1128
2020/2/9,3:50,1123
2020/2/9,3:55,1127
2020/2/9,4:00,1136
2020/2/9,4:05,1143
2020/2/9,4:10,1132
2020/2/9,4:15,1138
2020/2/9,4:20,1139
2020/2/9,4:25,1143
2020/2/9,4:30,1142
2020/2/9,4:35,1142
2020/2/9,4:40,1139
2020/2/9,4:45,1134
2020/2/9,4:50,1131
2020/2/9,4:55,1137
2020/2/9,5:00,1141
2020/2/9,5:05,1142
2020/2/9,5:10,1142
2020/2/9,5:15,1141
2020/2/9,5:20,1142
2020/2/9,5:25,1133
2020/2/9,5:30,1123
2020/2/9,5:35,1120
2020/2/9,5:40,1117
2020/2/9,5:45,1119
2020/2/9,5:50,1126
2020/2/9,5:55,1125
2020/2/9,6:00,1123
2020/2/9,6:05,1126
2020/2/9,6:10,1131
2020/2/9,6:15,1127
2020/2/9,6:20,1115
2020/2/9,6:25,1116
2020/2/9,6:30,1107
2020/2/9,6:35,1117
2020/2/9,6:40,1116
2020/2/9,6:45,1107
2020/2/9,6:50,1104
2020/2/9,6:55,1098
2020/2/9,7:00,1081
2020/2/9,7:05,1069
2020/2/9,7:10,1067
2020/2/9,7:15,1073
2020/2/9,7:20,1077
2020/2/9,7:25,1088
2020/2/9,7:30,1082
2020/2/9,7:35,1098
2020/2/9,7:40,1089
2020/2/9,7:45,1107
2020/2/9,7:50,1110
2020/2/9,7:55,1109
2020/2/9,8:00,1106
2020/2/9,8:05,1101
2020/2/9,8:10,1089
