2020/5/11 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
912,18:00～19:00,5月9日,18:03,20,83

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
760,18:00～19:00,5月10日,7:32

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
912,18:00～19:00,5月10日,7:32,20,83

使用率ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
760,18:00～19:00,5月10日,7:32

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/5/10,0:00,636,646,76,841
2020/5/10,1:00,644,650,76,845
2020/5/10,2:00,671,674,80,844
2020/5/10,3:00,690,689,82,846
2020/5/10,4:00,688,700,81,850
2020/5/10,5:00,678,684,78,870
2020/5/10,6:00,653,660,71,922
2020/5/10,7:00,657,648,74,891
2020/5/10,8:00,690,676,78,882
2020/5/10,9:00,695,703,75,921
2020/5/10,10:00,701,712,77,913
2020/5/10,11:00,690,719,74,928
2020/5/10,12:00,689,710,75,920
2020/5/10,13:00,677,702,73,929
2020/5/10,14:00,643,689,68,943
2020/5/10,15:00,667,700,74,905
2020/5/10,16:00,697,727,73,955
2020/5/10,17:00,744,744,77,961
2020/5/10,18:00,763,760,82,928
2020/5/10,19:00,751,753,82,912
2020/5/10,20:00,724,727,74,974
2020/5/10,21:00,694,691,73,951
2020/5/10,22:00,668,666,72,933
2020/5/10,23:00,649,653,69,941

最大使用率(%),時間帯
82,3:00～4:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1079,11:00～12:00,5月10日,18:03,20,83

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
900,11:00～12:00,5月10日,18:03

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1079,11:00～12:00,5月10日,18:03,20,83

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
900,11:00～12:00,5月10日,21:33

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間隔値)(万kW),風力発電実績(5分間隔値)(万kW)
2020/5/10,0:00,641,0,4
2020/5/10,0:05,639,0,4
2020/5/10,0:10,647,0,3
2020/5/10,0:15,643,0,3
2020/5/10,0:20,640,0,3
2020/5/10,0:25,637,0,3
2020/5/10,0:30,639,0,2
2020/5/10,0:35,634,0,2
2020/5/10,0:40,630,0,2
2020/5/10,0:45,631,0,2
2020/5/10,0:50,632,0,2
2020/5/10,0:55,627,0,3
2020/5/10,1:00,627,0,3
2020/5/10,1:05,636,0,3
2020/5/10,1:10,639,0,3
2020/5/10,1:15,639,0,3
2020/5/10,1:20,641,0,3
2020/5/10,1:25,642,0,4
2020/5/10,1:30,646,0,4
2020/5/10,1:35,648,0,4
2020/5/10,1:40,649,0,4
2020/5/10,1:45,648,0,5
2020/5/10,1:50,648,0,5
2020/5/10,1:55,649,0,5
2020/5/10,2:00,652,0,5
2020/5/10,2:05,657,0,5
2020/5/10,2:10,659,0,5
2020/5/10,2:15,667,0,5
2020/5/10,2:20,665,0,5
2020/5/10,2:25,669,0,5
2020/5/10,2:30,671,0,5
2020/5/10,2:35,673,0,5
2020/5/10,2:40,678,0,5
2020/5/10,2:45,680,0,5
2020/5/10,2:50,682,0,5
2020/5/10,2:55,681,0,5
2020/5/10,3:00,683,0,5
2020/5/10,3:05,688,0,5
2020/5/10,3:10,692,0,5
2020/5/10,3:15,691,0,5
2020/5/10,3:20,689,0,5
2020/5/10,3:25,688,0,6
2020/5/10,3:30,692,0,6
2020/5/10,3:35,691,0,7
2020/5/10,3:40,689,0,8
2020/5/10,3:45,694,0,8
2020/5/10,3:50,692,0,8
2020/5/10,3:55,688,0,9
2020/5/10,4:00,687,0,10
2020/5/10,4:05,691,0,11
2020/5/10,4:10,693,0,13
2020/5/10,4:15,691,0,15
2020/5/10,4:20,689,0,15
2020/5/10,4:25,688,0,14
2020/5/10,4:30,685,0,12
2020/5/10,4:35,688,0,12
2020/5/10,4:40,690,0,14
2020/5/10,4:45,690,0,14
2020/5/10,4:50,681,2,13
2020/5/10,4:55,684,4,14
2020/5/10,5:00,685,7,15
2020/5/10,5:05,687,8,14
2020/5/10,5:10,686,10,15
2020/5/10,5:15,687,13,15
2020/5/10,5:20,685,15,15
2020/5/10,5:25,683,18,16
2020/5/10,5:30,679,20,16
2020/5/10,5:35,675,22,17
2020/5/10,5:40,669,24,17
2020/5/10,5:45,673,26,17
2020/5/10,5:50,669,31,17
2020/5/10,5:55,669,34,17
