2020/6/1 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
363,19:00～20:00,5月31日,19:42,19,84

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
305,19:00～20:00,5月31日,19:42

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
363,19:00～20:00,5月31日,19:42,19,84

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
305,19:00～20:00,5月31日,19:42

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/5/31,0:00,244,250,73,332
2020/5/31,1:00,249,255,73,341
2020/5/31,2:00,259,267,74,351
2020/5/31,3:00,269,275,76,354
2020/5/31,4:00,263,270,76,346
2020/5/31,5:00,257,261,71,363
2020/5/31,6:00,243,247,67,363
2020/5/31,7:00,230,243,60,382
2020/5/31,8:00,241,244,60,398
2020/5/31,9:00,257,253,65,396
2020/5/31,10:00,266,264,63,425
2020/5/31,11:00,273,269,63,433
2020/5/31,12:00,269,264,63,426
2020/5/31,13:00,263,262,62,424
2020/5/31,14:00,258,255,63,407
2020/5/31,15:00,262,260,67,390
2020/5/31,16:00,284,276,77,371
2020/5/31,17:00,296,290,82,359
2020/5/31,18:00,288,299,80,359
2020/5/31,19:00,295,305,81,363
2020/5/31,20:00,279,295,76,367
2020/5/31,21:00,262,271,72,364
2020/5/31,22:00,250,260,73,341
2020/5/31,23:00,243,256,69,355

最大使用率(%),時間帯
82,17:00～18:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
403,16:00～17:00,6月1日,8:46,22,82

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
330,16:00～17:00,6月1日,8:46

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
403,16:00～17:00,6月1日,8:46,22,82

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
330,16:00～17:00,6月1日,8:46

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2020/5/31,0:00,251,0
2020/5/31,0:05,249,0
2020/5/31,0:10,246,0
2020/5/31,0:15,244,0
2020/5/31,0:20,244,0
2020/5/31,0:25,243,0
2020/5/31,0:30,245,0
2020/5/31,0:35,247,0
2020/5/31,0:40,247,0
2020/5/31,0:45,249,0
2020/5/31,0:50,247,0
2020/5/31,0:55,242,0
2020/5/31,1:00,245,0
2020/5/31,1:05,250,0
2020/5/31,1:10,252,0
