2020/12/18 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5111,9:00～10:00,12/18,15:00,11,90

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4607,9:00～10:00,12/18,15:00

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4888,17:00～18:00,12/18,15:00,9,91

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
4465,17:00～18:00,12/18,15:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/12/18,0:00,3416,3413,71,4775
2020/12/18,1:00,3238,3247,68,4716
2020/12/18,2:00,3170,3192,67,4670
2020/12/18,3:00,3140,3173,67,4644
2020/12/18,4:00,3188,3212,67,4723
2020/12/18,5:00,3410,3459,71,4767
2020/12/18,6:00,3919,3974,80,4883
2020/12/18,7:00,4332,4383,91,4758
2020/12/18,8:00,4562,4588,90,5031
2020/12/18,9:00,4606,4607,90,5111
2020/12/18,10:00,4465,4437,88,5036
2020/12/18,11:00,4330,4297,84,5095
2020/12/18,12:00,4122,4060,81,5083
2020/12/18,13:00,4193,4131,84,4942
2020/12/18,14:00,4155,4113,84,4913
2020/12/18,15:00,4155,4192,82,5039
2020/12/18,16:00,4299,4342,87,4896
2020/12/18,17:00,4447,4465,90,4888
2020/12/18,18:00,4412,4413,89,4935
2020/12/18,19:00,4308,4282,86,4968
2020/12/18,20:00,4181,4149,84,4970
2020/12/18,21:00,3998,3953,81,4889
2020/12/18,22:00,3789,3735,80,4687
2020/12/18,23:00,3565,3499,79,4473

最大使用率(%),時間帯
91,7:00～8:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4500,18:00～19:00,12/18,17:40,8,92

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4165,18:00～19:00,12/18,17:40

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4500,18:00～19:00,12/18,17:40,8,92

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
4165,18:00～19:00,12/18,17:40

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2020/12/18,0:00,3551,0
2020/12/18,0:05,3514,0
2020/12/18,0:10,3504,0
2020/12/18,0:15,3485,0
2020/12/18,0:20,3458,0
2020/12/18,0:25,3431,0
2020/12/18,0:30,3412,0
2020/12/18,0:35,3385,0
2020/12/18,0:40,3356,0
2020/12/18,0:45,3319,0
2020/12/18,0:50,3300,0
2020/12/18,0:55,3280,0
2020/12/18,1:00,3275,0
2020/12/18,1:05,3287,0
2020/12/18,1:10,3276,0
2020/12/18,1:15,3273,0
2020/12/18,1:20,3244,0
2020/12/18,1:25,3234,0
2020/12/18,1:30,3232,0
2020/12/18,1:35,3220,0
2020/12/18,1:40,3215,0
2020/12/18,1:45,3206,0
2020/12/18,1:50,3195,0
2020/12/18,1:55,3198,0
2020/12/18,2:00,3175,0
2020/12/18,2:05,3176,0
2020/12/18,2:10,3176,0
2020/12/18,2:15,3182,0
2020/12/18,2:20,3183,0
2020/12/18,2:25,3175,0
2020/12/18,2:30,3173,0
2020/12/18,2:35,3170,0
2020/12/18,2:40,3163,0
2020/12/18,2:45,3153,0
2020/12/18,2:50,3166,0
2020/12/18,2:55,3154,0
2020/12/18,3:00,3155,0
2020/12/18,3:05,3155,0
2020/12/18,3:10,3146,0
2020/12/18,3:15,3143,0
2020/12/18,3:20,3132,0
2020/12/18,3:25,3137,0
2020/12/18,3:30,3122,0
2020/12/18,3:35,3140,0
2020/12/18,3:40,3138,0
2020/12/18,3:45,3136,0
2020/12/18,3:50,3139,0
2020/12/18,3:55,3138,0
2020/12/18,4:00,3139,0
2020/12/18,4:05,3157,0
2020/12/18,4:10,3170,0
2020/12/18,4:15,3167,0
2020/12/18,4:20,3163,0
2020/12/18,4:25,3177,0
2020/12/18,4:30,3179,0
2020/12/18,4:35,3186,0
2020/12/18,4:40,3220,0
2020/12/18,4:45,3217,0
2020/12/18,4:50,3237,0
2020/12/18,4:55,3244,0
2020/12/18,5:00,3263,0
2020/12/18,5:05,3294,0
2020/12/18,5:10,3311,0
2020/12/18,5:15,3343,0
2020/12/18,5:20,3366,0
2020/12/18,5:25,3394,0
2020/12/18,5:30,3408,0
2020/12/18,5:35,3445,0
2020/12/18,5:40,3470,0
2020/12/18,5:45,3512,0
2020/12/18,5:50,3542,0
2020/12/18,5:55,3572,0
2020/12/18,6:00,3633,0
2020/12/18,6:05,3696,0
2020/12/18,6:10,3765,0
2020/12/18,6:15,3817,0
2020/12/18,6:20,3854,0
2020/12/18,6:25,3888,0
2020/12/18,6:30,3940,0
2020/12/18,6:35,4004,0
2020/12/18,6:40,4048,0
2020/12/18,6:45,4092,0
2020/12/18,6:50,4141,0
2020/12/18,6:55,4154,0
2020/12/18,7:00,4172,1
2020/12/18,7:05,4226,3
2020/12/18,7:10,4249,5
2020/12/18,7:15,4270,8
2020/12/18,7:20,4293,29
2020/12/18,7:25,4329,59
