2017/3/22 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1299,9:00～10:00,3月21日,17:57,15,87

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1128,9:00～10:00,3月21日,17:57

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2017/3/21,0:00,852,871,66
2017/3/21,1:00,883,906,68
2017/3/21,2:00,915,949,70
2017/3/21,3:00,939,978,72
2017/3/21,4:00,957,1011,74
2017/3/21,5:00,995,1045,77
2017/3/21,6:00,1014,1039,78
2017/3/21,7:00,989,973,76
2017/3/21,8:00,1067,1071,82
2017/3/21,9:00,1126,1128,87
2017/3/21,10:00,1124,1109,87
2017/3/21,11:00,1123,1088,86
2017/3/21,12:00,1062,1024,82
2017/3/21,13:00,1108,1055,85
2017/3/21,14:00,1110,1089,85
2017/3/21,15:00,1105,1072,85
2017/3/21,16:00,1119,1090,86
2017/3/21,17:00,1118,1098,86
2017/3/21,18:00,1119,1121,86
2017/3/21,19:00,1075,1091,83
2017/3/21,20:00,1030,1053,79
2017/3/21,21:00,974,1008,75
2017/3/21,22:00,937,979,72
2017/3/21,23:00,918,975,71

最大使用率(%),時間帯
87,9:00～10:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1313,18:00～19:00,3月21日,18:02,17,85

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1094,9:00～10:00,3月21日,18:02

DATE,TIME,当日実績(5分間隔値)(万kW)
2017/3/21,0:00,861
2017/3/21,0:05,857
2017/3/21,0:10,860
2017/3/21,0:15,856
2017/3/21,0:20,854
2017/3/21,0:25,852
2017/3/21,0:30,849
2017/3/21,0:35,852
2017/3/21,0:40,848
2017/3/21,0:45,841
2017/3/21,0:50,844
2017/3/21,0:55,850
2017/3/21,1:00,854
2017/3/21,1:05,869
2017/3/21,1:10,872
2017/3/21,1:15,875
2017/3/21,1:20,881
2017/3/21,1:25,882
2017/3/21,1:30,888
2017/3/21,1:35,889
2017/3/21,1:40,883
2017/3/21,1:45,891
2017/3/21,1:50,893
2017/3/21,1:55,897
2017/3/21,2:00,900
2017/3/21,2:05,904
2017/3/21,2:10,913
2017/3/21,2:15,910
2017/3/21,2:20,909
2017/3/21,2:25,907
2017/3/21,2:30,913
2017/3/21,2:35,920
2017/3/21,2:40,917
2017/3/21,2:45,923
2017/3/21,2:50,923
2017/3/21,2:55,929
2017/3/21,3:00,928
2017/3/21,3:05,929
2017/3/21,3:10,932
2017/3/21,3:15,932
2017/3/21,3:20,936
2017/3/21,3:25,931
2017/3/21,3:30,937
2017/3/21,3:35,940
2017/3/21,3:40,945
2017/3/21,3:45,949
2017/3/21,3:50,950
2017/3/21,3:55,946
2017/3/21,4:00,946
2017/3/21,4:05,950
2017/3/21,4:10,955
2017/3/21,4:15,952
2017/3/21,4:20,956
2017/3/21,4:25,955
2017/3/21,4:30,958
2017/3/21,4:35,957
2017/3/21,4:40,957
2017/3/21,4:45,962
2017/3/21,4:50,965
2017/3/21,4:55,965
2017/3/21,5:00,963
2017/3/21,5:05,976
2017/3/21,5:10,985
2017/3/21,5:15,989
2017/3/21,5:20,996
2017/3/21,5:25,994
2017/3/21,5:30,996
2017/3/21,5:35,1004
2017/3/21,5:40,1007
2017/3/21,5:45,1011
2017/3/21,5:50,1002
2017/3/21,5:55,998
2017/3/21,6:00,1006
2017/3/21,6:05,1023
2017/3/21,6:10,1024
2017/3/21,6:15,1026
2017/3/21,6:20,1015
2017/3/21,6:25,1024
2017/3/21,6:30,1019
2017/3/21,6:35,1024
2017/3/21,6:40,1018
2017/3/21,6:45,1013
2017/3/21,6:50,1002
2017/3/21,6:55,989
2017/3/21,7:00,975
2017/3/21,7:05,964
2017/3/21,7:10,973
2017/3/21,7:15,974
2017/3/21,7:20,974
2017/3/21,7:25,980
2017/3/21,7:30,981
2017/3/21,7:35,998
2017/3/21,7:40,997
2017/3/21,7:45,1006
2017/3/21,7:50,1011
2017/3/21,7:55,1012
2017/3/21,8:00,1022
2017/3/21,8:05,1018
2017/3/21,8:10,1024
2017/3/21,8:15,1036
2017/3/21,8:20,1046
2017/3/21,8:25,1060
2017/3/21,8:30,1067
2017/3/21,8:35,1081
2017/3/21,8:40,1092
2017/3/21,8:45,1092
2017/3/21,8:50,1102
2017/3/21,8:55,1111
2017/3/21,9:00,1113
2017/3/21,9:05,1120
2017/3/21,9:10,1123
2017/3/21,9:15,1123
2017/3/21,9:20,1123
2017/3/21,9:25,1124
2017/3/21,9:30,1128
2017/3/21,9:35,1130
2017/3/21,9:40,1132
2017/3/21,9:45,1130
2017/3/21,9:50,1126
2017/3/21,9:55,1132
2017/3/21,10:00,1134
2017/3/21,10:05,1125
2017/3/21,10:10,1115
2017/3/21,10:15,1122
2017/3/21,10:20,1126
2017/3/21,10:25,1125
2017/3/21,10:30,1123
2017/3/21,10:35,1127
2017/3/21,10:40,1126
2017/3/21,10:45,1126
2017/3/21,10:50,1125
2017/3/21,10:55,1124
2017/3/21,11:00,1120
2017/3/21,11:05,1123
2017/3/21,11:10,1123
2017/3/21,11:15,1122
2017/3/21,11:20,1121
2017/3/21,11:25,1128
2017/3/21,11:30,1129
2017/3/21,11:35,1126
2017/3/21,11:40,1125
2017/3/21,11:45,1125
2017/3/21,11:50,1118
2017/3/21,11:55,1120
2017/3/21,12:00,1106
2017/3/21,12:05,1078
2017/3/21,12:10,1069
