2020/11/06 10:58 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
-,-,-,-,-,-

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
9468,18:00～19:00,-,-

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
-,-,-,-,-,-

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
-,-,-,-

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/07/04,00:00,7766,7715,-,10491
2020/07/04,01:00,7409,7395,-,10375
2020/07/04,02:00,7445,7440,-,10356
2020/07/04,03:00,7702,7663,-,10451
2020/07/04,04:00,7757,7747,-,10514
2020/07/04,05:00,7611,7558,-,10553
2020/07/04,06:00,7483,7414,-,10610
2020/07/04,07:00,7853,7754,-,10603
2020/07/04,08:00,8550,8442,-,10990
2020/07/04,09:00,9193,9039,-,11455
2020/07/04,10:00,9368,9285,-,11854
2020/07/04,11:00,9529,9456,-,12043
2020/07/04,12:00,9546,9326,-,12057
2020/07/04,13:00,9499,9403,-,12158
2020/07/04,14:00,9369,9411,-,12035
2020/07/04,15:00,9284,9344,-,11959
2020/07/04,16:00,9257,9356,-,11842
2020/07/04,17:00,9324,9361,-,11635
2020/07/04,18:00,9448,9468,-,11493
2020/07/04,19:00,9481,9466,-,11421
2020/07/04,20:00,9122,9135,-,11298
2020/07/04,21:00,8688,8669,-,11008
2020/07/04,22:00,8297,8265,-,10817
2020/07/04,23:00,7947,7900,-,10696

最大使用率(%),時間帯
-,-

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
-,-,-,-,-,-

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
9506,19:00～20:00,-,-

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
-,-,-,-,-,-

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
-,-,-,-

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2020/07/04,00:00,8048,0
2020/07/04,00:05,8000,0
2020/07/04,00:10,8002,0
2020/07/04,00:15,7945,0
2020/07/04,00:20,7835,0
2020/07/04,00:25,7789,0
2020/07/04,00:30,7733,0
2020/07/04,00:35,7698,0
2020/07/04,00:40,7640,0
2020/07/04,00:45,7605,0
2020/07/04,00:50,7554,0
2020/07/04,00:55,7513,0
2020/07/04,01:00,7496,0
2020/07/04,01:05,7485,0
2020/07/04,01:10,7499,0
2020/07/04,01:15,7445,0
2020/07/04,01:20,7421,0
2020/07/04,01:25,7402,0
2020/07/04,01:30,7388,0
2020/07/04,01:35,7394,0
2020/07/04,01:40,7379,0
2020/07/04,01:45,7323,0
2020/07/04,01:50,7326,0
2020/07/04,01:55,7349,0
2020/07/04,02:00,7342,0
2020/07/04,02:05,7371,0
2020/07/04,02:10,7399,0
2020/07/04,02:15,7389,0
2020/07/04,02:20,7399,0
2020/07/04,02:25,7412,0
2020/07/04,02:30,7429,0
2020/07/04,02:35,7485,0
2020/07/04,02:40,7475,0
2020/07/04,02:45,7466,0
2020/07/04,02:50,7491,0
2020/07/04,02:55,7536,0
2020/07/04,03:00,7578,0
2020/07/04,03:05,7607,0
2020/07/04,03:10,7620,0
2020/07/04,03:15,7654,0
2020/07/04,03:20,7692,0
2020/07/04,03:25,7698,0
2020/07/04,03:30,7688,0
2020/07/04,03:35,7732,0
