2019/11/17 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1783,9:00～10:00,11/16,9:30,14,87

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1561,9:00～10:00,11/16,9:30

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1783,9:00～10:00,11/16,9:30,14,87

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1560,9:00～10:00,11/16,9:30

DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%),供給力想定値(万kW)
2019/11/16,0:00,1347,1331,75,1700
2019/11/16,1:00,1294,1292,72,1679
2019/11/16,2:00,1330,1342,74,1700
2019/11/16,3:00,1384,1393,77,1733
2019/11/16,4:00,1378,1395,77,1726
2019/11/16,5:00,1349,1354,75,1712
2019/11/16,6:00,1346,1364,75,1710
2019/11/16,7:00,1406,1413,78,1615
2019/11/16,8:00,1512,1511,84,1727
2019/11/16,9:00,1560,1561,87,1783
2019/11/16,10:00,1542,1535,86,1754
2019/11/16,11:00,1520,1506,85,1745
2019/11/16,12:00,1465,1453,82,1734
2019/11/16,13:00,1467,1483,82,1694
2019/11/16,14:00,1454,1475,81,1685
2019/11/16,15:00,1455,1479,81,1690
2019/11/16,16:00,1476,1500,82,1713
2019/11/16,17:00,1558,1560,87,1782
2019/11/16,18:00,1567,1560,87,1783
2019/11/16,19:00,1533,1549,85,1770
2019/11/16,20:00,1498,1502,84,1716
2019/11/16,21:00,1437,1443,80,1649
2019/11/16,22:00,1369,1366,76,1560
2019/11/16,23:00,1304,1313,73,1501

最大使用率(%),時間帯
87,9:00～10:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1851,18:00～19:00,11/16,18:30,24,80

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1494,18:00～19:00,11/16,18:30

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1851,18:00～19:00,11/16,18:30,24,80

翌日の使用率ピーク時予想電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1490,18:00～19:00,11/16,18:30

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2019/11/16,0:00,1388,0
2019/11/16,0:05,1377,0
2019/11/16,0:10,1371,0
2019/11/16,0:15,1366,0
2019/11/16,0:20,1368,0
2019/11/16,0:25,1350,0
2019/11/16,0:30,1344,0
2019/11/16,0:35,1325,0
2019/11/16,0:40,1324,0
2019/11/16,0:45,1327,0
2019/11/16,0:50,1313,0
2019/11/16,0:55,1312,0
2019/11/16,1:00,1307,0
2019/11/16,1:05,1301,0
2019/11/16,1:10,1295,0
2019/11/16,1:15,1308,0
2019/11/16,1:20,1292,0
2019/11/16,1:25,1282,0
2019/11/16,1:30,1289,0
2019/11/16,1:35,1280,0
2019/11/16,1:40,1300,0
2019/11/16,1:45,1291,0
2019/11/16,1:50,1288,0
2019/11/16,1:55,1295,0
2019/11/16,2:00,1293,0
2019/11/16,2:05,1304,0
2019/11/16,2:10,1313,0
2019/11/16,2:15,1317,0
2019/11/16,2:20,1323,0
2019/11/16,2:25,1328,0
2019/11/16,2:30,1331,0
2019/11/16,2:35,1346,0
2019/11/16,2:40,1352,0
2019/11/16,2:45,1348,0
2019/11/16,2:50,1348,0
2019/11/16,2:55,1355,0
2019/11/16,3:00,1366,0
2019/11/16,3:05,1370,0
2019/11/16,3:10,1379,0
2019/11/16,3:15,1383,0
2019/11/16,3:20,1383,0
2019/11/16,3:25,1389,0
2019/11/16,3:30,1392,0
2019/11/16,3:35,1388,0
2019/11/16,3:40,1387,0
2019/11/16,3:45,1393,0
2019/11/16,3:50,1395,0
2019/11/16,3:55,1377,0
2019/11/16,4:00,1383,0
2019/11/16,4:05,1378,0
2019/11/16,4:10,1389,0
2019/11/16,4:15,1392,0
2019/11/16,4:20,1380,0
2019/11/16,4:25,1372,0
2019/11/16,4:30,1372,0
2019/11/16,4:35,1380,0
2019/11/16,4:40,1384,0
2019/11/16,4:45,1378,0
2019/11/16,4:50,1370,0
2019/11/16,4:55,1361,0
2019/11/16,5:00,1348,0
2019/11/16,5:05,1331,0
2019/11/16,5:10,1341,0
2019/11/16,5:15,1345,0
2019/11/16,5:20,1357,0
2019/11/16,5:25,1378,0
2019/11/16,5:30,1384,0
2019/11/16,5:35,1361,0
2019/11/16,5:40,1353,0
2019/11/16,5:45,1339,0
2019/11/16,5:50,1327,0
2019/11/16,5:55,1318,0
2019/11/16,6:00,1317,0
2019/11/16,6:05,1322,0
2019/11/16,6:10,1329,0
2019/11/16,6:15,1324,0
2019/11/16,6:20,1343,0
2019/11/16,6:25,1345,0
2019/11/16,6:30,1349,0
2019/11/16,6:35,1361,0
2019/11/16,6:40,1359,0
2019/11/16,6:45,1375,3
2019/11/16,6:50,1371,7
2019/11/16,6:55,1361,12
2019/11/16,7:00,1355,14
2019/11/16,7:05,1353,19
2019/11/16,7:10,1375,23
2019/11/16,7:15,1387,31
2019/11/16,7:20,1394,43
2019/11/16,7:25,1402,53
2019/11/16,7:30,1407,62
2019/11/16,7:35,1423,71
2019/11/16,7:40,1428,81
2019/11/16,7:45,1443,90
2019/11/16,7:50,1446,99
2019/11/16,7:55,1453,107
2019/11/16,8:00,1472,111
2019/11/16,8:05,1491,120
2019/11/16,8:10,1505,129
2019/11/16,8:15,1504,138
2019/11/16,8:20,1510,146
2019/11/16,8:25,1510,154
2019/11/16,8:30,1517,163
2019/11/16,8:35,1521,170
2019/11/16,8:40,1518,178
2019/11/16,8:45,1524,186
2019/11/16,8:50,1528,193
2019/11/16,8:55,1542,200
2019/11/16,9:00,1546,209
2019/11/16,9:05,1567,214
2019/11/16,9:10,1561,220
2019/11/16,9:15,1563,226
2019/11/16,9:20,1560,231
2019/11/16,9:25,1565,236
2019/11/16,9:30,1558,241
2019/11/16,9:35,1566,246
2019/11/16,9:40,1559,248
2019/11/16,9:45,1554,251
2019/11/16,9:50,1556,254
2019/11/16,9:55,1561,257
2019/11/16,10:00,1561,264
2019/11/16,10:05,1562,270
2019/11/16,10:10,1557,277
2019/11/16,10:15,1555,281
2019/11/16,10:20,1548,284
2019/11/16,10:25,1551,286
2019/11/16,10:30,1538,289
2019/11/16,10:35,1529,292
2019/11/16,10:40,1534,296
2019/11/16,10:45,1527,300
2019/11/16,10:50,1520,305
2019/11/16,10:55,1525,307
2019/11/16,11:00,1527,311
2019/11/16,11:05,1522,313
2019/11/16,11:10,1521,313
2019/11/16,11:15,1521,314
2019/11/16,11:20,1527,316
2019/11/16,11:25,1530,317
2019/11/16,11:30,1515,318
2019/11/16,11:35,1509,319
2019/11/16,11:40,1509,319
2019/11/16,11:45,1523,316
2019/11/16,11:50,1522,316
2019/11/16,11:55,1511,317
2019/11/16,12:00,1497,316
2019/11/16,12:05,1478,316
2019/11/16,12:10,1470,315
2019/11/16,12:15,1464,312
2019/11/16,12:20,1464,310
2019/11/16,12:25,1462,309
2019/11/16,12:30,1454,305
2019/11/16,12:35,1451,301
2019/11/16,12:40,1464,297
2019/11/16,12:45,1464,292
2019/11/16,12:50,1455,289
2019/11/16,12:55,1459,286
2019/11/16,13:00,1454,281
2019/11/16,13:05,1465,276
2019/11/16,13:10,1474,271
2019/11/16,13:15,1471,269
2019/11/16,13:20,1468,266
2019/11/16,13:25,1467,266
2019/11/16,13:30,1470,264
2019/11/16,13:35,1459,261
2019/11/16,13:40,1469,258
2019/11/16,13:45,1471,253
2019/11/16,13:50,1470,247
2019/11/16,13:55,1460,241
2019/11/16,14:00,1467,235
2019/11/16,14:05,1453,230
2019/11/16,14:10,1449,226
2019/11/16,14:15,1443,220
2019/11/16,14:20,1447,213
2019/11/16,14:25,1450,207
2019/11/16,14:30,1457,200
2019/11/16,14:35,1464,192
2019/11/16,14:40,1456,184
2019/11/16,14:45,1448,177
2019/11/16,14:50,1452,169
2019/11/16,14:55,1457,160
2019/11/16,15:00,1460,154
2019/11/16,15:05,1447,148
2019/11/16,15:10,1442,140
2019/11/16,15:15,1438,132
2019/11/16,15:20,1453,125
2019/11/16,15:25,1460,117
2019/11/16,15:30,1453,109
2019/11/16,15:35,1454,100
2019/11/16,15:40,1454,91
2019/11/16,15:45,1469,82
2019/11/16,15:50,1466,73
2019/11/16,15:55,1469,64
2019/11/16,16:00,1461,63
2019/11/16,16:05,1467,55
2019/11/16,16:10,1468,47
2019/11/16,16:15,1461,38
2019/11/16,16:20,1461,30
2019/11/16,16:25,1468,22
2019/11/16,16:30,1477,14
2019/11/16,16:35,1483,9
2019/11/16,16:40,1483,5
2019/11/16,16:45,1489,2
2019/11/16,16:50,1491,0
2019/11/16,16:55,1505,0
2019/11/16,17:00,1520,0
2019/11/16,17:05,1532,0
2019/11/16,17:10,1542,0
2019/11/16,17:15,1545,0
2019/11/16,17:20,1546,0
2019/11/16,17:25,1565,0
2019/11/16,17:30,1579,0
2019/11/16,17:35,1570,0
2019/11/16,17:40,1576,0
2019/11/16,17:45,1578,0
2019/11/16,17:50,1572,0
2019/11/16,17:55,1576,0
2019/11/16,18:00,1580,0
2019/11/16,18:05,1583,0
2019/11/16,18:10,1570,0
2019/11/16,18:15,1573,0
2019/11/16,18:20,1566,0
2019/11/16,18:25,1562,0
2019/11/16,18:30,1560,0
2019/11/16,18:35,1566,0
2019/11/16,18:40,1569,0
2019/11/16,18:45,1564,0
2019/11/16,18:50,1556,0
2019/11/16,18:55,1558,0
2019/11/16,19:00,1551,0
2019/11/16,19:05,1549,0
2019/11/16,19:10,1546,0
2019/11/16,19:15,1538,0
2019/11/16,19:20,1527,0
2019/11/16,19:25,1531,0
2019/11/16,19:30,1535,0
2019/11/16,19:35,1535,0
2019/11/16,19:40,1522,0
2019/11/16,19:45,1521,0
2019/11/16,19:50,1522,0
2019/11/16,19:55,1522,0
2019/11/16,20:00,1526,0
2019/11/16,20:05,1514,0
2019/11/16,20:10,1514,0
2019/11/16,20:15,1500,0
2019/11/16,20:20,1501,0
2019/11/16,20:25,1500,0
2019/11/16,20:30,1498,0
2019/11/16,20:35,1498,0
2019/11/16,20:40,1487,0
2019/11/16,20:45,1487,0
2019/11/16,20:50,1486,0
2019/11/16,20:55,1469,0
2019/11/16,21:00,1475,0
2019/11/16,21:05,1465,0
2019/11/16,21:10,1455,0
2019/11/16,21:15,1447,0
2019/11/16,21:20,1440,0
2019/11/16,21:25,1439,0
2019/11/16,21:30,1447,0
2019/11/16,21:35,1431,0
2019/11/16,21:40,1417,0
2019/11/16,21:45,1412,0
2019/11/16,21:50,1409,0
2019/11/16,21:55,1408,0
2019/11/16,22:00,1411,0
2019/11/16,22:05,1397,0
2019/11/16,22:10,1378,0
2019/11/16,22:15,1380,0
2019/11/16,22:20,1383,0
2019/11/16,22:25,1381,0
2019/11/16,22:30,1371,0
2019/11/16,22:35,1357,0
2019/11/16,22:40,1346,0
2019/11/16,22:45,1351,0
2019/11/16,22:50,1344,0
2019/11/16,22:55,1334,0
2019/11/16,23:00,1331,0
2019/11/16,23:05,1332,0
2019/11/16,23:10,1327,0
2019/11/16,23:15,1335,0
2019/11/16,23:20,1319,0
2019/11/16,23:25,1311,0
2019/11/16,23:30,1301,0
2019/11/16,23:35,1288,0
2019/11/16,23:40,1289,0
2019/11/16,23:45,1276,0
2019/11/16,23:50,1276,0
2019/11/16,23:55,1264,0
