2020/12/14 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4789,17:00～18:00,12/14,8:40,12,89

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4292,17:00～18:00,12/14,8:40

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4789,17:00～18:00,12/14,8:40,12,89

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
4292,17:00～18:00,12/14,8:40

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/12/14,0:00,2665,2659,61,4304
2020/12/14,1:00,2559,2557,59,4272
2020/12/14,2:00,2548,2559,60,4239
2020/12/14,3:00,2576,2586,61,4218
2020/12/14,4:00,2631,2651,62,4222
2020/12/14,5:00,2833,2839,65,4309
2020/12/14,6:00,3224,3274,73,4397
2020/12/14,7:00,3582,3652,79,4494
2020/12/14,8:00,3922,3908,81,4789
2020/12/14,9:00,4065,4028,82,4902
2020/12/14,10:00,4042,3986,81,4980
2020/12/14,11:00,4012,3970,80,4974
2020/12/14,12:00,3862,3835,77,5006
2020/12/14,13:00,3974,3968,81,4888
2020/12/14,14:00,4027,3956,82,4894
2020/12/14,15:00,4116,3990,84,4875
2020/12/14,16:00,4308,4157,90,4736
2020/12/14,17:00,4349,4292,90,4789
2020/12/14,18:00,4285,4253,88,4826
2020/12/14,19:00,4155,4120,86,4800
2020/12/14,20:00,3991,3979,83,4790
2020/12/14,21:00,3804,3782,80,4723
2020/12/14,22:00,3580,3562,80,4456
2020/12/14,23:00,3317,3311,74,4461

最大使用率(%),時間帯
90,17:00～18:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5042,17:00～18:00,12/14,17:40,13,88

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4400,17:00～18:00,12/14,17:40

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
5042,17:00～18:00,12/14,17:40,13,88

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
4459,17:00～18:00,12/14,17:40

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2020/12/14,0:00,2766,0
2020/12/14,0:05,2761,0
2020/12/14,0:10,2740,0
2020/12/14,0:15,2726,0
2020/12/14,0:20,2698,0
2020/12/14,0:25,2653,0
2020/12/14,0:30,2642,0
2020/12/14,0:35,2636,0
2020/12/14,0:40,2618,0
2020/12/14,0:45,2603,0
2020/12/14,0:50,2579,0
2020/12/14,0:55,2557,0
2020/12/14,1:00,2579,0
2020/12/14,1:05,2578,0
2020/12/14,1:10,2575,0
2020/12/14,1:15,2574,0
2020/12/14,1:20,2556,0
2020/12/14,1:25,2560,0
2020/12/14,1:30,2563,0
2020/12/14,1:35,2557,0
2020/12/14,1:40,2555,0
2020/12/14,1:45,2535,0
2020/12/14,1:50,2538,0
2020/12/14,1:55,2534,0
2020/12/14,2:00,2534,0
2020/12/14,2:05,2540,0
2020/12/14,2:10,2543,0
2020/12/14,2:15,2548,0
2020/12/14,2:20,2551,0
2020/12/14,2:25,2558,0
2020/12/14,2:30,2550,0
2020/12/14,2:35,2552,0
2020/12/14,2:40,2549,0
2020/12/14,2:45,2550,0
2020/12/14,2:50,2552,0
2020/12/14,2:55,2551,0
