2020/10/20 23:54 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
-,-,-,-,-,-

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
10604,16:00～17:00,-,-

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
-,-,-,-,-,-

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
-,-,-,-

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/10/19,00:00,6922,6908,-,9852
2020/10/19,01:00,6735,6719,-,9863
2020/10/19,02:00,6981,6941,-,9919
2020/10/19,03:00,7360,7312,-,10019
2020/10/19,04:00,7599,7573,-,10243
2020/10/19,05:00,7757,7752,-,10464
2020/10/19,06:00,8040,8069,-,10827
2020/10/19,07:00,8647,8664,-,11446
2020/10/19,08:00,9588,9519,-,12173
2020/10/19,09:00,10221,10125,-,12735
2020/10/19,10:00,10382,10271,-,12916
2020/10/19,11:00,10468,10319,-,12940
2020/10/19,12:00,10028,9857,-,12792
2020/10/19,13:00,10496,10306,-,12786
2020/10/19,14:00,10538,10407,-,12684
2020/10/19,15:00,10519,10436,-,12572
2020/10/19,16:00,10675,10604,-,12380
2020/10/19,17:00,10699,10571,-,12264
2020/10/19,18:00,10555,10422,-,12202
2020/10/19,19:00,10104,9984,-,12001
2020/10/19,20:00,9655,9523,-,11770
2020/10/19,21:00,9200,9065,-,11463
2020/10/19,22:00,8761,8656,-,11248
2020/10/19,23:00,8339,8242,-,11090

最大使用率(%),時間帯
-,-

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
-,-,-,-,-,-

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
10426,17:00～18:00,-,-

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
-,-,-,-,-,-

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
-,-,-,-

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2020/10/19,00:00,7144,0
2020/10/19,00:05,7102,0
2020/10/19,00:10,7069,0
2020/10/19,00:15,7031,0
2020/10/19,00:20,7003,0
2020/10/19,00:25,6976,0
2020/10/19,00:30,6895,0
2020/10/19,00:35,6859,0
2020/10/19,00:40,6839,0
2020/10/19,00:45,6808,0
2020/10/19,00:50,6786,0
2020/10/19,00:55,6739,0
2020/10/19,01:00,6728,0
2020/10/19,01:05,6725,0
2020/10/19,01:10,6725,0
2020/10/19,01:15,6725,0
2020/10/19,01:20,6725,0
2020/10/19,01:25,6728,0
2020/10/19,01:30,6724,0
2020/10/19,01:35,6727,0
2020/10/19,01:40,6711,0
2020/10/19,01:45,6714,0
2020/10/19,01:50,6726,0
2020/10/19,01:55,6773,0
2020/10/19,02:00,6815,0
2020/10/19,02:05,6827,0
2020/10/19,02:10,6856,0
2020/10/19,02:15,6890,0
2020/10/19,02:20,6915,0
2020/10/19,02:25,6909,0
2020/10/19,02:30,6986,0
2020/10/19,02:35,7034,0
2020/10/19,02:40,7061,0
2020/10/19,02:45,7072,0
2020/10/19,02:50,7106,0
2020/10/19,02:55,7139,0
2020/10/19,03:00,7179,0
2020/10/19,03:05,7236,0
2020/10/19,03:10,7266,0
2020/10/19,03:15,7312,0
2020/10/19,03:20,7328,0
2020/10/19,03:25,7351,0
2020/10/19,03:30,7372,0
2020/10/19,03:35,7403,0
2020/10/19,03:40,7427,0
2020/10/19,03:45,7429,0
2020/10/19,03:50,7463,0
2020/10/19,03:55,7466,0
2020/10/19,04:00,7492,0
2020/10/19,04:05,7517,0
2020/10/19,04:10,7570,0
2020/10/19,04:15,7565,0
2020/10/19,04:20,7593,0
2020/10/19,04:25,7608,0
2020/10/19,04:30,7612,0
2020/10/19,04:35,7641,0
2020/10/19,04:40,7645,0
2020/10/19,04:45,7597,0
2020/10/19,04:50,7616,0
2020/10/19,04:55,7629,0
2020/10/19,05:00,7660,0
2020/10/19,05:05,7715,0
2020/10/19,05:10,7726,0
2020/10/19,05:15,7752,0
2020/10/19,05:20,7753,0
2020/10/19,05:25,7788,0
2020/10/19,05:30,7796,0
2020/10/19,05:35,7822,0
2020/10/19,05:40,7801,0
2020/10/19,05:45,7769,0
2020/10/19,05:50,7761,0
2020/10/19,05:55,7761,1
2020/10/19,06:00,7812,5
2020/10/19,06:05,7911,9
2020/10/19,06:10,7914,13
2020/10/19,06:15,7958,17
2020/10/19,06:20,7968,26
2020/10/19,06:25,8025,46
2020/10/19,06:30,8046,73
2020/10/19,06:35,8093,91
2020/10/19,06:40,8119,119
2020/10/19,06:45,8151,144
2020/10/19,06:50,8183,175
2020/10/19,06:55,8202,200
2020/10/19,07:00,8280,249
2020/10/19,07:05,8358,284
2020/10/19,07:10,8427,321
2020/10/19,07:15,8492,353
2020/10/19,07:20,8559,389
2020/10/19,07:25,8610,426
2020/10/19,07:30,8637,463
2020/10/19,07:35,8741,497
2020/10/19,07:40,8769,529
2020/10/19,07:45,8817,564
2020/10/19,07:50,8880,596
2020/10/19,07:55,8907,629
2020/10/19,08:00,8984,671
2020/10/19,08:05,9133,709
2020/10/19,08:10,9238,752
2020/10/19,08:15,9320,779
2020/10/19,08:20,9394,801
2020/10/19,08:25,9477,820
2020/10/19,08:30,9595,857
2020/10/19,08:35,9741,880
2020/10/19,08:40,9842,912
2020/10/19,08:45,9896,933
2020/10/19,08:50,9951,962
2020/10/19,08:55,10003,972
2020/10/19,09:00,10043,998
2020/10/19,09:05,10116,1012
2020/10/19,09:10,10101,1035
2020/10/19,09:15,10139,1046
2020/10/19,09:20,10181,1078
2020/10/19,09:25,10198,1100
2020/10/19,09:30,10279,1137
2020/10/19,09:35,10265,1167
2020/10/19,09:40,10288,1174
2020/10/19,09:45,10267,1195
2020/10/19,09:50,10283,1222
2020/10/19,09:55,10318,1248
2020/10/19,10:00,10307,1263
2020/10/19,10:05,10274,1294
2020/10/19,10:10,10268,1325
2020/10/19,10:15,10324,1343
2020/10/19,10:20,10350,1368
2020/10/19,10:25,10359,1381
2020/10/19,10:30,10388,1408
2020/10/19,10:35,10415,1420
2020/10/19,10:40,10427,1415
2020/10/19,10:45,10442,1424
2020/10/19,10:50,10440,1423
2020/10/19,10:55,10458,1425
2020/10/19,11:00,10498,1451
2020/10/19,11:05,10482,1429
2020/10/19,11:10,10494,1428
2020/10/19,11:15,10472,1403
2020/10/19,11:20,10448,1391
2020/10/19,11:25,10501,1394
2020/10/19,11:30,10460,1395
2020/10/19,11:35,10449,1384
2020/10/19,11:40,10466,1384
2020/10/19,11:45,10433,1369
2020/10/19,11:50,10423,1344
2020/10/19,11:55,10404,1346
2020/10/19,12:00,10302,1341
2020/10/19,12:05,10167,1365
2020/10/19,12:10,10097,1361
2020/10/19,12:15,10031,1351
2020/10/19,12:20,9973,1344
2020/10/19,12:25,9944,1329
2020/10/19,12:30,9939,1357
2020/10/19,12:35,9910,1366
2020/10/19,12:40,9929,1350
2020/10/19,12:45,9941,1347
2020/10/19,12:50,10003,1335
2020/10/19,12:55,10100,1331
2020/10/19,13:00,10220,1327
2020/10/19,13:05,10386,1321
2020/10/19,13:10,10457,1321
2020/10/19,13:15,10509,1308
2020/10/19,13:20,10516,1306
2020/10/19,13:25,10526,1276
2020/10/19,13:30,10508,1248
2020/10/19,13:35,10533,1239
2020/10/19,13:40,10563,1229
2020/10/19,13:45,10537,1196
2020/10/19,13:50,10517,1174
2020/10/19,13:55,10534,1154
2020/10/19,14:00,10527,1128
2020/10/19,14:05,10544,1123
2020/10/19,14:10,10566,1111
2020/10/19,14:15,10543,1083
2020/10/19,14:20,10558,1065
2020/10/19,14:25,10560,1033
2020/10/19,14:30,10552,994
2020/10/19,14:35,10533,959
2020/10/19,14:40,10530,934
2020/10/19,14:45,10504,892
2020/10/19,14:50,10532,871
2020/10/19,14:55,10522,851
2020/10/19,15:00,10472,804
2020/10/19,15:05,10421,792
2020/10/19,15:10,10402,750
2020/10/19,15:15,10479,743
2020/10/19,15:20,10502,706
2020/10/19,15:25,10520,664
2020/10/19,15:30,10517,630
2020/10/19,15:35,10531,587
2020/10/19,15:40,10565,555
2020/10/19,15:45,10575,525
2020/10/19,15:50,10602,498
2020/10/19,15:55,10612,458
2020/10/19,16:00,10619,421
2020/10/19,16:05,10648,396
2020/10/19,16:10,10641,353
2020/10/19,16:15,10643,320
2020/10/19,16:20,10667,279
2020/10/19,16:25,10689,249
2020/10/19,16:30,10684,219
2020/10/19,16:35,10677,189
2020/10/19,16:40,10710,162
2020/10/19,16:45,10703,137
2020/10/19,16:50,10698,115
2020/10/19,16:55,10716,96
2020/10/19,17:00,10683,76
2020/10/19,17:05,10665,55
2020/10/19,17:10,10665,38
2020/10/19,17:15,10677,26
2020/10/19,17:20,10688,17
2020/10/19,17:25,10718,9
2020/10/19,17:30,10707,5
2020/10/19,17:35,10718,2
2020/10/19,17:40,10718,1
2020/10/19,17:45,10696,1
2020/10/19,17:50,10705,1
2020/10/19,17:55,10707,0
2020/10/19,18:00,10703,0
2020/10/19,18:05,10682,0
2020/10/19,18:10,10642,0
2020/10/19,18:15,10620,0
2020/10/19,18:20,10596,0
2020/10/19,18:25,10577,0
2020/10/19,18:30,10547,0
2020/10/19,18:35,10549,0
2020/10/19,18:40,10531,0
2020/10/19,18:45,10465,0
2020/10/19,18:50,10430,0
2020/10/19,18:55,10415,0
2020/10/19,19:00,10357,0
2020/10/19,19:05,10299,0
2020/10/19,19:10,10250,0
2020/10/19,19:15,10211,0
2020/10/19,19:20,10157,0
2020/10/19,19:25,10120,0
2020/10/19,19:30,10081,0
2020/10/19,19:35,10055,0
2020/10/19,19:40,10015,0
2020/10/19,19:45,9985,0
2020/10/19,19:50,9948,0
2020/10/19,19:55,9912,0
2020/10/19,20:00,9849,0
2020/10/19,20:05,9802,0
2020/10/19,20:10,9761,0
2020/10/19,20:15,9750,0
2020/10/19,20:20,9699,0
2020/10/19,20:25,9674,0
2020/10/19,20:30,9642,0
2020/10/19,20:35,9594,0
2020/10/19,20:40,9603,0
2020/10/19,20:45,9567,0
2020/10/19,20:50,9530,0
2020/10/19,20:55,9513,0
2020/10/19,21:00,9453,0
2020/10/19,21:05,9396,0
2020/10/19,21:10,9375,0
2020/10/19,21:15,9337,0
2020/10/19,21:20,9279,0
2020/10/19,21:25,9210,0
2020/10/19,21:30,9207,0
2020/10/19,21:35,9135,0
2020/10/19,21:40,9124,0
2020/10/19,21:45,9064,0
2020/10/19,21:50,9026,0
2020/10/19,21:55,8959,0
2020/10/19,22:00,8937,0
2020/10/19,22:05,8951,0
2020/10/19,22:10,8940,0
