2018/4/4 0:06 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1108,19:00～20:00,4/3,9:00,14,88

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
970,19:00～20:00,4/3,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2018/4/3,0:00,744,735,74
2018/4/3,1:00,758,755,75
2018/4/3,2:00,807,795,78
2018/4/3,3:00,856,850,81
2018/4/3,4:00,881,870,83
2018/4/3,5:00,873,865,83
2018/4/3,6:00,850,850,78
2018/4/3,7:00,834,830,76
2018/4/3,8:00,847,835,75
2018/4/3,9:00,895,870,80
2018/4/3,10:00,925,890,74
2018/4/3,11:00,952,910,72
2018/4/3,12:00,925,890,67
2018/4/3,13:00,942,920,71
2018/4/3,14:00,943,930,76
2018/4/3,15:00,930,930,74
2018/4/3,16:00,955,935,78
2018/4/3,17:00,951,935,81
2018/4/3,18:00,963,955,86
2018/4/3,19:00,965,970,87
2018/4/3,20:00,921,925,85
2018/4/3,21:00,881,875,83
2018/4/3,22:00,842,820,81
2018/4/3,23:00,798,765,79

最大使用率(%),時間帯
87,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1086,19:00～20:00,4/3,18:00,10,91

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
980,19:00～20:00,4/3,18:00

DATE,TIME,当日実績(５分間隔値）(万kW)
2018/4/3,0:00,782
2018/4/3,0:05,763
2018/4/3,0:10,746
2018/4/3,0:15,754
2018/4/3,0:20,745
2018/4/3,0:25,743
2018/4/3,0:30,745
2018/4/3,0:35,741
2018/4/3,0:40,735
2018/4/3,0:45,731
2018/4/3,0:50,732
2018/4/3,0:55,729
2018/4/3,1:00,742
2018/4/3,1:05,751
2018/4/3,1:10,742
2018/4/3,1:15,755
2018/4/3,1:20,752
2018/4/3,1:25,754
2018/4/3,1:30,749
2018/4/3,1:35,758
2018/4/3,1:40,753
2018/4/3,1:45,765
2018/4/3,1:50,770
2018/4/3,1:55,768
2018/4/3,2:00,773
2018/4/3,2:05,789
2018/4/3,2:10,796
2018/4/3,2:15,795
2018/4/3,2:20,795
2018/4/3,2:25,809
2018/4/3,2:30,811
2018/4/3,2:35,814
2018/4/3,2:40,820
2018/4/3,2:45,828
2018/4/3,2:50,827
2018/4/3,2:55,848
2018/4/3,3:00,849
2018/4/3,3:05,847
2018/4/3,3:10,837
2018/4/3,3:15,852
2018/4/3,3:20,856
2018/4/3,3:25,872
2018/4/3,3:30,858
2018/4/3,3:35,855
2018/4/3,3:40,848
2018/4/3,3:45,860
2018/4/3,3:50,876
2018/4/3,3:55,882
2018/4/3,4:00,874
2018/4/3,4:05,875
2018/4/3,4:10,885
2018/4/3,4:15,893
2018/4/3,4:20,883
2018/4/3,4:25,880
2018/4/3,4:30,878
2018/4/3,4:35,881
2018/4/3,4:40,883
2018/4/3,4:45,886
2018/4/3,4:50,889
2018/4/3,4:55,883
2018/4/3,5:00,889
2018/4/3,5:05,887
2018/4/3,5:10,887
2018/4/3,5:15,877
2018/4/3,5:20,873
2018/4/3,5:25,882
2018/4/3,5:30,864
2018/4/3,5:35,868
2018/4/3,5:40,856
2018/4/3,5:45,856
2018/4/3,5:50,867
2018/4/3,5:55,869
2018/4/3,6:00,852
2018/4/3,6:05,856
2018/4/3,6:10,856
2018/4/3,6:15,868
2018/4/3,6:20,849
2018/4/3,6:25,853
2018/4/3,6:30,846
2018/4/3,6:35,845
2018/4/3,6:40,846
2018/4/3,6:45,843
2018/4/3,6:50,841
2018/4/3,6:55,847
2018/4/3,7:00,836
2018/4/3,7:05,837
2018/4/3,7:10,852
2018/4/3,7:15,856
2018/4/3,7:20,850
2018/4/3,7:25,829
2018/4/3,7:30,840
2018/4/3,7:35,837
2018/4/3,7:40,827
2018/4/3,7:45,825
2018/4/3,7:50,819
2018/4/3,7:55,813
2018/4/3,8:00,818
2018/4/3,8:05,831
2018/4/3,8:10,837
2018/4/3,8:15,836
2018/4/3,8:20,838
2018/4/3,8:25,839
2018/4/3,8:30,851
2018/4/3,8:35,856
2018/4/3,8:40,859
2018/4/3,8:45,852
2018/4/3,8:50,857
2018/4/3,8:55,872
2018/4/3,9:00,880
2018/4/3,9:05,884
2018/4/3,9:10,878
2018/4/3,9:15,886
2018/4/3,9:20,886
2018/4/3,9:25,888
2018/4/3,9:30,896
2018/4/3,9:35,900
2018/4/3,9:40,902
2018/4/3,9:45,895
2018/4/3,9:50,898
2018/4/3,9:55,894
2018/4/3,10:00,899
2018/4/3,10:05,898
2018/4/3,10:10,884
2018/4/3,10:15,907
2018/4/3,10:20,912
2018/4/3,10:25,925
2018/4/3,10:30,915
2018/4/3,10:35,924
2018/4/3,10:40,939
2018/4/3,10:45,943
2018/4/3,10:50,953
2018/4/3,10:55,948
2018/4/3,11:00,943
2018/4/3,11:05,955
2018/4/3,11:10,961
2018/4/3,11:15,951
2018/4/3,11:20,941
2018/4/3,11:25,949
2018/4/3,11:30,956
