2016/4/16 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3861,19:00～20:00,4/16,8:30,26,80

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3071,19:00～20:00,4/16,8:30

DATE,TIME,当日実績(万kW),予測値（万kW),使用率(%)
2016/4/16,0:00,2518,0,65
2016/4/16,1:00,2402,0,62
2016/4/16,2:00,2359,0,61
2016/4/16,3:00,2350,0,61
2016/4/16,4:00,2355,0,61
2016/4/16,5:00,2363,0,61
2016/4/16,6:00,2424,0,63
2016/4/16,7:00,2543,0,66
2016/4/16,8:00,2748,0,71
2016/4/16,9:00,2872,0,74
2016/4/16,10:00,2926,0,76
2016/4/16,11:00,2919,0,76
2016/4/16,12:00,2841,0,74
2016/4/16,13:00,2879,0,75
2016/4/16,14:00,2864,0,74
2016/4/16,15:00,2841,0,74
2016/4/16,16:00,2868,0,74
2016/4/16,17:00,2915,0,75
2016/4/16,18:00,3087,0,80
2016/4/16,19:00,3088,0,80
2016/4/16,20:00,2993,0,78
2016/4/16,21:00,2837,0,73
2016/4/16,22:00,2715,0,70
2016/4/16,23:00,0,0,

最大使用率(%),時間帯
80,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3773,19:00～20:00,4/16,17:30,25,80

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3023,19:00～20:00,4/16,17:30

DATE,TIME,当日実績（５分間隔値）(万kW)
2016/4/16,0:00,2623
2016/4/16,0:05,2599
2016/4/16,0:10,2583
2016/4/16,0:15,2554
2016/4/16,0:20,2556
2016/4/16,0:25,2527
2016/4/16,0:30,2521
2016/4/16,0:35,2498
2016/4/16,0:40,2467
2016/4/16,0:45,2455
2016/4/16,0:50,2423
2016/4/16,0:55,2409
2016/4/16,1:00,2426
2016/4/16,1:05,2441
2016/4/16,1:10,2433
2016/4/16,1:15,2412
2016/4/16,1:20,2413
2016/4/16,1:25,2396
2016/4/16,1:30,2397
2016/4/16,1:35,2412
2016/4/16,1:40,2395
2016/4/16,1:45,2371
2016/4/16,1:50,2362
2016/4/16,1:55,2362
2016/4/16,2:00,2368
2016/4/16,2:05,2366
2016/4/16,2:10,2365
2016/4/16,2:15,2371
2016/4/16,2:20,2357
2016/4/16,2:25,2357
2016/4/16,2:30,2353
2016/4/16,2:35,2338
2016/4/16,2:40,2349
2016/4/16,2:45,2364
2016/4/16,2:50,2370
2016/4/16,2:55,2349
2016/4/16,3:00,2363
2016/4/16,3:05,2368
2016/4/16,3:10,2352
2016/4/16,3:15,2353
2016/4/16,3:20,2355
2016/4/16,3:25,2367
2016/4/16,3:30,2352
2016/4/16,3:35,2339
2016/4/16,3:40,2339
2016/4/16,3:45,2332
2016/4/16,3:50,2353
2016/4/16,3:55,2330
2016/4/16,4:00,2352
2016/4/16,4:05,2355
2016/4/16,4:10,2346
2016/4/16,4:15,2358
2016/4/16,4:20,2358
2016/4/16,4:25,2350
2016/4/16,4:30,2349
2016/4/16,4:35,2362
2016/4/16,4:40,2344
2016/4/16,4:45,2363
2016/4/16,4:50,2356
2016/4/16,4:55,2362
2016/4/16,5:00,2367
2016/4/16,5:05,2367
2016/4/16,5:10,2386
2016/4/16,5:15,2372
2016/4/16,5:20,2374
2016/4/16,5:25,2354
2016/4/16,5:30,2352
2016/4/16,5:35,2350
2016/4/16,5:40,2351
2016/4/16,5:45,2355
2016/4/16,5:50,2374
2016/4/16,5:55,2358
2016/4/16,6:00,2377
2016/4/16,6:05,2397
2016/4/16,6:10,2402
2016/4/16,6:15,2400
2016/4/16,6:20,2399
2016/4/16,6:25,2408
2016/4/16,6:30,2432
2016/4/16,6:35,2457
2016/4/16,6:40,2445
2016/4/16,6:45,2457
2016/4/16,6:50,2452
2016/4/16,6:55,2466
2016/4/16,7:00,2463
2016/4/16,7:05,2492
2016/4/16,7:10,2502
2016/4/16,7:15,2513
2016/4/16,7:20,2530
2016/4/16,7:25,2542
2016/4/16,7:30,2532
2016/4/16,7:35,2544
2016/4/16,7:40,2567
2016/4/16,7:45,2600
2016/4/16,7:50,2604
2016/4/16,7:55,2622
2016/4/16,8:00,2669
2016/4/16,8:05,2684
2016/4/16,8:10,2675
2016/4/16,8:15,2721
2016/4/16,8:20,2728
2016/4/16,8:25,2747
2016/4/16,8:30,2747
2016/4/16,8:35,2763
2016/4/16,8:40,2791
2016/4/16,8:45,2792
2016/4/16,8:50,2819
2016/4/16,8:55,2846
2016/4/16,9:00,2840
2016/4/16,9:05,2833
2016/4/16,9:10,2846
2016/4/16,9:15,2852
2016/4/16,9:20,2828
2016/4/16,9:25,2844
2016/4/16,9:30,2849
2016/4/16,9:35,2891
2016/4/16,9:40,2898
2016/4/16,9:45,2932
2016/4/16,9:50,2929
2016/4/16,9:55,2920
2016/4/16,10:00,2922
2016/4/16,10:05,2920
2016/4/16,10:10,2930
2016/4/16,10:15,2934
2016/4/16,10:20,2927
2016/4/16,10:25,2960
2016/4/16,10:30,2932
2016/4/16,10:35,2922
2016/4/16,10:40,2927
2016/4/16,10:45,2905
2016/4/16,10:50,2904
2016/4/16,10:55,2929
2016/4/16,11:00,2937
2016/4/16,11:05,2948
2016/4/16,11:10,2933
2016/4/16,11:15,2961
2016/4/16,11:20,2932
2016/4/16,11:25,2945
2016/4/16,11:30,2896
2016/4/16,11:35,2921
2016/4/16,11:40,2910
2016/4/16,11:45,2895
2016/4/16,11:50,2882
2016/4/16,11:55,2873
2016/4/16,12:00,2868
2016/4/16,12:05,2881
2016/4/16,12:10,2851
2016/4/16,12:15,2863
2016/4/16,12:20,2861
2016/4/16,12:25,2854
2016/4/16,12:30,2828
2016/4/16,12:35,2809
2016/4/16,12:40,2801
2016/4/16,12:45,2818
2016/4/16,12:50,2817
2016/4/16,12:55,2844
2016/4/16,13:00,2860
2016/4/16,13:05,2880
2016/4/16,13:10,2877
2016/4/16,13:15,2869
2016/4/16,13:20,2874
2016/4/16,13:25,2875
2016/4/16,13:30,2867
2016/4/16,13:35,2885
2016/4/16,13:40,2888
2016/4/16,13:45,2891
2016/4/16,13:50,2883
2016/4/16,13:55,2896
2016/4/16,14:00,2884
2016/4/16,14:05,2884
2016/4/16,14:10,2879
2016/4/16,14:15,2861
2016/4/16,14:20,2822
2016/4/16,14:25,2846
2016/4/16,14:30,2842
2016/4/16,14:35,2856
2016/4/16,14:40,2884
2016/4/16,14:45,2882
2016/4/16,14:50,2866
2016/4/16,14:55,2864
2016/4/16,15:00,2856
2016/4/16,15:05,2855
2016/4/16,15:10,2853
2016/4/16,15:15,2844
2016/4/16,15:20,2826
2016/4/16,15:25,2848
2016/4/16,15:30,2830
2016/4/16,15:35,2831
2016/4/16,15:40,2821
2016/4/16,15:45,2830
2016/4/16,15:50,2848
2016/4/16,15:55,2853
2016/4/16,16:00,2842
2016/4/16,16:05,2851
2016/4/16,16:10,2850
2016/4/16,16:15,2856
2016/4/16,16:20,2851
2016/4/16,16:25,2875
2016/4/16,16:30,2864
2016/4/16,16:35,2870
2016/4/16,16:40,2869
2016/4/16,16:45,2900
2016/4/16,16:50,2886
2016/4/16,16:55,2899
2016/4/16,17:00,2863
2016/4/16,17:05,2870
2016/4/16,17:10,2878
2016/4/16,17:15,2907
2016/4/16,17:20,2900
2016/4/16,17:25,2915
2016/4/16,17:30,2913
2016/4/16,17:35,2931
2016/4/16,17:40,2942
2016/4/16,17:45,2926
2016/4/16,17:50,2957
2016/4/16,17:55,2981
2016/4/16,18:00,2993
2016/4/16,18:05,3007
2016/4/16,18:10,3029
2016/4/16,18:15,3071
2016/4/16,18:20,3092
2016/4/16,18:25,3120
2016/4/16,18:30,3119
2016/4/16,18:35,3115
2016/4/16,18:40,3118
2016/4/16,18:45,3125
2016/4/16,18:50,3119
2016/4/16,18:55,3132
2016/4/16,19:00,3138
2016/4/16,19:05,3132
2016/4/16,19:10,3112
2016/4/16,19:15,3092
2016/4/16,19:20,3102
2016/4/16,19:25,3103
2016/4/16,19:30,3074
2016/4/16,19:35,3085
2016/4/16,19:40,3070
2016/4/16,19:45,3047
2016/4/16,19:50,3055
2016/4/16,19:55,3047
2016/4/16,20:00,3042
2016/4/16,20:05,3026
2016/4/16,20:10,3020
2016/4/16,20:15,3005
2016/4/16,20:20,2986
2016/4/16,20:25,2999
2016/4/16,20:30,2995
2016/4/16,20:35,2986
2016/4/16,20:40,2978
2016/4/16,20:45,2965
2016/4/16,20:50,2964
2016/4/16,20:55,2944
2016/4/16,21:00,2932
2016/4/16,21:05,2913
2016/4/16,21:10,2892
2016/4/16,21:15,2874
2016/4/16,21:20,2835
2016/4/16,21:25,2841
2016/4/16,21:30,2816
2016/4/16,21:35,2811
2016/4/16,21:40,2797
2016/4/16,21:45,2809
2016/4/16,21:50,2768
2016/4/16,21:55,2753
2016/4/16,22:00,2744
2016/4/16,22:05,2781
2016/4/16,22:10,2785
2016/4/16,22:15,2764
2016/4/16,22:20,2732
2016/4/16,22:25,2727
2016/4/16,22:30,2727
2016/4/16,22:35,2704
2016/4/16,22:40,2683
2016/4/16,22:45,2670
2016/4/16,22:50,2640
2016/4/16,22:55,2621
2016/4/16,23:00,2602
2016/4/16,23:05,2617
2016/4/16,23:10,2620
2016/4/16,23:15,2591
2016/4/16,23:20,2584
2016/4/16,23:25,2564
2016/4/16,23:30,2544
2016/4/16,23:35,2524
2016/4/16,23:40,2490
2016/4/16,23:45,2492
2016/4/16,23:50,2476
2016/4/16,23:55,2456

