2017/6/30 0:05 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1335,13:00～14:00,6/29,9:00,16,86

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1150,13:00～14:00,6/29,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2017/6/29,0:00,805,775,70
2017/6/29,1:00,783,760,68
2017/6/29,2:00,797,780,69
2017/6/29,3:00,839,825,73
2017/6/29,4:00,875,865,76
2017/6/29,5:00,871,870,75
2017/6/29,6:00,881,890,72
2017/6/29,7:00,918,940,74
2017/6/29,8:00,990,1016,79
2017/6/29,9:00,1073,1102,81
2017/6/29,10:00,1129,1115,83
2017/6/29,11:00,1183,1125,84
2017/6/29,12:00,1164,1095,84
2017/6/29,13:00,1225,1150,92
2017/6/29,14:00,1211,1125,93
2017/6/29,15:00,1198,1125,94
2017/6/29,16:00,1187,1125,91
2017/6/29,17:00,1182,1130,91
2017/6/29,18:00,1170,1105,92
2017/6/29,19:00,1147,1100,94
2017/6/29,20:00,1100,1065,91
2017/6/29,21:00,1042,995,85
2017/6/29,22:00,989,940,79
2017/6/29,23:00,923,865,75

最大使用率(%),時間帯
94,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1435,13:00～14:00,6/29,18:00,15,87

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1252,13:00～14:00,6/29,18:00

DATE,TIME,当日実績(５分間隔値）(万kW)
2017/6/29,0:00,835
2017/6/29,0:05,829
2017/6/29,0:10,820
2017/6/29,0:15,818
2017/6/29,0:20,806
2017/6/29,0:25,800
2017/6/29,0:30,802
2017/6/29,0:35,798
2017/6/29,0:40,796
2017/6/29,0:45,789
2017/6/29,0:50,789
2017/6/29,0:55,782
2017/6/29,1:00,792
2017/6/29,1:05,789
2017/6/29,1:10,789
2017/6/29,1:15,792
2017/6/29,1:20,784
2017/6/29,1:25,778
2017/6/29,1:30,778
2017/6/29,1:35,775
2017/6/29,1:40,778
2017/6/29,1:45,784
2017/6/29,1:50,778
2017/6/29,1:55,778
2017/6/29,2:00,783
2017/6/29,2:05,789
2017/6/29,2:10,792
2017/6/29,2:15,791
2017/6/29,2:20,790
2017/6/29,2:25,789
2017/6/29,2:30,794
2017/6/29,2:35,800
2017/6/29,2:40,802
2017/6/29,2:45,811
2017/6/29,2:50,811
2017/6/29,2:55,810
2017/6/29,3:00,814
2017/6/29,3:05,816
2017/6/29,3:10,824
2017/6/29,3:15,833
2017/6/29,3:20,836
2017/6/29,3:25,837
2017/6/29,3:30,848
2017/6/29,3:35,845
2017/6/29,3:40,849
2017/6/29,3:45,854
2017/6/29,3:50,854
2017/6/29,3:55,861
2017/6/29,4:00,866
2017/6/29,4:05,864
2017/6/29,4:10,869
2017/6/29,4:15,869
2017/6/29,4:20,875
2017/6/29,4:25,876
2017/6/29,4:30,880
2017/6/29,4:35,875
2017/6/29,4:40,877
2017/6/29,4:45,880
2017/6/29,4:50,884
2017/6/29,4:55,884
2017/6/29,5:00,883
2017/6/29,5:05,880
2017/6/29,5:10,875
2017/6/29,5:15,876
2017/6/29,5:20,877
2017/6/29,5:25,874
2017/6/29,5:30,864
2017/6/29,5:35,870
2017/6/29,5:40,865
2017/6/29,5:45,865
2017/6/29,5:50,854
2017/6/29,5:55,858
2017/6/29,6:00,864
2017/6/29,6:05,879
2017/6/29,6:10,870
