2019/11/28 0:07 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1180,18:00～19:00,11/27,9:00,9,92

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1080,18:00～19:00,11/27,9:00

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1180,18:00～19:00,11/27,9:00,9,92

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1080,18:00～19:00,11/27,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2019/11/27,0:00,777,765,76,1020
2019/11/27,1:00,769,755,75,1021
2019/11/27,2:00,814,800,78,1039
2019/11/27,3:00,871,865,82,1056
2019/11/27,4:00,899,905,84,1064
2019/11/27,5:00,893,905,84,1069
2019/11/27,6:00,898,925,86,1039
2019/11/27,7:00,926,950,87,1064
2019/11/27,8:00,971,990,84,1162
2019/11/27,9:00,1010,1010,86,1171
2019/11/27,10:00,1014,995,85,1190
2019/11/27,11:00,1012,1000,84,1210
2019/11/27,12:00,966,950,77,1261
2019/11/27,13:00,1002,975,82,1220
2019/11/27,14:00,1008,990,83,1209
2019/11/27,15:00,1006,980,84,1194
2019/11/27,16:00,1027,1025,90,1138
2019/11/27,17:00,1056,1075,90,1176
2019/11/27,18:00,1059,1080,90,1180
2019/11/27,19:00,1021,1050,87,1168
2019/11/27,20:00,980,1020,87,1127
2019/11/27,21:00,931,975,85,1093
2019/11/27,22:00,895,905,86,1047
2019/11/27,23:00,848,850,81,1043

最大使用率(%),時間帯
90,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1196,18:00～19:00,11/27,18:00,9,92

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1100,18:00～19:00,11/27,18:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1196,18:00～19:00,11/27,18:00,9,92

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1100,18:00～19:00,11/27,18:00

DATE,TIME,当日実績(５分間隔値）(万kW),太陽光発電実績(５分間隔値）(万kW)
2019/11/27,0:00,797,0
2019/11/27,0:05,792,0
2019/11/27,0:10,786,0
2019/11/27,0:15,787,0
