2017/7/28 0:04 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1972,11:00～12:00,7/27,9:00,31,76

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1500,11:00～12:00,7/27,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2017/7/27,0:00,974,975,64
2017/7/27,1:00,932,925,61
2017/7/27,2:00,914,915,60
2017/7/27,3:00,930,935,61
2017/7/27,4:00,953,965,62
2017/7/27,5:00,972,980,63
2017/7/27,6:00,995,995,63
2017/7/27,7:00,1066,1070,66
2017/7/27,8:00,1218,1240,71
2017/7/27,9:00,1357,1355,74
2017/7/27,10:00,1440,1460,75
2017/7/27,11:00,1501,1500,76
2017/7/27,12:00,1497,1470,75
2017/7/27,13:00,1508,1480,76
2017/7/27,14:00,1528,1485,80
2017/7/27,15:00,1503,1480,80
2017/7/27,16:00,1526,1490,86
2017/7/27,17:00,1483,1470,88
2017/7/27,18:00,1457,1425,91
2017/7/27,19:00,1430,1400,91
2017/7/27,20:00,1367,1330,87
2017/7/27,21:00,1284,1250,83
2017/7/27,22:00,1203,1165,79
2017/7/27,23:00,1102,1070,72

最大使用率(%),時間帯
91,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1703,16:00～17:00,7/27,18:00,12,89

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1520,11:00～12:00,7/27,18:00

DATE,TIME,当日実績(５分間隔値）(万kW)
2017/7/27,0:00,1024
2017/7/27,0:05,1000
2017/7/27,0:10,1001
2017/7/27,0:15,993
2017/7/27,0:20,986
2017/7/27,0:25,980
2017/7/27,0:30,967
2017/7/27,0:35,963
2017/7/27,0:40,947
2017/7/27,0:45,945
2017/7/27,0:50,942
2017/7/27,0:55,951
2017/7/27,1:00,940
2017/7/27,1:05,953
2017/7/27,1:10,944
2017/7/27,1:15,947
2017/7/27,1:20,930
2017/7/27,1:25,930
2017/7/27,1:30,924
2017/7/27,1:35,933
2017/7/27,1:40,930
2017/7/27,1:45,922
2017/7/27,1:50,917
2017/7/27,1:55,913
2017/7/27,2:00,916
2017/7/27,2:05,916
2017/7/27,2:10,905
2017/7/27,2:15,915
2017/7/27,2:20,920
2017/7/27,2:25,918
2017/7/27,2:30,896
2017/7/27,2:35,910
2017/7/27,2:40,917
2017/7/27,2:45,918
2017/7/27,2:50,921
2017/7/27,2:55,913
2017/7/27,3:00,919
2017/7/27,3:05,924
2017/7/27,3:10,917
2017/7/27,3:15,931
2017/7/27,3:20,938
2017/7/27,3:25,931
2017/7/27,3:30,929
2017/7/27,3:35,931
2017/7/27,3:40,934
2017/7/27,3:45,938
2017/7/27,3:50,934
2017/7/27,3:55,938
2017/7/27,4:00,933
2017/7/27,4:05,947
2017/7/27,4:10,942
2017/7/27,4:15,945
2017/7/27,4:20,954
2017/7/27,4:25,960
2017/7/27,4:30,952
2017/7/27,4:35,955
2017/7/27,4:40,970
2017/7/27,4:45,955
2017/7/27,4:50,958
2017/7/27,4:55,965
2017/7/27,5:00,971
2017/7/27,5:05,973
2017/7/27,5:10,965
2017/7/27,5:15,966
