2018/8/25 0:09 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1721,14:00～15:00,8/24,9:00,17,85

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1470,14:00～15:00,8/24,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2018/8/24,0:00,972,960,80
2018/8/24,1:00,932,910,76
2018/8/24,2:00,917,900,74
2018/8/24,3:00,929,910,74
2018/8/24,4:00,959,930,76
2018/8/24,5:00,981,940,77
2018/8/24,6:00,1007,970,77
2018/8/24,7:00,1091,1060,77
2018/8/24,8:00,1225,1200,81
2018/8/24,9:00,1333,1330,85
2018/8/24,10:00,1385,1395,84
2018/8/24,11:00,1465,1420,87
2018/8/24,12:00,1438,1425,85
2018/8/24,13:00,1453,1450,85
2018/8/24,14:00,1456,1470,85
2018/8/24,15:00,1445,1460,87
2018/8/24,16:00,1449,1450,90
2018/8/24,17:00,1424,1420,92
2018/8/24,18:00,1393,1380,92
2018/8/24,19:00,1357,1360,92
2018/8/24,20:00,1281,1270,92
2018/8/24,21:00,1212,1180,89
2018/8/24,22:00,1152,1110,88
2018/8/24,23:00,1083,1035,86

最大使用率(%),時間帯
92,20:00～21:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1579,14:00～15:00,8/24,18:00,20,84

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1320,14:00～15:00,8/24,18:00

DATE,TIME,当日実績(５分間隔値）(万kW)
2018/8/24,0:00,1022
2018/8/24,0:05,992
2018/8/24,0:10,990
2018/8/24,0:15,997
2018/8/24,0:20,987
2018/8/24,0:25,983
2018/8/24,0:30,962
2018/8/24,0:35,959
2018/8/24,0:40,954
2018/8/24,0:45,957
2018/8/24,0:50,944
2018/8/24,0:55,932
2018/8/24,1:00,944
2018/8/24,1:05,945
2018/8/24,1:10,941
2018/8/24,1:15,945
2018/8/24,1:20,935
2018/8/24,1:25,939
2018/8/24,1:30,935
2018/8/24,1:35,937
2018/8/24,1:40,924
2018/8/24,1:45,922
2018/8/24,1:50,928
2018/8/24,1:55,928
2018/8/24,2:00,920
2018/8/24,2:05,924
2018/8/24,2:10,925
2018/8/24,2:15,923
2018/8/24,2:20,915
2018/8/24,2:25,906
2018/8/24,2:30,908
2018/8/24,2:35,918
2018/8/24,2:40,926
2018/8/24,2:45,930
2018/8/24,2:50,918
2018/8/24,2:55,927
2018/8/24,3:00,933
2018/8/24,3:05,930
2018/8/24,3:10,925
2018/8/24,3:15,920
2018/8/24,3:20,918
2018/8/24,3:25,928
2018/8/24,3:30,928
2018/8/24,3:35,933
2018/8/24,3:40,929
2018/8/24,3:45,938
2018/8/24,3:50,949
2018/8/24,3:55,948
2018/8/24,4:00,947
2018/8/24,4:05,938
2018/8/24,4:10,954
2018/8/24,4:15,959
2018/8/24,4:20,957
2018/8/24,4:25,959
2018/8/24,4:30,960
2018/8/24,4:35,973
2018/8/24,4:40,978
2018/8/24,4:45,984
2018/8/24,4:50,967
2018/8/24,4:55,982
2018/8/24,5:00,980
2018/8/24,5:05,984
2018/8/24,5:10,985
2018/8/24,5:15,981
2018/8/24,5:20,990
2018/8/24,5:25,985
2018/8/24,5:30,976
2018/8/24,5:35,971
2018/8/24,5:40,982
2018/8/24,5:45,989
2018/8/24,5:50,980
2018/8/24,5:55,980
2018/8/24,6:00,970
2018/8/24,6:05,997
2018/8/24,6:10,996
2018/8/24,6:15,998
2018/8/24,6:20,995
2018/8/24,6:25,996
2018/8/24,6:30,998
2018/8/24,6:35,1014
2018/8/24,6:40,1025
2018/8/24,6:45,1027
2018/8/24,6:50,1025
2018/8/24,6:55,1039
2018/8/24,7:00,1056
2018/8/24,7:05,1065
2018/8/24,7:10,1071
2018/8/24,7:15,1070
2018/8/24,7:20,1074
2018/8/24,7:25,1089
2018/8/24,7:30,1089
2018/8/24,7:35,1106
2018/8/24,7:40,1109
2018/8/24,7:45,1113
2018/8/24,7:50,1137
2018/8/24,7:55,1146
2018/8/24,8:00,1164
2018/8/24,8:05,1174
2018/8/24,8:10,1185
2018/8/24,8:15,1197
2018/8/24,8:20,1203
2018/8/24,8:25,1226
2018/8/24,8:30,1229
2018/8/24,8:35,1259
2018/8/24,8:40,1265
2018/8/24,8:45,1259
2018/8/24,8:50,1272
2018/8/24,8:55,1288
2018/8/24,9:00,1291
2018/8/24,9:05,1299
2018/8/24,9:10,1313
2018/8/24,9:15,1334
2018/8/24,9:20,1337
2018/8/24,9:25,1340
2018/8/24,9:30,1337
2018/8/24,9:35,1335
2018/8/24,9:40,1333
2018/8/24,9:45,1347
2018/8/24,9:50,1352
2018/8/24,9:55,1353
2018/8/24,10:00,1350
2018/8/24,10:05,1335
2018/8/24,10:10,1351
2018/8/24,10:15,1355
2018/8/24,10:20,1367
2018/8/24,10:25,1392
2018/8/24,10:30,1385
2018/8/24,10:35,1382
2018/8/24,10:40,1393
2018/8/24,10:45,1414
2018/8/24,10:50,1403
2018/8/24,10:55,1451
2018/8/24,11:00,1436
2018/8/24,11:05,1445
2018/8/24,11:10,1444
2018/8/24,11:15,1449
2018/8/24,11:20,1451
2018/8/24,11:25,1475
2018/8/24,11:30,1506
2018/8/24,11:35,1473
2018/8/24,11:40,1487
2018/8/24,11:45,1480
2018/8/24,11:50,1477
2018/8/24,11:55,1475
2018/8/24,12:00,1461
2018/8/24,12:05,1442
2018/8/24,12:10,1458
2018/8/24,12:15,1409
2018/8/24,12:20,1444
2018/8/24,12:25,1446
2018/8/24,12:30,1434
2018/8/24,12:35,1427
2018/8/24,12:40,1426
2018/8/24,12:45,1452
2018/8/24,12:50,1444
2018/8/24,12:55,1451
2018/8/24,13:00,1449
2018/8/24,13:05,1453
2018/8/24,13:10,1463
2018/8/24,13:15,1442
2018/8/24,13:20,1466
2018/8/24,13:25,1463
2018/8/24,13:30,1479
2018/8/24,13:35,1464
2018/8/24,13:40,1458
2018/8/24,13:45,1440
2018/8/24,13:50,1466
2018/8/24,13:55,1416
2018/8/24,14:00,1463
2018/8/24,14:05,1443
2018/8/24,14:10,1470
2018/8/24,14:15,1455
2018/8/24,14:20,1487
2018/8/24,14:25,1475
2018/8/24,14:30,1484
2018/8/24,14:35,1491
2018/8/24,14:40,1453
2018/8/24,14:45,1467
2018/8/24,14:50,1436
2018/8/24,14:55,1438
2018/8/24,15:00,1459
2018/8/24,15:05,1445
2018/8/24,15:10,1436
2018/8/24,15:15,1436
2018/8/24,15:20,1454
2018/8/24,15:25,1446
2018/8/24,15:30,1449
2018/8/24,15:35,1453
2018/8/24,15:40,1454
2018/8/24,15:45,1448
2018/8/24,15:50,1460
2018/8/24,15:55,1441
2018/8/24,16:00,1461
2018/8/24,16:05,1449
2018/8/24,16:10,1462
2018/8/24,16:15,1473
2018/8/24,16:20,1465
2018/8/24,16:25,1452
2018/8/24,16:30,1461
2018/8/24,16:35,1452
2018/8/24,16:40,1450
2018/8/24,16:45,1458
2018/8/24,16:50,1454
2018/8/24,16:55,1448
2018/8/24,17:00,1452
2018/8/24,17:05,1435
2018/8/24,17:10,1426
2018/8/24,17:15,1424
2018/8/24,17:20,1414
2018/8/24,17:25,1427
2018/8/24,17:30,1428
2018/8/24,17:35,1428
2018/8/24,17:40,1416
2018/8/24,17:45,1419
2018/8/24,17:50,1419
2018/8/24,17:55,1420
2018/8/24,18:00,1404
2018/8/24,18:05,1395
2018/8/24,18:10,1403
2018/8/24,18:15,1407
2018/8/24,18:20,1402
2018/8/24,18:25,1397
2018/8/24,18:30,1396
2018/8/24,18:35,1393
2018/8/24,18:40,1386
2018/8/24,18:45,1385
2018/8/24,18:50,1387
2018/8/24,18:55,1372
2018/8/24,19:00,1376
2018/8/24,19:05,1381
2018/8/24,19:10,1372
2018/8/24,19:15,1371
2018/8/24,19:20,1377
2018/8/24,19:25,1373
2018/8/24,19:30,1363
2018/8/24,19:35,1356
2018/8/24,19:40,1352
2018/8/24,19:45,1340
2018/8/24,19:50,1336
2018/8/24,19:55,1326
2018/8/24,20:00,1324
2018/8/24,20:05,1315
2018/8/24,20:10,1308
2018/8/24,20:15,1298
2018/8/24,20:20,1298
2018/8/24,20:25,1284
2018/8/24,20:30,1286
2018/8/24,20:35,1276
2018/8/24,20:40,1272
2018/8/24,20:45,1270
2018/8/24,20:50,1265
2018/8/24,20:55,1255
2018/8/24,21:00,1255
2018/8/24,21:05,1240
2018/8/24,21:10,1235
2018/8/24,21:15,1240
2018/8/24,21:20,1221
2018/8/24,21:25,1212
2018/8/24,21:30,1209
2018/8/24,21:35,1208
2018/8/24,21:40,1190
2018/8/24,21:45,1184
2018/8/24,21:50,1180
2018/8/24,21:55,1177
2018/8/24,22:00,1162
2018/8/24,22:05,1182
2018/8/24,22:10,1177
2018/8/24,22:15,1168
2018/8/24,22:20,1163
2018/8/24,22:25,1160
2018/8/24,22:30,1145
2018/8/24,22:35,1143
2018/8/24,22:40,1137
2018/8/24,22:45,1133
2018/8/24,22:50,1128
2018/8/24,22:55,1118
2018/8/24,23:00,1107
2018/8/24,23:05,1118
2018/8/24,23:10,1102
2018/8/24,23:15,1099
2018/8/24,23:20,1099
2018/8/24,23:25,1091
2018/8/24,23:30,1089
2018/8/24,23:35,1074
2018/8/24,23:40,1060
2018/8/24,23:45,1060
2018/8/24,23:50,1045
2018/8/24,23:55,1053
