2018/11/18 0:05 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1074,18:00～19:00,11/17,9:00,12,89

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
960,18:00～19:00,11/17,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2018/11/17,0:00,804,795,81
2018/11/17,1:00,791,795,78
2018/11/17,2:00,840,835,80
2018/11/17,3:00,887,890,83
2018/11/17,4:00,918,920,84
2018/11/17,5:00,904,895,83
2018/11/17,6:00,888,880,82
2018/11/17,7:00,907,890,84
2018/11/17,8:00,897,905,83
2018/11/17,9:00,898,920,84
2018/11/17,10:00,874,915,76
2018/11/17,11:00,872,940,75
2018/11/17,12:00,858,890,73
2018/11/17,13:00,864,880,73
2018/11/17,14:00,849,860,72
2018/11/17,15:00,862,870,80
2018/11/17,16:00,892,895,85
2018/11/17,17:00,943,930,89
2018/11/17,18:00,970,960,90
2018/11/17,19:00,953,945,90
2018/11/17,20:00,917,915,87
2018/11/17,21:00,871,870,83
2018/11/17,22:00,835,820,85
2018/11/17,23:00,790,770,86

最大使用率(%),時間帯
90,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1036,18:00～19:00,11/17,18:00,10,91

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
940,18:00～19:00,11/17,18:00

DATE,TIME,当日実績(５分間隔値）(万kW)
2018/11/17,0:00,829
2018/11/17,0:05,821
2018/11/17,0:10,815
2018/11/17,0:15,806
2018/11/17,0:20,812
2018/11/17,0:25,802
2018/11/17,0:30,797
2018/11/17,0:35,786
2018/11/17,0:40,784
2018/11/17,0:45,793
2018/11/17,0:50,789
2018/11/17,0:55,787
2018/11/17,1:00,792
2018/11/17,1:05,783
2018/11/17,1:10,795
2018/11/17,1:15,793
2018/11/17,1:20,795
2018/11/17,1:25,793
2018/11/17,1:30,789
2018/11/17,1:35,788
2018/11/17,1:40,792
2018/11/17,1:45,806
2018/11/17,1:50,810
2018/11/17,1:55,813
2018/11/17,2:00,802
2018/11/17,2:05,819
2018/11/17,2:10,833
2018/11/17,2:15,836
2018/11/17,2:20,839
2018/11/17,2:25,835
2018/11/17,2:30,848
2018/11/17,2:35,861
2018/11/17,2:40,860
2018/11/17,2:45,872
2018/11/17,2:50,862
2018/11/17,2:55,867
2018/11/17,3:00,873
2018/11/17,3:05,873
2018/11/17,3:10,870
2018/11/17,3:15,881
2018/11/17,3:20,894
2018/11/17,3:25,876
2018/11/17,3:30,891
2018/11/17,3:35,891
2018/11/17,3:40,893
2018/11/17,3:45,893
2018/11/17,3:50,901
2018/11/17,3:55,908
2018/11/17,4:00,921
2018/11/17,4:05,921
2018/11/17,4:10,917
2018/11/17,4:15,915
2018/11/17,4:20,917
2018/11/17,4:25,925
2018/11/17,4:30,918
2018/11/17,4:35,923
2018/11/17,4:40,913
2018/11/17,4:45,927
2018/11/17,4:50,930
2018/11/17,4:55,926
2018/11/17,5:00,931
2018/11/17,5:05,922
2018/11/17,5:10,926
2018/11/17,5:15,923
2018/11/17,5:20,917
2018/11/17,5:25,910
2018/11/17,5:30,913
2018/11/17,5:35,896
2018/11/17,5:40,885
2018/11/17,5:45,899
2018/11/17,5:50,890
2018/11/17,5:55,878
2018/11/17,6:00,876
2018/11/17,6:05,891
2018/11/17,6:10,887
2018/11/17,6:15,884
2018/11/17,6:20,891
2018/11/17,6:25,888
2018/11/17,6:30,898
2018/11/17,6:35,896
2018/11/17,6:40,882
2018/11/17,6:45,881
2018/11/17,6:50,884
2018/11/17,6:55,892
2018/11/17,7:00,898
2018/11/17,7:05,900
2018/11/17,7:10,900
2018/11/17,7:15,907
2018/11/17,7:20,909
2018/11/17,7:25,917
2018/11/17,7:30,905
2018/11/17,7:35,915
2018/11/17,7:40,911
2018/11/17,7:45,910
2018/11/17,7:50,914
2018/11/17,7:55,904
2018/11/17,8:00,898
2018/11/17,8:05,890
2018/11/17,8:10,896
2018/11/17,8:15,888
2018/11/17,8:20,878
2018/11/17,8:25,888
2018/11/17,8:30,899
2018/11/17,8:35,913
2018/11/17,8:40,910
2018/11/17,8:45,899
