2020/8/4 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1275,14:00～15:00,8月2日,18:03,11,90

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1150,14:00～15:00,8月3日,7:17

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1275,14:00～15:00,8月3日,7:17,11,90

使用率ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1150,14:00～15:00,8月3日,7:17

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/8/3,0:00,671,684,60,1110
2020/8/3,1:00,655,670,59,1111
2020/8/3,2:00,666,682,60,1114
2020/8/3,3:00,695,712,63,1109
2020/8/3,4:00,712,730,64,1119
2020/8/3,5:00,709,731,63,1130
2020/8/3,6:00,713,750,60,1186
2020/8/3,7:00,775,806,63,1237
2020/8/3,8:00,908,942,74,1226
2020/8/3,9:00,1051,1043,81,1290
2020/8/3,10:00,1101,1080,84,1318
2020/8/3,11:00,1108,1117,84,1317
2020/8/3,12:00,1095,1090,84,1298
2020/8/3,13:00,1132,1125,90,1264
2020/8/3,14:00,1121,1150,88,1275
2020/8/3,15:00,1112,1124,89,1252
2020/8/3,16:00,1120,1095,89,1263
2020/8/3,17:00,1064,1029,87,1227
2020/8/3,18:00,1040,1010,87,1202
2020/8/3,19:00,1017,971,86,1179
2020/8/3,20:00,958,901,84,1138
2020/8/3,21:00,895,834,82,1085
2020/8/3,22:00,856,794,77,1108
2020/8/3,23:00,810,748,72,1121

最大使用率(%),時間帯
90,13:00～14:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1412,14:00～15:00,8月3日,18:03,18,85

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1220,14:00～15:00,8月3日,18:03

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1318,16:00～17:00,8月3日,18:03,12,90

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1181,16:00～17:00,8月3日,18:03

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間隔値)(万kW),風力発電実績(5分間隔値)(万kW)
2020/8/3,0:00,684,0,15
2020/8/3,0:05,672,0,15
2020/8/3,0:10,687,0,14
2020/8/3,0:15,688,0,15
2020/8/3,0:20,680,0,14
2020/8/3,0:25,676,0,14
2020/8/3,0:30,673,0,14
2020/8/3,0:35,667,0,14
2020/8/3,0:40,664,0,14
2020/8/3,0:45,664,0,14
2020/8/3,0:50,657,0,15
2020/8/3,0:55,655,0,15
2020/8/3,1:00,655,0,15
2020/8/3,1:05,656,0,15
2020/8/3,1:10,655,0,15
2020/8/3,1:15,653,0,16
2020/8/3,1:20,661,0,16
2020/8/3,1:25,661,0,15
2020/8/3,1:30,656,0,15
2020/8/3,1:35,655,0,15
2020/8/3,1:40,653,0,15
2020/8/3,1:45,652,0,15
2020/8/3,1:50,652,0,15
2020/8/3,1:55,652,0,16
2020/8/3,2:00,647,0,16
2020/8/3,2:05,650,0,17
2020/8/3,2:10,653,0,16
2020/8/3,2:15,657,0,16
2020/8/3,2:20,653,0,15
2020/8/3,2:25,668,0,15
2020/8/3,2:30,669,0,15
2020/8/3,2:35,668,0,14
2020/8/3,2:40,676,0,14
2020/8/3,2:45,677,0,14
2020/8/3,2:50,676,0,14
2020/8/3,2:55,681,0,14
2020/8/3,3:00,681,0,13
2020/8/3,3:05,685,0,13
2020/8/3,3:10,687,0,13
2020/8/3,3:15,691,0,13
2020/8/3,3:20,688,0,13
2020/8/3,3:25,689,0,13
2020/8/3,3:30,701,0,13
2020/8/3,3:35,702,0,14
2020/8/3,3:40,700,0,14
2020/8/3,3:45,704,0,14
2020/8/3,3:50,703,0,14
2020/8/3,3:55,703,0,14
2020/8/3,4:00,706,0,14
2020/8/3,4:05,707,0,14
2020/8/3,4:10,707,0,14
2020/8/3,4:15,705,0,14
2020/8/3,4:20,707,0,14
2020/8/3,4:25,706,0,14
2020/8/3,4:30,708,0,13
2020/8/3,4:35,711,0,13
2020/8/3,4:40,719,0,13
2020/8/3,4:45,721,0,13
2020/8/3,4:50,720,0,13
2020/8/3,4:55,717,0,13
2020/8/3,5:00,715,1,13
2020/8/3,5:05,717,2,13
2020/8/3,5:10,715,4,13
2020/8/3,5:15,719,6,12
2020/8/3,5:20,718,9,12
2020/8/3,5:25,710,12,12
2020/8/3,5:30,711,15,13
2020/8/3,5:35,701,18,12
2020/8/3,5:40,704,21,12
2020/8/3,5:45,696,23,12
2020/8/3,5:50,702,27,11
2020/8/3,5:55,703,31,11
2020/8/3,6:00,706,36,11
2020/8/3,6:05,704,43,11
2020/8/3,6:10,703,51,12
2020/8/3,6:15,706,60,12
2020/8/3,6:20,707,67,11
2020/8/3,6:25,709,72,11
2020/8/3,6:30,703,77,9
2020/8/3,6:35,716,84,9
2020/8/3,6:40,720,90,9
2020/8/3,6:45,720,96,8
2020/8/3,6:50,726,103,9
2020/8/3,6:55,726,108,9
