2018/06/30 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
439,17:00～20:00,6月30日,9:00,27,79

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
347,18:00～19:00,6月30日,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2018/06/30,0:00,263,262,60
2018/06/30,1:00,256,255,58
2018/06/30,2:00,263,262,60
2018/06/30,3:00,278,277,63
2018/06/30,4:00,288,287,66
2018/06/30,5:00,280,278,64
2018/06/30,6:00,266,271,61
2018/06/30,7:00,261,278,59
2018/06/30,8:00,298,309,68
2018/06/30,9:00,324,328,74
2018/06/30,10:00,335,335,76
2018/06/30,11:00,344,343,78
2018/06/30,12:00,343,339,78
2018/06/30,13:00,352,344,80
2018/06/30,14:00,344,344,78
2018/06/30,15:00,334,343,76
2018/06/30,16:00,334,343,76
2018/06/30,17:00,329,343,75
2018/06/30,18:00,330,347,75
2018/06/30,19:00,327,344,74
2018/06/30,20:00,315,329,72
2018/06/30,21:00,296,306,67
2018/06/30,22:00,273,280,62
2018/06/30,23:00,262,266,60

最大使用率(%),時間帯
80,13:00～14:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
431,18:00～21:00,6月30日,18:00,31,76

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
329,19:00～20:00,6月30日,18:00

DATE,TIME,当日実績(5分間隔値)(万kW)
2018/06/30,0:00,272
2018/06/30,0:05,270
2018/06/30,0:10,268
2018/06/30,0:15,268
2018/06/30,0:20,265
2018/06/30,0:25,263
2018/06/30,0:30,263
2018/06/30,0:35,262
2018/06/30,0:40,261
2018/06/30,0:45,258
2018/06/30,0:50,259
2018/06/30,0:55,258
2018/06/30,1:00,258
2018/06/30,1:05,258
2018/06/30,1:10,257
2018/06/30,1:15,256
2018/06/30,1:20,256
2018/06/30,1:25,256
2018/06/30,1:30,256
2018/06/30,1:35,256
2018/06/30,1:40,256
2018/06/30,1:45,256
2018/06/30,1:50,257
2018/06/30,1:55,257
2018/06/30,2:00,257
2018/06/30,2:05,259
2018/06/30,2:10,259
2018/06/30,2:15,260
2018/06/30,2:20,261
2018/06/30,2:25,261
2018/06/30,2:30,263
2018/06/30,2:35,265
2018/06/30,2:40,266
2018/06/30,2:45,266
2018/06/30,2:50,268
2018/06/30,2:55,268
2018/06/30,3:00,270
2018/06/30,3:05,271
2018/06/30,3:10,272
2018/06/30,3:15,275
2018/06/30,3:20,276
2018/06/30,3:25,277
2018/06/30,3:30,278
2018/06/30,3:35,280
2018/06/30,3:40,282
2018/06/30,3:45,283
2018/06/30,3:50,285
2018/06/30,3:55,286
2018/06/30,4:00,287
2018/06/30,4:05,289
2018/06/30,4:10,289
2018/06/30,4:15,287
2018/06/30,4:20,289
2018/06/30,4:25,289
2018/06/30,4:30,288
2018/06/30,4:35,289
2018/06/30,4:40,291
2018/06/30,4:45,291
2018/06/30,4:50,290
2018/06/30,4:55,284
2018/06/30,5:00,285
2018/06/30,5:05,284
2018/06/30,5:10,283
2018/06/30,5:15,283
2018/06/30,5:20,284
2018/06/30,5:25,284
2018/06/30,5:30,283
2018/06/30,5:35,282
2018/06/30,5:40,279
2018/06/30,5:45,277
2018/06/30,5:50,275
2018/06/30,5:55,274
2018/06/30,6:00,273
2018/06/30,6:05,274
2018/06/30,6:10,272
2018/06/30,6:15,270
2018/06/30,6:20,268
2018/06/30,6:25,268
2018/06/30,6:30,268
