2020/9/1 0:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1299,13:00～14:00,8月31日,9:37,24,81

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1059,14:00～15:00,8月31日,12:42

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1237,16:00～17:00,8月31日,12:42,19,84

使用率ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1040,16:00～17:00,8月31日,12:42

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/8/31,0:00,700,705,60,1168
2020/8/31,1:00,680,681,60,1141
2020/8/31,2:00,681,689,59,1153
2020/8/31,3:00,709,717,60,1173
2020/8/31,4:00,732,734,62,1182
2020/8/31,5:00,753,747,62,1213
2020/8/31,6:00,783,787,66,1185
2020/8/31,7:00,834,839,68,1229
2020/8/31,8:00,939,950,77,1224
2020/8/31,9:00,1026,1024,81,1266
2020/8/31,10:00,1051,1048,81,1293
2020/8/31,11:00,1042,1050,79,1311
2020/8/31,12:00,987,994,77,1289
2020/8/31,13:00,1016,1057,78,1299
2020/8/31,14:00,1024,1059,79,1292
2020/8/31,15:00,1011,1049,80,1263
2020/8/31,16:00,1009,1041,82,1237
2020/8/31,17:00,963,1016,79,1213
2020/8/31,18:00,943,999,79,1190
2020/8/31,19:00,892,966,77,1151
2020/8/31,20:00,844,932,75,1123
2020/8/31,21:00,791,874,71,1108
2020/8/31,22:00,775,844,66,1176
2020/8/31,23:00,746,796,66,1133

最大使用率(%),時間帯
82,16:00～17:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1356,13:00～14:00,8月31日,18:02,19,84

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1120,13:00～14:00,8月31日,18:02

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1333,14:00～15:00,8月31日,18:02,17,85

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1135,14:00～15:00,8月31日,18:02

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間隔値)(万kW),風力発電実績(5分間隔値)(万kW)
2020/8/31,0:00,723,0,60
2020/8/31,0:05,721,0,58
2020/8/31,0:10,716,0,59
2020/8/31,0:15,710,0,59
2020/8/31,0:20,710,0,58
2020/8/31,0:25,703,0,57
2020/8/31,0:30,700,0,57
2020/8/31,0:35,696,0,58
2020/8/31,0:40,693,0,58
2020/8/31,0:45,688,0,57
2020/8/31,0:50,680,0,58
2020/8/31,0:55,682,0,58
2020/8/31,1:00,686,0,59
2020/8/31,1:05,692,0,58
2020/8/31,1:10,688,0,58
2020/8/31,1:15,686,0,59
2020/8/31,1:20,682,0,58
2020/8/31,1:25,678,0,58
2020/8/31,1:30,682,0,58
2020/8/31,1:35,680,0,58
2020/8/31,1:40,677,0,57
2020/8/31,1:45,676,0,56
2020/8/31,1:50,673,0,56
2020/8/31,1:55,669,0,56
2020/8/31,2:00,672,0,56
2020/8/31,2:05,675,0,55
2020/8/31,2:10,678,0,55
2020/8/31,2:15,679,0,54
2020/8/31,2:20,678,0,54
2020/8/31,2:25,675,0,55
2020/8/31,2:30,677,0,55
2020/8/31,2:35,679,0,55
2020/8/31,2:40,682,0,55
2020/8/31,2:45,689,0,55
2020/8/31,2:50,688,0,55
2020/8/31,2:55,690,0,54
2020/8/31,3:00,689,0,53
2020/8/31,3:05,698,0,54
2020/8/31,3:10,698,0,54
2020/8/31,3:15,705,0,54
2020/8/31,3:20,713,0,54
2020/8/31,3:25,710,0,53
2020/8/31,3:30,711,0,54
2020/8/31,3:35,713,0,54
2020/8/31,3:40,709,0,54
2020/8/31,3:45,714,0,54
2020/8/31,3:50,719,0,53
2020/8/31,3:55,718,0,53
2020/8/31,4:00,712,0,54
2020/8/31,4:05,717,0,55
2020/8/31,4:10,719,0,54
2020/8/31,4:15,732,0,55
2020/8/31,4:20,734,0,55
2020/8/31,4:25,736,0,55
2020/8/31,4:30,733,0,55
2020/8/31,4:35,734,0,54
2020/8/31,4:40,733,0,55
2020/8/31,4:45,739,0,56
2020/8/31,4:50,737,0,57
2020/8/31,4:55,742,0,56
2020/8/31,5:00,743,0,55
2020/8/31,5:05,738,0,56
2020/8/31,5:10,751,0,57
2020/8/31,5:15,757,0,58
2020/8/31,5:20,753,1,58
2020/8/31,5:25,757,3,58
2020/8/31,5:30,754,5,59
2020/8/31,5:35,755,6,59
2020/8/31,5:40,755,7,58
2020/8/31,5:45,749,9,58
2020/8/31,5:50,756,11,59
2020/8/31,5:55,758,13,58
2020/8/31,6:00,758,16,59
2020/8/31,6:05,759,18,58
2020/8/31,6:10,766,21,59
2020/8/31,6:15,778,24,60
2020/8/31,6:20,775,27,61
2020/8/31,6:25,779,30,60
2020/8/31,6:30,782,34,59
2020/8/31,6:35,790,36,59
2020/8/31,6:40,797,36,59
2020/8/31,6:45,796,35,59
2020/8/31,6:50,795,37,58
2020/8/31,6:55,796,39,58
2020/8/31,7:00,798,42,58
2020/8/31,7:05,808,43,58
2020/8/31,7:10,812,44,58
2020/8/31,7:15,816,44,58
2020/8/31,7:20,815,46,58
2020/8/31,7:25,822,50,58
2020/8/31,7:30,827,54,58
2020/8/31,7:35,844,57,59
2020/8/31,7:40,846,60,59
2020/8/31,7:45,857,64,61
2020/8/31,7:50,858,66,60
2020/8/31,7:55,865,68,61
2020/8/31,8:00,873,73,62
2020/8/31,8:05,883,77,63
2020/8/31,8:10,890,82,63
2020/8/31,8:15,907,87,64
2020/8/31,8:20,919,90,64
2020/8/31,8:25,934,94,64
2020/8/31,8:30,946,100,63
2020/8/31,8:35,960,102,63
2020/8/31,8:40,964,102,64
2020/8/31,8:45,967,101,64
2020/8/31,8:50,977,103,64
2020/8/31,8:55,987,107,64
2020/8/31,9:00,994,108,65
2020/8/31,9:05,1006,112,66
2020/8/31,9:10,1011,116,66
2020/8/31,9:15,1013,119,65
2020/8/31,9:20,1014,122,65
2020/8/31,9:25,1018,125,65
2020/8/31,9:30,1029,125,66
2020/8/31,9:35,1029,129,64
2020/8/31,9:40,1037,134,65
2020/8/31,9:45,1042,140,65
2020/8/31,9:50,1043,142,64
2020/8/31,9:55,1050,141,63
2020/8/31,10:00,1044,141,63
2020/8/31,10:05,1038,143,62
2020/8/31,10:10,1039,146,63
2020/8/31,10:15,1048,147,62
2020/8/31,10:20,1054,148,63
2020/8/31,10:25,1051,148,63
2020/8/31,10:30,1054,149,63
2020/8/31,10:35,1056,148,61
2020/8/31,10:40,1059,147,61
2020/8/31,10:45,1056,147,61
2020/8/31,10:50,1053,147,61
2020/8/31,10:55,1054,147,61
2020/8/31,11:00,1056,148,60
2020/8/31,11:05,1050,147,59
2020/8/31,11:10,1044,142,58
2020/8/31,11:15,1041,140,59
2020/8/31,11:20,1037,138,59
2020/8/31,11:25,1041,138,59
2020/8/31,11:30,1038,140,59
2020/8/31,11:35,1041,140,59
2020/8/31,11:40,1044,138,59
2020/8/31,11:45,1038,136,59
2020/8/31,11:50,1040,137,60
2020/8/31,11:55,1042,138,59
2020/8/31,12:00,1029,137,59
2020/8/31,12:05,1010,138,60
2020/8/31,12:10,999,134,60
2020/8/31,12:15,990,131,60
2020/8/31,12:20,990,130,61
2020/8/31,12:25,981,130,62
2020/8/31,12:30,979,129,61
2020/8/31,12:35,975,128,61
2020/8/31,12:40,973,126,62
2020/8/31,12:45,974,125,61
2020/8/31,12:50,976,122,62
2020/8/31,12:55,983,120,61
2020/8/31,13:00,991,119,61
2020/8/31,13:05,1000,117,61
2020/8/31,13:10,1013,119,61
2020/8/31,13:15,1016,121,60
2020/8/31,13:20,1022,119,60
2020/8/31,13:25,1020,119,60
2020/8/31,13:30,1012,118,59
2020/8/31,13:35,1018,117,58
2020/8/31,13:40,1021,114,59
2020/8/31,13:45,1021,113,59
2020/8/31,13:50,1019,111,59
2020/8/31,13:55,1024,111,58
2020/8/31,14:00,1019,109,58
2020/8/31,14:05,1019,107,58
2020/8/31,14:10,1021,104,58
2020/8/31,14:15,1022,104,58
2020/8/31,14:20,1026,99,59
2020/8/31,14:25,1024,96,59
2020/8/31,14:30,1022,94,59
2020/8/31,14:35,1026,92,59
2020/8/31,14:40,1028,90,60
2020/8/31,14:45,1029,89,60
2020/8/31,14:50,1024,87,60
2020/8/31,14:55,1025,84,60
2020/8/31,15:00,1016,81,59
2020/8/31,15:05,1008,78,60
2020/8/31,15:10,1008,75,59
2020/8/31,15:15,1008,73,61
2020/8/31,15:20,1015,71,60
2020/8/31,15:25,1014,70,60
2020/8/31,15:30,1010,68,60
2020/8/31,15:35,1014,64,59
2020/8/31,15:40,1013,60,59
2020/8/31,15:45,1012,55,59
2020/8/31,15:50,1007,52,59
2020/8/31,15:55,1014,50,59
2020/8/31,16:00,1008,48,59
2020/8/31,16:05,1014,45,60
2020/8/31,16:10,1016,42,60
2020/8/31,16:15,1013,41,60
2020/8/31,16:20,1015,39,60
2020/8/31,16:25,1012,37,59
2020/8/31,16:30,1007,35,59
2020/8/31,16:35,1008,34,60
2020/8/31,16:40,1010,33,61
2020/8/31,16:45,1007,32,62
2020/8/31,16:50,1001,31,62
2020/8/31,16:55,1000,29,63
2020/8/31,17:00,994,27,63
2020/8/31,17:05,981,25,63
