2019/12/3 8:00 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
422,16:00～17:00,12月2日,21:02,11,90

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
382,16:00～17:00,12月2日,21:02

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
395,11:00～12:00,12月2日,21:02,5,95

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
377,11:00～12:00,12月2日,21:02

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2019/12/2,0:00,265,264,88,303
2019/12/2,1:00,275,270,89,309
2019/12/2,2:00,298,294,91,328
2019/12/2,3:00,315,311,91,345
2019/12/2,4:00,319,317,92,348
2019/12/2,5:00,309,308,91,340
2019/12/2,6:00,308,305,91,340
2019/12/2,7:00,316,311,90,350
2019/12/2,8:00,348,341,92,376
2019/12/2,9:00,370,365,94,395
2019/12/2,10:00,377,373,95,396
2019/12/2,11:00,380,377,96,395
2019/12/2,12:00,360,356,93,388
2019/12/2,13:00,378,372,93,408
2019/12/2,14:00,380,377,94,406
2019/12/2,15:00,379,373,91,415
2019/12/2,16:00,388,382,92,422
2019/12/2,17:00,381,377,90,424
2019/12/2,18:00,371,369,91,409
2019/12/2,19:00,358,358,90,398
2019/12/2,20:00,346,345,89,387
2019/12/2,21:00,333,334,84,397
2019/12/2,22:00,327,322,89,370
2019/12/2,23:00,317,314,88,359

最大使用率(%),時間帯
96,11:00～12:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
449,17:00～18:00,12月3日,7:36,9,92

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
412,17:00～18:00,12月3日,1:23

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
437,11:00～12:00,12月3日,7:36,8,93

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
407,11:00～12:00,12月3日,7:36

DATE,TIME,当日実績（５分間隔値）(万kW),太陽光発電実績（５分間隔値）(万kW)
2019/12/2,0:00,269,0
2019/12/2,0:05,272,0
2019/12/2,0:10,269,0
2019/12/2,0:15,271,0
2019/12/2,0:20,269,0
2019/12/2,0:25,268,0
2019/12/2,0:30,268,0
2019/12/2,0:35,270,0
2019/12/2,0:40,268,0
2019/12/2,0:45,267,0
2019/12/2,0:50,265,0
2019/12/2,0:55,264,0
2019/12/2,1:00,264,0
2019/12/2,1:05,266,0
2019/12/2,1:10,269,0
