2020/6/14 0:06 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1233,14:00～15:00,6/13,9:00,20,84

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1030,14:00～15:00,6/13,9:00

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1199,19:00～20:00,6/13,9:00,19,84

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1010,19:00～20:00,6/13,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/6/13,0:00,790,795,78,1007
2020/6/13,1:00,758,755,75,1009
2020/6/13,2:00,771,765,76,1015
2020/6/13,3:00,812,815,80,1017
2020/6/13,4:00,853,845,82,1035
2020/6/13,5:00,837,830,74,1134
2020/6/13,6:00,808,795,68,1183
2020/6/13,7:00,828,820,68,1216
2020/6/13,8:00,905,900,73,1244
2020/6/13,9:00,992,985,83,1197
2020/6/13,10:00,1021,1015,83,1236
2020/6/13,11:00,1052,1025,84,1251
2020/6/13,12:00,1044,1020,84,1249
2020/6/13,13:00,1029,1025,83,1237
2020/6/13,14:00,1014,1030,82,1233
2020/6/13,15:00,1011,1025,83,1224
2020/6/13,16:00,1008,1015,83,1220
2020/6/13,17:00,1019,1010,83,1224
2020/6/13,18:00,1024,1010,85,1201
2020/6/13,19:00,1012,1010,84,1199
2020/6/13,20:00,972,970,83,1175
2020/6/13,21:00,919,905,82,1121
2020/6/13,22:00,886,865,81,1088
2020/6/13,23:00,844,815,75,1120

最大使用率(%),時間帯
85,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1272,19:00～20:00,6/13,18:00,25,80

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1030,19:00～20:00,6/13,18:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1272,19:00～20:00,6/13,18:00,25,80

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1020,19:00～20:00,6/13,18:00

DATE,TIME,当日実績(５分間隔値）(万kW),太陽光発電実績(５分間隔値）(万kW)
2020/6/13,0:00,819,0
2020/6/13,0:05,812,0
2020/6/13,0:10,803,0
2020/6/13,0:15,805,0
2020/6/13,0:20,801,0
2020/6/13,0:25,797,0
2020/6/13,0:30,792,0
2020/6/13,0:35,787,0
2020/6/13,0:40,783,0
2020/6/13,0:45,776,0
2020/6/13,0:50,776,0
2020/6/13,0:55,770,0
2020/6/13,1:00,773,0
2020/6/13,1:05,765,0
2020/6/13,1:10,764,0
2020/6/13,1:15,759,0
2020/6/13,1:20,755,0
2020/6/13,1:25,757,0
2020/6/13,1:30,757,0
2020/6/13,1:35,753,0
2020/6/13,1:40,750,0
2020/6/13,1:45,756,0
2020/6/13,1:50,754,0
2020/6/13,1:55,758,0
2020/6/13,2:00,761,0
2020/6/13,2:05,763,0
2020/6/13,2:10,766,0
2020/6/13,2:15,762,0
2020/6/13,2:20,767,0
2020/6/13,2:25,773,0
2020/6/13,2:30,773,0
2020/6/13,2:35,778,0
2020/6/13,2:40,779,0
2020/6/13,2:45,783,0
2020/6/13,2:50,787,0
2020/6/13,2:55,791,0
2020/6/13,3:00,788,0
2020/6/13,3:05,797,0
2020/6/13,3:10,800,0
2020/6/13,3:15,808,0
2020/6/13,3:20,811,0
2020/6/13,3:25,815,0
2020/6/13,3:30,815,0
2020/6/13,3:35,819,0
2020/6/13,3:40,823,0
2020/6/13,3:45,828,0
2020/6/13,3:50,823,0
2020/6/13,3:55,835,0
2020/6/13,4:00,837,0
2020/6/13,4:05,839,0
2020/6/13,4:10,845,0
2020/6/13,4:15,846,0
2020/6/13,4:20,849,0
2020/6/13,4:25,856,0
2020/6/13,4:30,861,0
2020/6/13,4:35,859,0
2020/6/13,4:40,866,0
2020/6/13,4:45,866,0
2020/6/13,4:50,866,0
2020/6/13,4:55,862,0
2020/6/13,5:00,857,0
2020/6/13,5:05,852,0
2020/6/13,5:10,848,0
2020/6/13,5:15,847,0
2020/6/13,5:20,847,1
2020/6/13,5:25,848,2
2020/6/13,5:30,835,5
2020/6/13,5:35,833,8
2020/6/13,5:40,827,11
2020/6/13,5:45,823,16
2020/6/13,5:50,821,19
2020/6/13,5:55,821,25
2020/6/13,6:00,812,27
2020/6/13,6:05,820,31
2020/6/13,6:10,809,34
2020/6/13,6:15,814,35
2020/6/13,6:20,806,37
2020/6/13,6:25,815,42
2020/6/13,6:30,799,39
2020/6/13,6:35,802,45
2020/6/13,6:40,800,48
2020/6/13,6:45,797,54
2020/6/13,6:50,802,58
2020/6/13,6:55,803,59
2020/6/13,7:00,814,67
2020/6/13,7:05,816,68
2020/6/13,7:10,822,70
2020/6/13,7:15,823,75
2020/6/13,7:20,831,83
2020/6/13,7:25,827,86
2020/6/13,7:30,829,92
2020/6/13,7:35,849,95
2020/6/13,7:40,846,102
2020/6/13,7:45,850,111
2020/6/13,7:50,851,118
2020/6/13,7:55,850,130
2020/6/13,8:00,865,135
2020/6/13,8:05,872,140
2020/6/13,8:10,870,135
2020/6/13,8:15,883,141
2020/6/13,8:20,891,143
2020/6/13,8:25,894,155
2020/6/13,8:30,911,163
2020/6/13,8:35,936,180
2020/6/13,8:40,933,186
2020/6/13,8:45,937,189
2020/6/13,8:50,958,213
2020/6/13,8:55,954,213
2020/6/13,9:00,957,210
2020/6/13,9:05,972,212
2020/6/13,9:10,968,206
2020/6/13,9:15,980,208
2020/6/13,9:20,986,213
2020/6/13,9:25,1000,224
2020/6/13,9:30,1005,229
2020/6/13,9:35,1020,232
2020/6/13,9:40,1026,244
2020/6/13,9:45,1016,234
2020/6/13,9:50,1019,230
2020/6/13,9:55,1014,238
2020/6/13,10:00,1022,235
2020/6/13,10:05,1006,232
2020/6/13,10:10,1004,228
2020/6/13,10:15,1014,235
2020/6/13,10:20,1015,235
2020/6/13,10:25,1025,247
2020/6/13,10:30,1049,270
2020/6/13,10:35,1041,266
2020/6/13,10:40,1024,253
2020/6/13,10:45,1040,269
2020/6/13,10:50,1038,275
2020/6/13,10:55,1049,278
2020/6/13,11:00,1070,297
2020/6/13,11:05,1035,269
2020/6/13,11:10,1068,301
2020/6/13,11:15,1038,258
2020/6/13,11:20,1064,284
2020/6/13,11:25,1066,284
2020/6/13,11:30,1052,267
2020/6/13,11:35,1038,266
2020/6/13,11:40,1071,279
2020/6/13,11:45,1070,283
2020/6/13,11:50,1066,278
2020/6/13,11:55,1067,287
2020/6/13,12:00,1072,300
2020/6/13,12:05,1062,283
2020/6/13,12:10,1059,286
2020/6/13,12:15,1047,288
2020/6/13,12:20,1042,271
2020/6/13,12:25,1078,302
2020/6/13,12:30,1063,289
2020/6/13,12:35,1071,295
2020/6/13,12:40,1061,289
2020/6/13,12:45,1019,258
2020/6/13,12:50,1011,254
2020/6/13,12:55,1020,257
2020/6/13,13:00,1033,278
2020/6/13,13:05,1032,262
2020/6/13,13:10,1039,268
2020/6/13,13:15,1035,258
2020/6/13,13:20,1040,263
2020/6/13,13:25,1052,269
2020/6/13,13:30,1038,258
2020/6/13,13:35,1027,246
2020/6/13,13:40,1049,265
2020/6/13,13:45,1038,245
2020/6/13,13:50,1034,238
2020/6/13,13:55,1019,214
2020/6/13,14:00,1010,211
2020/6/13,14:05,1011,213
2020/6/13,14:10,1014,206
2020/6/13,14:15,1018,207
2020/6/13,14:20,1013,196
2020/6/13,14:25,1010,191
2020/6/13,14:30,1030,208
2020/6/13,14:35,1015,197
2020/6/13,14:40,1028,200
2020/6/13,14:45,1039,215
2020/6/13,14:50,1021,180
2020/6/13,14:55,1023,185
2020/6/13,15:00,1008,165
2020/6/13,15:05,1029,183
2020/6/13,15:10,1013,162
2020/6/13,15:15,999,159
2020/6/13,15:20,1006,156
2020/6/13,15:25,1007,160
2020/6/13,15:30,1025,168
2020/6/13,15:35,1020,159
2020/6/13,15:40,1005,140
2020/6/13,15:45,1014,135
2020/6/13,15:50,1020,137
2020/6/13,15:55,1019,133
2020/6/13,16:00,1025,131
2020/6/13,16:05,1023,127
2020/6/13,16:10,1020,127
2020/6/13,16:15,1010,109
2020/6/13,16:20,1007,100
2020/6/13,16:25,1010,94
2020/6/13,16:30,1006,86
2020/6/13,16:35,1009,84
2020/6/13,16:40,1007,84
2020/6/13,16:45,1013,84
2020/6/13,16:50,1022,86
2020/6/13,16:55,1019,80
2020/6/13,17:00,1023,83
2020/6/13,17:05,1020,78
2020/6/13,17:10,1020,71
2020/6/13,17:15,1021,68
2020/6/13,17:20,1023,64
2020/6/13,17:25,1018,60
2020/6/13,17:30,1021,61
2020/6/13,17:35,1020,57
2020/6/13,17:40,1019,54
2020/6/13,17:45,1017,46
2020/6/13,17:50,1022,44
2020/6/13,17:55,1017,39
2020/6/13,18:00,1030,37
2020/6/13,18:05,1018,35
2020/6/13,18:10,1026,32
2020/6/13,18:15,1020,30
2020/6/13,18:20,1020,28
2020/6/13,18:25,1017,24
2020/6/13,18:30,1025,21
2020/6/13,18:35,1025,18
2020/6/13,18:40,1025,14
2020/6/13,18:45,1031,12
2020/6/13,18:50,1021,9
2020/6/13,18:55,1024,7
2020/6/13,19:00,1028,5
2020/6/13,19:05,1024,4
2020/6/13,19:10,1023,3
2020/6/13,19:15,1013,1
2020/6/13,19:20,1015,1
2020/6/13,19:25,1008,1
2020/6/13,19:30,1012,0
2020/6/13,19:35,1011,1
2020/6/13,19:40,1009,1
2020/6/13,19:45,1006,0
2020/6/13,19:50,998,0
2020/6/13,19:55,998,0
2020/6/13,20:00,998,0
2020/6/13,20:05,988,0
2020/6/13,20:10,988,0
2020/6/13,20:15,981,0
2020/6/13,20:20,985,0
