2018/9/17 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4688,13:00～14:00,9/17,8:30,21,82

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3887,13:00～14:00,9/17,8:30

DATE,TIME,当日実績(万kW),予測値（万kW),使用率(%)
2018/9/17,0:00,2473,2457,52
2018/9/17,1:00,2334,2329,49
2018/9/17,2:00,2280,2283,48
2018/9/17,3:00,2288,2295,48
2018/9/17,4:00,2317,2323,49
2018/9/17,5:00,2336,2359,49
2018/9/17,6:00,2373,2406,50
2018/9/17,7:00,2626,2631,56
2018/9/17,8:00,2988,3008,63
2018/9/17,9:00,3334,3365,71
2018/9/17,10:00,3563,3605,76
2018/9/17,11:00,3682,3798,78
2018/9/17,12:00,3712,3823,79
2018/9/17,13:00,3786,3887,80
2018/9/17,14:00,3800,3809,81
2018/9/17,15:00,3724,3720,79
2018/9/17,16:00,3700,3686,78
2018/9/17,17:00,3736,3643,79
2018/9/17,18:00,3731,3680,79
2018/9/17,19:00,3579,3521,76
2018/9/17,20:00,3386,3317,72
2018/9/17,21:00,3197,3125,68
2018/9/17,22:00,3035,2942,64
2018/9/17,23:00,2833,2730,60

最大使用率(%),時間帯
81,14:00～15:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5031,11:00～12:00,9/17,17:30,22,81

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4096,14:00～15:00,9/17,17:30

DATE,TIME,当日実績（５分間隔値）(万kW)
2018/9/17,0:00,2578
2018/9/17,0:05,2554
2018/9/17,0:10,2532
2018/9/17,0:15,2518
2018/9/17,0:20,2502
2018/9/17,0:25,2468
2018/9/17,0:30,2462
2018/9/17,0:35,2457
2018/9/17,0:40,2431
2018/9/17,0:45,2418
2018/9/17,0:50,2391
2018/9/17,0:55,2372
2018/9/17,1:00,2373
2018/9/17,1:05,2381
2018/9/17,1:10,2361
2018/9/17,1:15,2350
2018/9/17,1:20,2355
2018/9/17,1:25,2341
2018/9/17,1:30,2333
2018/9/17,1:35,2323
2018/9/17,1:40,2326
2018/9/17,1:45,2299
2018/9/17,1:50,2285
2018/9/17,1:55,2277
2018/9/17,2:00,2269
2018/9/17,2:05,2292
2018/9/17,2:10,2288
2018/9/17,2:15,2292
2018/9/17,2:20,2280
2018/9/17,2:25,2289
2018/9/17,2:30,2277
2018/9/17,2:35,2278
2018/9/17,2:40,2271
2018/9/17,2:45,2269
2018/9/17,2:50,2277
2018/9/17,2:55,2277
2018/9/17,3:00,2276
2018/9/17,3:05,2287
2018/9/17,3:10,2291
2018/9/17,3:15,2274
2018/9/17,3:20,2286
2018/9/17,3:25,2273
2018/9/17,3:30,2281
2018/9/17,3:35,2299
2018/9/17,3:40,2291
2018/9/17,3:45,2318
2018/9/17,3:50,2301
2018/9/17,3:55,2284
2018/9/17,4:00,2305
2018/9/17,4:05,2291
2018/9/17,4:10,2310
2018/9/17,4:15,2320
2018/9/17,4:20,2312
2018/9/17,4:25,2309
2018/9/17,4:30,2324
2018/9/17,4:35,2324
2018/9/17,4:40,2323
2018/9/17,4:45,2316
2018/9/17,4:50,2324
2018/9/17,4:55,2344
