2017/7/10 0:08 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1255,19:00～20:00,7/9,9:00,11,90

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1130,11:00～12:00,7/9,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2017/7/9,0:00,876,840,76
2017/7/9,1:00,846,810,77
2017/7/9,2:00,834,805,79
2017/7/9,3:00,867,835,82
2017/7/9,4:00,885,860,83
2017/7/9,5:00,868,840,81
2017/7/9,6:00,839,810,76
2017/7/9,7:00,858,820,76
2017/7/9,8:00,919,885,79
2017/7/9,9:00,999,975,78
2017/7/9,10:00,1042,1075,79
2017/7/9,11:00,1023,1130,79
2017/7/9,12:00,1046,1100,79
2017/7/9,13:00,1064,1120,78
2017/7/9,14:00,1027,1070,75
2017/7/9,15:00,1050,1085,77
2017/7/9,16:00,1072,1095,81
2017/7/9,17:00,1091,1110,82
2017/7/9,18:00,1107,1110,87
2017/7/9,19:00,1115,1120,89
2017/7/9,20:00,1082,1085,85
2017/7/9,21:00,1031,1020,81
2017/7/9,22:00,974,950,78
2017/7/9,23:00,904,875,74

最大使用率(%),時間帯
89,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1557,13:00～14:00,7/9,18:00,21,83

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1300,13:00～14:00,7/9,18:00

DATE,TIME,当日実績(５分間隔値）(万kW)
2017/7/9,0:00,914
2017/7/9,0:05,911
2017/7/9,0:10,892
2017/7/9,0:15,889
2017/7/9,0:20,884
2017/7/9,0:25,881
2017/7/9,0:30,872
2017/7/9,0:35,861
2017/7/9,0:40,862
2017/7/9,0:45,864
2017/7/9,0:50,855
2017/7/9,0:55,834
2017/7/9,1:00,859
2017/7/9,1:05,856
2017/7/9,1:10,857
2017/7/9,1:15,852
2017/7/9,1:20,846
2017/7/9,1:25,833
2017/7/9,1:30,844
2017/7/9,1:35,844
2017/7/9,1:40,841
2017/7/9,1:45,837
2017/7/9,1:50,842
2017/7/9,1:55,841
2017/7/9,2:00,835
2017/7/9,2:05,831
2017/7/9,2:10,823
2017/7/9,2:15,829
2017/7/9,2:20,834
2017/7/9,2:25,835
2017/7/9,2:30,836
2017/7/9,2:35,832
2017/7/9,2:40,837
2017/7/9,2:45,841
2017/7/9,2:50,843
2017/7/9,2:55,839
2017/7/9,3:00,843
2017/7/9,3:05,857
2017/7/9,3:10,853
2017/7/9,3:15,858
2017/7/9,3:20,868
2017/7/9,3:25,865
2017/7/9,3:30,872
2017/7/9,3:35,868
2017/7/9,3:40,882
2017/7/9,3:45,880
2017/7/9,3:50,878
2017/7/9,3:55,879
2017/7/9,4:00,897
2017/7/9,4:05,893
2017/7/9,4:10,886
2017/7/9,4:15,884
2017/7/9,4:20,890
2017/7/9,4:25,895
2017/7/9,4:30,879
2017/7/9,4:35,877
2017/7/9,4:40,871
2017/7/9,4:45,872
2017/7/9,4:50,891
2017/7/9,4:55,889
2017/7/9,5:00,888
2017/7/9,5:05,891
2017/7/9,5:10,889
2017/7/9,5:15,888
2017/7/9,5:20,871
2017/7/9,5:25,858
2017/7/9,5:30,863
2017/7/9,5:35,871
2017/7/9,5:40,863
2017/7/9,5:45,854
2017/7/9,5:50,835
2017/7/9,5:55,844
2017/7/9,6:00,840
2017/7/9,6:05,843
2017/7/9,6:10,844
2017/7/9,6:15,836
2017/7/9,6:20,829
2017/7/9,6:25,824
2017/7/9,6:30,833
2017/7/9,6:35,840
2017/7/9,6:40,842
2017/7/9,6:45,838
2017/7/9,6:50,841
2017/7/9,6:55,849
2017/7/9,7:00,848
2017/7/9,7:05,833
2017/7/9,7:10,829
2017/7/9,7:15,841
2017/7/9,7:20,854
2017/7/9,7:25,852
2017/7/9,7:30,859
2017/7/9,7:35,859
2017/7/9,7:40,869
2017/7/9,7:45,879
2017/7/9,7:50,883
2017/7/9,7:55,873
2017/7/9,8:00,874
2017/7/9,8:05,887
2017/7/9,8:10,900
2017/7/9,8:15,906
2017/7/9,8:20,899
2017/7/9,8:25,907
2017/7/9,8:30,932
2017/7/9,8:35,926
2017/7/9,8:40,943
2017/7/9,8:45,937
2017/7/9,8:50,937
2017/7/9,8:55,956
2017/7/9,9:00,970
2017/7/9,9:05,991
2017/7/9,9:10,987
2017/7/9,9:15,973
2017/7/9,9:20,969
2017/7/9,9:25,976
2017/7/9,9:30,988
2017/7/9,9:35,1000
2017/7/9,9:40,1026
2017/7/9,9:45,1032
2017/7/9,9:50,1036
2017/7/9,9:55,1020
2017/7/9,10:00,1029
2017/7/9,10:05,1061
2017/7/9,10:10,1033
2017/7/9,10:15,1048
2017/7/9,10:20,1050
2017/7/9,10:25,1033
2017/7/9,10:30,1026
2017/7/9,10:35,1048
2017/7/9,10:40,1048
2017/7/9,10:45,1056
2017/7/9,10:50,1053
2017/7/9,10:55,1015
2017/7/9,11:00,1034
2017/7/9,11:05,1043
2017/7/9,11:10,1008
2017/7/9,11:15,990
2017/7/9,11:20,1014
2017/7/9,11:25,1034
2017/7/9,11:30,1011
2017/7/9,11:35,1018
2017/7/9,11:40,1031
2017/7/9,11:45,1020
2017/7/9,11:50,1034
2017/7/9,11:55,1033
2017/7/9,12:00,1050
2017/7/9,12:05,1050
2017/7/9,12:10,1056
2017/7/9,12:15,1053
2017/7/9,12:20,1042
2017/7/9,12:25,1020
2017/7/9,12:30,1015
2017/7/9,12:35,1038
2017/7/9,12:40,1048
2017/7/9,12:45,1059
2017/7/9,12:50,1054
2017/7/9,12:55,1067
2017/7/9,13:00,1073
2017/7/9,13:05,1037
2017/7/9,13:10,1055
2017/7/9,13:15,1028
2017/7/9,13:20,1049
2017/7/9,13:25,1063
2017/7/9,13:30,1079
2017/7/9,13:35,1076
2017/7/9,13:40,1095
2017/7/9,13:45,1077
2017/7/9,13:50,1091
2017/7/9,13:55,1044
2017/7/9,14:00,1037
2017/7/9,14:05,1048
2017/7/9,14:10,1047
2017/7/9,14:15,1032
2017/7/9,14:20,1029
2017/7/9,14:25,1029
2017/7/9,14:30,1020
2017/7/9,14:35,1005
2017/7/9,14:40,999
2017/7/9,14:45,1004
2017/7/9,14:50,1031
2017/7/9,14:55,1039
2017/7/9,15:00,1034
2017/7/9,15:05,1027
2017/7/9,15:10,1047
2017/7/9,15:15,1044
2017/7/9,15:20,1041
2017/7/9,15:25,1044
2017/7/9,15:30,1054
2017/7/9,15:35,1045
2017/7/9,15:40,1066
2017/7/9,15:45,1059
2017/7/9,15:50,1072
2017/7/9,15:55,1070
2017/7/9,16:00,1065
2017/7/9,16:05,1066
2017/7/9,16:10,1061
2017/7/9,16:15,1065
2017/7/9,16:20,1085
2017/7/9,16:25,1075
2017/7/9,16:30,1072
2017/7/9,16:35,1069
2017/7/9,16:40,1088
2017/7/9,16:45,1082
2017/7/9,16:50,1074
2017/7/9,16:55,1071
2017/7/9,17:00,1085
2017/7/9,17:05,1088
2017/7/9,17:10,1097
2017/7/9,17:15,1085
2017/7/9,17:20,1091
2017/7/9,17:25,1085
2017/7/9,17:30,1087
2017/7/9,17:35,1099
2017/7/9,17:40,1094
2017/7/9,17:45,1094
2017/7/9,17:50,1097
2017/7/9,17:55,1092
2017/7/9,18:00,1089
2017/7/9,18:05,1096
2017/7/9,18:10,1104
2017/7/9,18:15,1102
2017/7/9,18:20,1105
2017/7/9,18:25,1106
2017/7/9,18:30,1113
2017/7/9,18:35,1117
2017/7/9,18:40,1111
2017/7/9,18:45,1115
2017/7/9,18:50,1113
2017/7/9,18:55,1117
2017/7/9,19:00,1116
2017/7/9,19:05,1121
2017/7/9,19:10,1116
2017/7/9,19:15,1109
2017/7/9,19:20,1115
2017/7/9,19:25,1115
2017/7/9,19:30,1118
2017/7/9,19:35,1120
2017/7/9,19:40,1115
2017/7/9,19:45,1116
2017/7/9,19:50,1117
2017/7/9,19:55,1114
2017/7/9,20:00,1095
