2017/2/28 0:08 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1380,18:00～19:00,2/27,8:55,15,87

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1188,8:00～9:00,2/27,8:55

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2017/2/27,0:00,867,858,54
2017/2/27,1:00,902,890,56
2017/2/27,2:00,955,944,59
2017/2/27,3:00,990,979,61
2017/2/27,4:00,1012,1005,63
2017/2/27,5:00,1037,1019,64
2017/2/27,6:00,1126,1104,70
2017/2/27,7:00,1175,1172,73
2017/2/27,8:00,1160,1188,72
2017/2/27,9:00,1139,1169,70
2017/2/27,10:00,1087,1117,67
2017/2/27,11:00,1074,1068,66
2017/2/27,12:00,1013,1005,63
2017/2/27,13:00,1018,1032,63
2017/2/27,14:00,1008,1016,62
2017/2/27,15:00,1004,1007,62
2017/2/27,16:00,1028,1034,64
2017/2/27,17:00,1071,1102,66
2017/2/27,18:00,1166,1186,84
2017/2/27,19:00,1174,1183,85
2017/2/27,20:00,1138,1146,82
2017/2/27,21:00,1105,1108,80
2017/2/27,22:00,1048,1052,76
2017/2/27,23:00,973,985,71

最大使用率(%),時間帯
85,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1375,18:00～19:00,2/27,17:55,12,89

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1200,18:00～19:00,2/27,17:55

DATE,TIME,当日実績(５分間隔値）(万kW)
2017/2/27,0:00,885
2017/2/27,0:05,885
2017/2/27,0:10,876
2017/2/27,0:15,862
2017/2/27,0:20,859
2017/2/27,0:25,875
2017/2/27,0:30,869
2017/2/27,0:35,870
2017/2/27,0:40,850
2017/2/27,0:45,860
2017/2/27,0:50,859
2017/2/27,0:55,863
2017/2/27,1:00,879
2017/2/27,1:05,878
2017/2/27,1:10,880
2017/2/27,1:15,883
2017/2/27,1:20,885
2017/2/27,1:25,908
2017/2/27,1:30,907
2017/2/27,1:35,903
2017/2/27,1:40,921
2017/2/27,1:45,918
2017/2/27,1:50,926
2017/2/27,1:55,937
2017/2/27,2:00,932
2017/2/27,2:05,941
2017/2/27,2:10,940
2017/2/27,2:15,958
2017/2/27,2:20,962
2017/2/27,2:25,959
2017/2/27,2:30,959
2017/2/27,2:35,968
2017/2/27,2:40,956
2017/2/27,2:45,966
2017/2/27,2:50,960
2017/2/27,2:55,963
2017/2/27,3:00,969
2017/2/27,3:05,978
2017/2/27,3:10,986
2017/2/27,3:15,992
2017/2/27,3:20,980
2017/2/27,3:25,999
2017/2/27,3:30,994
2017/2/27,3:35,1002
2017/2/27,3:40,995
2017/2/27,3:45,993
2017/2/27,3:50,993
2017/2/27,3:55,991
2017/2/27,4:00,996
2017/2/27,4:05,1015
2017/2/27,4:10,1003
2017/2/27,4:15,1013
2017/2/27,4:20,1015
2017/2/27,4:25,1008
2017/2/27,4:30,1010
2017/2/27,4:35,1014
2017/2/27,4:40,1013
2017/2/27,4:45,1013
2017/2/27,4:50,1025
2017/2/27,4:55,1017
2017/2/27,5:00,1012
2017/2/27,5:05,1029
2017/2/27,5:10,1031
2017/2/27,5:15,1026
2017/2/27,5:20,1029
2017/2/27,5:25,1029
2017/2/27,5:30,1031
2017/2/27,5:35,1044
2017/2/27,5:40,1049
2017/2/27,5:45,1051
2017/2/27,5:50,1052
2017/2/27,5:55,1055
2017/2/27,6:00,1068
2017/2/27,6:05,1092
2017/2/27,6:10,1098
2017/2/27,6:15,1103
2017/2/27,6:20,1107
2017/2/27,6:25,1125
2017/2/27,6:30,1133
2017/2/27,6:35,1147
2017/2/27,6:40,1142
2017/2/27,6:45,1154
2017/2/27,6:50,1157
2017/2/27,6:55,1166
2017/2/27,7:00,1182
2017/2/27,7:05,1169
2017/2/27,7:10,1185
2017/2/27,7:15,1181
2017/2/27,7:20,1182
2017/2/27,7:25,1177
2017/2/27,7:30,1177
2017/2/27,7:35,1186
2017/2/27,7:40,1165
2017/2/27,7:45,1157
2017/2/27,7:50,1150
2017/2/27,7:55,1153
2017/2/27,8:00,1166
2017/2/27,8:05,1167
2017/2/27,8:10,1164
2017/2/27,8:15,1152
2017/2/27,8:20,1156
2017/2/27,8:25,1146
2017/2/27,8:30,1159
2017/2/27,8:35,1159
2017/2/27,8:40,1163
2017/2/27,8:45,1156
2017/2/27,8:50,1153
2017/2/27,8:55,1152
2017/2/27,9:00,1148
2017/2/27,9:05,1151
2017/2/27,9:10,1162
2017/2/27,9:15,1142
2017/2/27,9:20,1130
2017/2/27,9:25,1141
2017/2/27,9:30,1136
2017/2/27,9:35,1143
2017/2/27,9:40,1134
2017/2/27,9:45,1125
2017/2/27,9:50,1130
2017/2/27,9:55,1117
2017/2/27,10:00,1102
2017/2/27,10:05,1102
2017/2/27,10:10,1092
2017/2/27,10:15,1100
2017/2/27,10:20,1093
2017/2/27,10:25,1096
2017/2/27,10:30,1081
2017/2/27,10:35,1075
2017/2/27,10:40,1079
2017/2/27,10:45,1077
2017/2/27,10:50,1074
2017/2/27,10:55,1080
2017/2/27,11:00,1072
2017/2/27,11:05,1072
2017/2/27,11:10,1088
2017/2/27,11:15,1072
2017/2/27,11:20,1071
2017/2/27,11:25,1076
2017/2/27,11:30,1067
2017/2/27,11:35,1080
2017/2/27,11:40,1072
2017/2/27,11:45,1066
2017/2/27,11:50,1089
2017/2/27,11:55,1096
2017/2/27,12:00,1059
2017/2/27,12:05,1016
2017/2/27,12:10,1000
2017/2/27,12:15,1027
2017/2/27,12:20,987
2017/2/27,12:25,995
2017/2/27,12:30,1027
2017/2/27,12:35,1000
