2020/2/27 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4944,18:00～19:00,2/27,8:40,18,84

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4173,18:00～19:00,2/27,8:40

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4944,18:00～19:00,2/27,8:40,18,84

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
4173,18:00～19:00,2/27,8:40

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/2/27,0:00,2972,2963,65,4552
2020/2/27,1:00,2839,2826,63,4478
2020/2/27,2:00,2799,2798,62,4474
2020/2/27,3:00,2801,2791,62,4454
2020/2/27,4:00,2851,2850,64,4449
2020/2/27,5:00,3036,3053,68,4441
2020/2/27,6:00,3418,3467,75,4530
2020/2/27,7:00,3639,3697,76,4780
2020/2/27,8:00,3785,3912,74,5082
2020/2/27,9:00,3894,3977,72,5336
2020/2/27,10:00,3895,3915,71,5427
2020/2/27,11:00,3849,3842,70,5478
2020/2/27,12:00,3622,3578,67,5365
2020/2/27,13:00,3723,3682,70,5263
2020/2/27,14:00,3682,3674,71,5119
2020/2/27,15:00,3676,3642,73,5023
2020/2/27,16:00,3805,3749,76,4967
2020/2/27,17:00,4041,4000,82,4921
2020/2/27,18:00,4242,4173,85,4944
2020/2/27,19:00,4207,4115,84,4961
2020/2/27,20:00,4101,4027,82,4961
2020/2/27,21:00,3965,3880,80,4939
2020/2/27,22:00,3768,3673,78,4816
2020/2/27,23:00,3541,3447,75,4718

最大使用率(%),時間帯
85,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5607,9:00～10:00,2/27,17:40,32,76

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4067,18:00～19:00,2/27,17:40

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4927,18:00～19:00,2/27,17:40,19,83

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
4129,18:00～19:00,2/27,17:40

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2020/2/27,0:00,3088,0
2020/2/27,0:05,3051,0
2020/2/27,0:10,3046,0
2020/2/27,0:15,3015,0
2020/2/27,0:20,3008,0
2020/2/27,0:25,2991,0
2020/2/27,0:30,2969,0
2020/2/27,0:35,2941,0
2020/2/27,0:40,2918,0
2020/2/27,0:45,2892,0
2020/2/27,0:50,2884,0
2020/2/27,0:55,2859,0
2020/2/27,1:00,2863,0
2020/2/27,1:05,2865,0
2020/2/27,1:10,2867,0
2020/2/27,1:15,2852,0
2020/2/27,1:20,2847,0
2020/2/27,1:25,2831,0
2020/2/27,1:30,2825,0
2020/2/27,1:35,2829,0
2020/2/27,1:40,2838,0
2020/2/27,1:45,2828,0
2020/2/27,1:50,2823,0
2020/2/27,1:55,2804,0
2020/2/27,2:00,2795,0
2020/2/27,2:05,2808,0
2020/2/27,2:10,2801,0
2020/2/27,2:15,2791,0
2020/2/27,2:20,2799,0
2020/2/27,2:25,2802,0
2020/2/27,2:30,2796,0
2020/2/27,2:35,2800,0
2020/2/27,2:40,2799,0
2020/2/27,2:45,2808,0
2020/2/27,2:50,2794,0
2020/2/27,2:55,2801,0
2020/2/27,3:00,2786,0
2020/2/27,3:05,2798,0
2020/2/27,3:10,2803,0
2020/2/27,3:15,2805,0
2020/2/27,3:20,2805,0
2020/2/27,3:25,2791,0
2020/2/27,3:30,2806,0
2020/2/27,3:35,2794,0
2020/2/27,3:40,2802,0
2020/2/27,3:45,2810,0
2020/2/27,3:50,2790,0
2020/2/27,3:55,2823,0
2020/2/27,4:00,2807,0
2020/2/27,4:05,2829,0
2020/2/27,4:10,2839,0
2020/2/27,4:15,2830,0
2020/2/27,4:20,2848,0
2020/2/27,4:25,2839,0
2020/2/27,4:30,2853,0
2020/2/27,4:35,2852,0
2020/2/27,4:40,2859,0
2020/2/27,4:45,2868,0
2020/2/27,4:50,2895,0
2020/2/27,4:55,2893,0
2020/2/27,5:00,2917,0
2020/2/27,5:05,2939,0
2020/2/27,5:10,2957,0
2020/2/27,5:15,2979,0
2020/2/27,5:20,2994,0
2020/2/27,5:25,3024,0
2020/2/27,5:30,3031,0
2020/2/27,5:35,3073,0
2020/2/27,5:40,3080,0
2020/2/27,5:45,3121,0
2020/2/27,5:50,3148,0
2020/2/27,5:55,3176,0
2020/2/27,6:00,3216,0
2020/2/27,6:05,3290,0
2020/2/27,6:10,3342,0
2020/2/27,6:15,3351,0
2020/2/27,6:20,3383,0
