2020/12/01 23:50 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
413,18:00～19:00,12月1日,9:00,14,87

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
361,18:00～19:00,12月1日,9:00

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
409,17:00～18:00,12月1日,9:00,14,88

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
360,17:00～18:00,12月1日,9:00

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/12/01,0:00,264,266,73,363
2020/12/01,1:00,270,272,71,382
2020/12/01,2:00,292,293,76,385
2020/12/01,3:00,314,315,74,426
2020/12/01,4:00,323,321,73,440
2020/12/01,5:00,325,312,74,438
2020/12/01,6:00,332,307,81,410
2020/12/01,7:00,335,317,81,413
2020/12/01,8:00,357,350,80,444
2020/12/01,9:00,349,356,77,451
2020/12/01,10:00,335,353,74,455
2020/12/01,11:00,330,354,75,440
2020/12/01,12:00,309,333,73,425
2020/12/01,13:00,321,346,71,450
2020/12/01,14:00,322,341,74,437
2020/12/01,15:00,330,341,76,436
2020/12/01,16:00,343,351,82,419
2020/12/01,17:00,358,360,88,409
2020/12/01,18:00,362,361,88,413
2020/12/01,19:00,351,349,81,432
2020/12/01,20:00,337,334,79,424
2020/12/01,21:00,317,313,76,415
2020/12/01,22:00,292,287,72,403
2020/12/01,23:00,279,271,68,397

最大使用率(%),時間帯
88,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
392,18:00～19:00,12月1日,18:00,9,92

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
361,18:00～19:00,12月1日,18:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
392,18:00～19:00,12月1日,18:00,9,92

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
361,18:00～19:00,12月1日,18:00

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間隔値)(万kW)
2020/12/01,0:00,270,0
2020/12/01,0:05,268,0
2020/12/01,0:10,266,0
2020/12/01,0:15,265,0
2020/12/01,0:20,264,0
2020/12/01,0:25,263,0
2020/12/01,0:30,259,0
2020/12/01,0:35,264,0
2020/12/01,0:40,261,0
2020/12/01,0:45,262,0
