2020/11/06 11:17 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
-,-,-,-,-,-

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
11996,14:00～15:00,-,-

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
-,-,-,-,-,-

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
-,-,-,-

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/08/08,00:00,9077,9035,-,12731
2020/08/08,01:00,8498,8470,-,12336
2020/08/08,02:00,8333,8333,-,12182
2020/08/08,03:00,8370,8358,-,12188
2020/08/08,04:00,8349,8353,-,12163
2020/08/08,05:00,8204,8226,-,12126
2020/08/08,06:00,8193,8249,-,12335
2020/08/08,07:00,8773,8815,-,12474
2020/08/08,08:00,9826,9899,-,13107
2020/08/08,09:00,10845,10928,-,13602
2020/08/08,10:00,11352,11454,-,14327
2020/08/08,11:00,11641,11814,-,14766
2020/08/08,12:00,11765,11931,-,14849
2020/08/08,13:00,11920,11990,-,14932
2020/08/08,14:00,11932,11996,-,15070
2020/08/08,15:00,11814,11884,-,14820
2020/08/08,16:00,11653,11807,-,14429
2020/08/08,17:00,11464,11557,-,13923
2020/08/08,18:00,11388,11442,-,13497
2020/08/08,19:00,11176,11361,-,13451
2020/08/08,20:00,10607,10802,-,13183
2020/08/08,21:00,9978,10219,-,12769
2020/08/08,22:00,9502,9696,-,12369
2020/08/08,23:00,8989,9145,-,12076

最大使用率(%),時間帯
-,-

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
-,-,-,-,-,-

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
11415,18:00～19:00,-,-

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
-,-,-,-,-,-

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
-,-,-,-

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2020/08/08,00:00,9455,0
2020/08/08,00:05,9414,0
2020/08/08,00:10,9351,0
2020/08/08,00:15,9276,0
