2016/8/25 0:09 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1683,15:00～16:00,8/24,8:55,11,90

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1520,15:00～16:00,8/24,8:55

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/8/24,0:00,947,984,56
2016/8/24,1:00,905,915,54
2016/8/24,2:00,884,881,53
2016/8/24,3:00,890,887,53
2016/8/24,4:00,913,905,54
2016/8/24,5:00,931,922,55
2016/8/24,6:00,959,954,57
2016/8/24,7:00,1027,1038,61
2016/8/24,8:00,1180,1193,70
2016/8/24,9:00,1320,1337,78
2016/8/24,10:00,1397,1399,83
2016/8/24,11:00,1470,1446,87
2016/8/24,12:00,1433,1462,85
2016/8/24,13:00,1463,1496,87
2016/8/24,14:00,1471,1520,87
2016/8/24,15:00,1449,1503,86
2016/8/24,16:00,1442,1489,86
2016/8/24,17:00,1415,1467,84
2016/8/24,18:00,1388,1430,90
2016/8/24,19:00,1367,1394,88
2016/8/24,20:00,1297,1306,84
2016/8/24,21:00,1204,1211,78
2016/8/24,22:00,1139,1130,73
2016/8/24,23:00,1050,1030,68

最大使用率(%),時間帯
90,18:00～19:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1712,14:00～15:00,8/24,17:55,12,89

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1524,14:00～15:00,8/24,17:55

DATE,TIME,当日実績(５分間隔値）(万kW)
2016/8/24,0:00,992
2016/8/24,0:05,977
2016/8/24,0:10,972
2016/8/24,0:15,978
2016/8/24,0:20,967
2016/8/24,0:25,946
2016/8/24,0:30,955
2016/8/24,0:35,944
2016/8/24,0:40,923
2016/8/24,0:45,913
2016/8/24,0:50,903
2016/8/24,0:55,903
2016/8/24,1:00,919
2016/8/24,1:05,927
2016/8/24,1:10,918
2016/8/24,1:15,914
2016/8/24,1:20,919
2016/8/24,1:25,901
2016/8/24,1:30,903
2016/8/24,1:35,903
2016/8/24,1:40,882
2016/8/24,1:45,893
2016/8/24,1:50,891
2016/8/24,1:55,891
2016/8/24,2:00,884
2016/8/24,2:05,884
2016/8/24,2:10,893
2016/8/24,2:15,890
2016/8/24,2:20,881
2016/8/24,2:25,879
2016/8/24,2:30,883
2016/8/24,2:35,866
2016/8/24,2:40,886
2016/8/24,2:45,889
2016/8/24,2:50,892
2016/8/24,2:55,880
2016/8/24,3:00,884
2016/8/24,3:05,887
2016/8/24,3:10,884
2016/8/24,3:15,888
2016/8/24,3:20,888
2016/8/24,3:25,882
2016/8/24,3:30,895
2016/8/24,3:35,898
2016/8/24,3:40,891
2016/8/24,3:45,883
2016/8/24,3:50,896
2016/8/24,3:55,899
2016/8/24,4:00,910
2016/8/24,4:05,891
2016/8/24,4:10,900
2016/8/24,4:15,907
2016/8/24,4:20,912
2016/8/24,4:25,913
2016/8/24,4:30,926
2016/8/24,4:35,897
2016/8/24,4:40,930
2016/8/24,4:45,927
2016/8/24,4:50,928
2016/8/24,4:55,917
2016/8/24,5:00,923
2016/8/24,5:05,926
2016/8/24,5:10,927
2016/8/24,5:15,937
2016/8/24,5:20,930
2016/8/24,5:25,941
2016/8/24,5:30,926
2016/8/24,5:35,935
2016/8/24,5:40,939
2016/8/24,5:45,932
2016/8/24,5:50,924
2016/8/24,5:55,929
2016/8/24,6:00,938
2016/8/24,6:05,953
2016/8/24,6:10,954
2016/8/24,6:15,947
2016/8/24,6:20,952
2016/8/24,6:25,970
2016/8/24,6:30,963
2016/8/24,6:35,958
2016/8/24,6:40,963
2016/8/24,6:45,953
2016/8/24,6:50,965
2016/8/24,6:55,974
2016/8/24,7:00,982
2016/8/24,7:05,1000
2016/8/24,7:10,991
2016/8/24,7:15,1001
