2017/09/14 00:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
149,18:00～19:00,09月13日,18:50,25,79

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
120,15:00～16:00,09月13日,18:50

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2017/09/13,00:00,107,94,71
2017/09/13,01:00,101,88,67
2017/09/13,02:00,97,87,65
2017/09/13,03:00,94,86,63
2017/09/13,04:00,93,85,62
2017/09/13,05:00,95,86,63
2017/09/13,06:00,100,89,67
2017/09/13,07:00,108,96,72
2017/09/13,08:00,122,109,81
2017/09/13,09:00,130,109,87
2017/09/13,10:00,130,109,87
2017/09/13,11:00,127,107,85
2017/09/13,12:00,124,104,83
2017/09/13,13:00,124,110,83
2017/09/13,14:00,128,118,85
2017/09/13,15:00,125,120,83
2017/09/13,16:00,123,117,82
2017/09/13,17:00,117,116,78
2017/09/13,18:00,118,119,79
2017/09/13,19:00,119,119,79
2017/09/13,20:00,118,114,79
2017/09/13,21:00,114,108,76
2017/09/13,22:00,108,101,72
2017/09/13,23:00,102,95,68

最大使用率(%),時間帯
87,10:00～11:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
174,19:00～20:00,09月14日,00:00,32,75

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
124,11:00～12:00,09月14日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW)
2017/09/13,00:00,112
2017/09/13,00:05,111
2017/09/13,00:10,110
2017/09/13,00:15,110
2017/09/13,00:20,106
2017/09/13,00:25,106
2017/09/13,00:30,108
2017/09/13,00:35,107
2017/09/13,00:40,107
2017/09/13,00:45,105
2017/09/13,00:50,106
2017/09/13,00:55,106
2017/09/13,01:00,105
2017/09/13,01:05,104
2017/09/13,01:10,102
2017/09/13,01:15,100
2017/09/13,01:20,102
2017/09/13,01:25,103
2017/09/13,01:30,101
2017/09/13,01:35,101
2017/09/13,01:40,100
2017/09/13,01:45,101
2017/09/13,01:50,101
2017/09/13,01:55,100
2017/09/13,02:00,100
2017/09/13,02:05,97
2017/09/13,02:10,97
2017/09/13,02:15,99
2017/09/13,02:20,98
2017/09/13,02:25,100
2017/09/13,02:30,97
2017/09/13,02:35,98
2017/09/13,02:40,99
2017/09/13,02:45,98
2017/09/13,02:50,97
2017/09/13,02:55,93
2017/09/13,03:00,95
2017/09/13,03:05,96
2017/09/13,03:10,96
2017/09/13,03:15,96
2017/09/13,03:20,95
2017/09/13,03:25,96
2017/09/13,03:30,96
2017/09/13,03:35,95
2017/09/13,03:40,95
2017/09/13,03:45,93
2017/09/13,03:50,91
2017/09/13,03:55,93
2017/09/13,04:00,94
2017/09/13,04:05,94
2017/09/13,04:10,94
2017/09/13,04:15,92
2017/09/13,04:20,94
2017/09/13,04:25,94
2017/09/13,04:30,94
2017/09/13,04:35,94
2017/09/13,04:40,93
2017/09/13,04:45,91
2017/09/13,04:50,93
2017/09/13,04:55,95
2017/09/13,05:00,96
2017/09/13,05:05,96
2017/09/13,05:10,95
2017/09/13,05:15,96
2017/09/13,05:20,97
2017/09/13,05:25,97
2017/09/13,05:30,97
2017/09/13,05:35,96
2017/09/13,05:40,94
2017/09/13,05:45,95
2017/09/13,05:50,95
2017/09/13,05:55,97
2017/09/13,06:00,98
2017/09/13,06:05,99
2017/09/13,06:10,99
2017/09/13,06:15,97
2017/09/13,06:20,100
2017/09/13,06:25,101
2017/09/13,06:30,101
2017/09/13,06:35,102
2017/09/13,06:40,102
2017/09/13,06:45,101
2017/09/13,06:50,101
2017/09/13,06:55,104
2017/09/13,07:00,106
2017/09/13,07:05,106
2017/09/13,07:10,107
2017/09/13,07:15,106
2017/09/13,07:20,108
2017/09/13,07:25,110
2017/09/13,07:30,110
2017/09/13,07:35,111
2017/09/13,07:40,110
2017/09/13,07:45,109
2017/09/13,07:50,109
2017/09/13,07:55,110
2017/09/13,08:00,111
2017/09/13,08:05,115
2017/09/13,08:10,117
2017/09/13,08:15,119
2017/09/13,08:20,119
2017/09/13,08:25,120
2017/09/13,08:30,121
2017/09/13,08:35,125
2017/09/13,08:40,125
2017/09/13,08:45,126
2017/09/13,08:50,127
2017/09/13,08:55,128
2017/09/13,09:00,129
2017/09/13,09:05,129
2017/09/13,09:10,129
2017/09/13,09:15,130
2017/09/13,09:20,130
2017/09/13,09:25,131
2017/09/13,09:30,131
2017/09/13,09:35,131
2017/09/13,09:40,132
2017/09/13,09:45,132
2017/09/13,09:50,133
2017/09/13,09:55,133
2017/09/13,10:00,134
2017/09/13,10:05,133
2017/09/13,10:10,133
2017/09/13,10:15,133
2017/09/13,10:20,133
2017/09/13,10:25,133
2017/09/13,10:30,132
2017/09/13,10:35,132
2017/09/13,10:40,131
