2020/09/08 00:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
194,14:00～15:00,09月07日,19:53,50,66

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
129,14:00～15:00,09月07日,19:53

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
174,19:00～20:00,09月07日,19:53,45,68

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
120,19:00～20:00,09月07日,19:53

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2020/09/07,00:00,79,78,45,175
2020/09/07,01:00,75,75,46,161
2020/09/07,02:00,76,74,47,160
2020/09/07,03:00,77,75,48,160
2020/09/07,04:00,78,76,48,160
2020/09/07,05:00,79,77,49,160
2020/09/07,06:00,81,78,46,175
2020/09/07,07:00,91,88,51,177
2020/09/07,08:00,106,103,57,183
2020/09/07,09:00,120,115,62,191
2020/09/07,10:00,125,122,63,196
2020/09/07,11:00,127,126,64,198
2020/09/07,12:00,131,126,65,199
2020/09/07,13:00,129,127,65,197
2020/09/07,14:00,127,129,65,195
2020/09/07,15:00,126,126,66,190
2020/09/07,16:00,125,124,67,184
2020/09/07,17:00,121,121,67,178
2020/09/07,18:00,119,118,68,174
2020/09/07,19:00,119,120,68,174
2020/09/07,20:00,114,116,65,174
2020/09/07,21:00,108,110,62,174
2020/09/07,22:00,103,103,59,174
2020/09/07,23:00,97,99,55,174

最大使用率(%),時間帯
68,19:00～20:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
198,11:00～12:00,09月08日,00:00,46,68

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
135,11:00～12:00,09月08日,00:00

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
174,19:00～20:00,09月08日,00:00,41,70

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
123,19:00～20:00,09月08日,00:00

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2020/09/07,00:00,83,0
2020/09/07,00:05,82,0
2020/09/07,00:10,82,0
2020/09/07,00:15,81,0
2020/09/07,00:20,81,0
2020/09/07,00:25,81,0
2020/09/07,00:30,80,0
2020/09/07,00:35,80,0
2020/09/07,00:40,79,0
2020/09/07,00:45,79,0
2020/09/07,00:50,79,0
2020/09/07,00:55,78,0
2020/09/07,01:00,78,0
2020/09/07,01:05,78,0
2020/09/07,01:10,77,0
2020/09/07,01:15,77,0
2020/09/07,01:20,76,0
2020/09/07,01:25,76,0
2020/09/07,01:30,76,0
2020/09/07,01:35,76,0
2020/09/07,01:40,76,0
2020/09/07,01:45,76,0
2020/09/07,01:50,76,0
2020/09/07,01:55,76,0
2020/09/07,02:00,76,0
2020/09/07,02:05,76,0
2020/09/07,02:10,76,0
2020/09/07,02:15,76,0
